	WORD	COGID	ALIGN
1	52	1	o p -
2	53	1	o pp -
3	53	1	o pp -
4	53	1	o pp -
5	53	1	o pp -
6	53	1	o pp -
7	38	1	o b -
8	53	1	o pp -
9	52	1	o p -
10	52	1	o p -
11	38	1	o b -
12	53	1	o pp -
13	52	1	o p -
14	53	1	o pp -
15	38	1	o b -
16	52	1	o p -
17	53	1	o pp -
18	53	1	o pp -
19	52	1	o p -
20	52	1	o p -
21	52	1	o p -
22	52	1	o p -
23	52	1	o p -
24	53	1	o pp -
25	52	1	o p -
26	52	1	o p -
27	53	1	o pp -
28	52	1	o p -
29	53	1	o pp -
30	52	1	o p -
31	38	1	o b -
32	38	1	o b -
33	52	1	o p -
34	53	1	o pp -
35	53	1	o pp -
36	52	1	o p -
37	53	1	o pp -
38	52	1	o p -
39	53	1	o pp -
40	60	1	ü b -
41	2	1	aa - -
42	35	1	o - -
43	2	1	aa - -
44	2	1	aa - -
45	2	1	aa - -
46	3	1	aa d -
47	2	1	aa - -
48	35	1	o - -
49	2	1	aa - -
50	38	1	o b -
51	52	1	o p -
52	53	1	o pp -
53	52	1	o p -
54	53	1	o pp -
55	52	1	o p -
56	53	1	o pp -
57	53	1	o pp -
58	53	1	o pp -
59	53	1	o pp -
60	53	1	o pp -
61	53	1	o pp -
62	53	1	o pp -
63	38	1	o b -
64	72	1	ü p -
65	72	1	ü p -
66	29	1	e w -
67	1	1	a - -
68	2	1	aa - -
69	1	1	a - -
70	2	1	aa - -
71	2	1	aa - -
72	2	1	aa - -
73	2	1	aa - -
74	35	1	o - -
75	35	1	o - -
76	53	1	o pp -
77	52	1	o p -
78	52	1	o p -
79	53	1	o pp -
80	52	1	o p -
81	53	1	o pp -
82	53	1	o pp -
83	52	1	o p -
84	38	1	o b -
85	52	1	o p -
86	53	1	o pp -
87	53	1	o pp -
88	52	1	o p -
89	52	1	o p -
90	53	1	o pp -
91	52	1	o p -
92	52	1	o p -
93	53	1	o pp -
94	52	1	o p -
95	23	1	ä v -
96	7	1	aa w -
97	7	1	aa w -
98	2	1	aa - -
99	1	1	a - -
100	38	1	o b -
101	71	1	u p -
102	39	1	o bb -
103	38	1	o b -
104	38	1	o b -
105	38	1	o b -
106	52	1	o p -
107	38	1	o b -
108	52	1	o p -
109	52	1	o p -
110	53	1	o pp -
111	53	1	o pp -
112	53	1	o pp -
113	53	1	o pp -
114	52	1	o p -
115	52	1	o p -
116	53	1	o pp -
117	53	1	o pp -
118	53	1	o pp -
119	52	1	o p -
120	52	1	o p -
121	52	1	o p -
122	53	1	o pp -
123	52	1	o p -
124	38	1	o b -
125	52	1	o p -
126	59	1	u b -
127	75	1	uu b -
