KDSA	LONG	LAT
091/051	 8.5000	48.3333
091/053	 8.6667	48.3333
091/055	 8.8333	48.3333
091/057	 9.0000	48.3333
091/059	 9.1667	48.3333
091/061	 9.3333	48.3333
091/063	 9.5000	48.3333
091/065	 9.6667	48.3333
091/067	 9.8333	48.3333
091/069	10.0000	48.3333
091/071	10.1667	48.3333
091/073	10.3333	48.3333
091/075	10.5000	48.3333
091/077	10.6667	48.3333
091/079	10.8333	48.3333
091/081	11.0000	48.3333
091/083	11.1667	48.3333
091/085	11.3333	48.3333
091/087	11.5000	48.3333
091/091	11.8333	48.3333
091/093	12.0000	48.3333
091/095	12.1667	48.3333
091/097	12.3333	48.3333
091/099	12.5000	48.3333
091/101	12.6667	48.3333
091/103	12.8333	48.3333
091/105	13.0000	48.3333
091/107	13.1667	48.3333
091/109	13.3333	48.3333
091/111	13.5000	48.3333
091/113	13.6667	48.3333
091/115	13.8333	48.3333
091/117	14.0000	48.3333
091/119	14.1667	48.3333
091/121	14.3333	48.3333
091/125	14.6667	48.3333
091/129	15.0000	48.3333
091/131	15.1667	48.3333
091/133	15.3333	48.3333
091/135	15.5000	48.3333
091/137	15.6667	48.3333
091/139	15.8333	48.3333
091/141	16.0000	48.3333
091/143	16.1667	48.3333
091/145	16.3333	48.3333
091/147	16.5000	48.3333
091/149	16.6667	48.3333
091/151	16.8333	48.3333
091/155	17.1667	48.3333
092/033	 7.0000	48.2500
092/035	 7.1667	48.2500
092/037	 7.3333	48.2500
092/039	 7.5000	48.2500
092/041	 7.6667	48.2500
092/043	 7.8333	48.2500
092/045	 8.0000	48.2500
092/047	 8.1667	48.2500
092/049	 8.3333	48.2500
092/051	 8.5000	48.2500
092/053	 8.6667	48.2500
092/055	 8.8333	48.2500
092/057	 9.0000	48.2500
092/059	 9.1667	48.2500
092/061	 9.3333	48.2500
092/063	 9.5000	48.2500
092/065	 9.6667	48.2500
092/067	 9.8333	48.2500
092/069	10.0000	48.2500
092/071	10.1667	48.2500
092/073	10.3333	48.2500
092/075	10.5000	48.2500
092/077	10.6667	48.2500
092/079	10.8333	48.2500
092/081	11.0000	48.2500
092/083	11.1667	48.2500
092/085	11.3333	48.2500
092/087	11.5000	48.2500
092/089	11.6667	48.2500
092/091	11.8333	48.2500
092/093	12.0000	48.2500
092/095	12.1667	48.2500
092/097	12.3333	48.2500
092/099	12.5000	48.2500
092/101	12.6667	48.2500
092/103	12.8333	48.2500
092/105	13.0000	48.2500
092/107	13.1667	48.2500
092/109	13.3333	48.2500
092/111	13.5000	48.2500
092/113	13.6667	48.2500
092/115	13.8333	48.2500
092/117	14.0000	48.2500
092/119	14.1667	48.2500
092/121	14.3333	48.2500
092/123	14.5000	48.2500
092/125	14.6667	48.2500
092/127	14.8333	48.2500
092/129	15.0000	48.2500
092/131	15.1667	48.2500
092/133	15.3333	48.2500
092/135	15.5000	48.2500
092/137	15.6667	48.2500
092/139	15.8333	48.2500
092/141	16.0000	48.2500
092/143	16.1667	48.2500
092/145	16.3333	48.2500
092/147	16.5000	48.2500
092/149	16.6667	48.2500
092/151	16.8333	48.2500
093/035	 7.1667	48.1667
093/037	 7.3333	48.1667
093/039	 7.5000	48.1667
093/041	 7.6667	48.1667
093/043	 7.8333	48.1667
093/045	 8.0000	48.1667
093/047	 8.1667	48.1667
093/049	 8.3333	48.1667
093/051	 8.5000	48.1667
093/053	 8.6667	48.1667
093/055	 8.8333	48.1667
093/057	 9.0000	48.1667
093/059	 9.1667	48.1667
093/061	 9.3333	48.1667
093/063	 9.5000	48.1667
093/065	 9.6667	48.1667
093/067	 9.8333	48.1667
093/069	10.0000	48.1667
093/071	10.1667	48.1667
093/073	10.3333	48.1667
093/075	10.5000	48.1667
093/077	10.6667	48.1667
093/079	10.8333	48.1667
093/081	11.0000	48.1667
093/083	11.1667	48.1667
093/085	11.3333	48.1667
093/087	11.5000	48.1667
093/089	11.6667	48.1667
093/091	11.8333	48.1667
093/093	12.0000	48.1667
093/095	12.1667	48.1667
093/097	12.3333	48.1667
093/099	12.5000	48.1667
093/101	12.6667	48.1667
093/103	12.8333	48.1667
093/105	13.0000	48.1667
093/109	13.3333	48.1667
093/111	13.5000	48.1667
093/113	13.6667	48.1667
093/115	13.8333	48.1667
093/117	14.0000	48.1667
093/119	14.1667	48.1667
093/121	14.3333	48.1667
093/123	14.5000	48.1667
093/125	14.6667	48.1667
093/127	14.8333	48.1667
093/129	15.0000	48.1667
093/131	15.1667	48.1667
093/133	15.3333	48.1667
093/137	15.6667	48.1667
093/139	15.8333	48.1667
093/143	16.1667	48.1667
093/145	16.3333	48.1667
093/147	16.5000	48.1667
093/149	16.6667	48.1667
093/151	16.8333	48.1667
093/153	17.0000	48.1667
093/155	17.1667	48.1667
094/033	 7.0000	48.0833
094/035	 7.1667	48.0833
094/037	 7.3333	48.0833
094/039	 7.5000	48.0833
094/041	 7.6667	48.0833
094/043	 7.8333	48.0833
094/045	 8.0000	48.0833
094/047	 8.1667	48.0833
094/049	 8.3333	48.0833
094/051	 8.5000	48.0833
094/053	 8.6667	48.0833
094/055	 8.8333	48.0833
094/057	 9.0000	48.0833
094/059	 9.1667	48.0833
094/061	 9.3333	48.0833
094/063	 9.5000	48.0833
094/065	 9.6667	48.0833
094/067	 9.8333	48.0833
094/069	10.0000	48.0833
094/071	10.1667	48.0833
094/073	10.3333	48.0833
094/075	10.5000	48.0833
094/077	10.6667	48.0833
094/079	10.8333	48.0833
094/081	11.0000	48.0833
094/083	11.1667	48.0833
094/085	11.3333	48.0833
094/087	11.5000	48.0833
094/089	11.6667	48.0833
094/091	11.8333	48.0833
094/093	12.0000	48.0833
094/095	12.1667	48.0833
094/097	12.3333	48.0833
094/099	12.5000	48.0833
094/101	12.6667	48.0833
094/103	12.8333	48.0833
094/105	13.0000	48.0833
094/107	13.1667	48.0833
094/109	13.3333	48.0833
094/111	13.5000	48.0833
094/113	13.6667	48.0833
094/115	13.8333	48.0833
094/117	14.0000	48.0833
094/119	14.1667	48.0833
094/121	14.3333	48.0833
094/123	14.5000	48.0833
094/125	14.6667	48.0833
094/127	14.8333	48.0833
094/129	15.0000	48.0833
094/131	15.1667	48.0833
094/133	15.3333	48.0833
094/135	15.5000	48.0833
094/137	15.6667	48.0833
094/139	15.8333	48.0833
094/141	16.0000	48.0833
094/143	16.1667	48.0833
094/145	16.3333	48.0833
094/147	16.5000	48.0833
094/149	16.6667	48.0833
094/151	16.8333	48.0833
094/153	17.0000	48.0833
095/031	 6.8333	48.0000
095/033	 7.0000	48.0000
095/035	 7.1667	48.0000
095/037	 7.3333	48.0000
095/039	 7.5000	48.0000
095/041	 7.6667	48.0000
095/043	 7.8333	48.0000
095/045	 8.0000	48.0000
095/047	 8.1667	48.0000
095/049	 8.3333	48.0000
095/051	 8.5000	48.0000
095/053	 8.6667	48.0000
095/055	 8.8333	48.0000
095/057	 9.0000	48.0000
095/059	 9.1667	48.0000
095/061	 9.3333	48.0000
095/063	 9.5000	48.0000
095/065	 9.6667	48.0000
095/067	 9.8333	48.0000
095/069	10.0000	48.0000
095/071	10.1667	48.0000
095/073	10.3333	48.0000
095/075	10.5000	48.0000
095/077	10.6667	48.0000
095/079	10.8333	48.0000
095/081	11.0000	48.0000
095/083	11.1667	48.0000
095/085	11.3333	48.0000
095/087	11.5000	48.0000
095/089	11.6667	48.0000
095/091	11.8333	48.0000
095/093	12.0000	48.0000
095/095	12.1667	48.0000
095/097	12.3333	48.0000
095/099	12.5000	48.0000
095/101	12.6667	48.0000
095/103	12.8333	48.0000
095/105	13.0000	48.0000
095/107	13.1667	48.0000
095/109	13.3333	48.0000
095/111	13.5000	48.0000
095/113	13.6667	48.0000
095/115	13.8333	48.0000
095/117	14.0000	48.0000
095/119	14.1667	48.0000
095/121	14.3333	48.0000
095/123	14.5000	48.0000
095/125	14.6667	48.0000
095/129	15.0000	48.0000
095/131	15.1667	48.0000
095/133	15.3333	48.0000
095/139	15.8333	48.0000
095/141	16.0000	48.0000
095/143	16.1667	48.0000
095/145	16.3333	48.0000
095/147	16.5000	48.0000
095/149	16.6667	48.0000
095/151	16.8333	48.0000
095/153	17.0000	48.0000
095/155	17.1667	48.0000
096/031	 6.8333	47.9167
096/033	 7.0000	47.9167
096/035	 7.1667	47.9167
096/037	 7.3333	47.9167
096/039	 7.5000	47.9167
096/041	 7.6667	47.9167
096/043	 7.8333	47.9167
096/045	 8.0000	47.9167
096/047	 8.1667	47.9167
096/049	 8.3333	47.9167
096/051	 8.5000	47.9167
096/053	 8.6667	47.9167
096/055	 8.8333	47.9167
096/057	 9.0000	47.9167
096/059	 9.1667	47.9167
096/061	 9.3333	47.9167
096/063	 9.5000	47.9167
096/065	 9.6667	47.9167
096/067	 9.8333	47.9167
096/069	10.0000	47.9167
096/071	10.1667	47.9167
096/075	10.5000	47.9167
096/077	10.6667	47.9167
096/079	10.8333	47.9167
096/081	11.0000	47.9167
096/083	11.1667	47.9167
096/085	11.3333	47.9167
096/087	11.5000	47.9167
096/089	11.6667	47.9167
096/091	11.8333	47.9167
096/093	12.0000	47.9167
096/095	12.1667	47.9167
096/097	12.3333	47.9167
096/099	12.5000	47.9167
096/101	12.6667	47.9167
096/103	12.8333	47.9167
096/105	13.0000	47.9167
096/107	13.1667	47.9167
096/109	13.3333	47.9167
096/111	13.5000	47.9167
096/113	13.6667	47.9167
096/115	13.8333	47.9167
096/117	14.0000	47.9167
096/119	14.1667	47.9167
096/121	14.3333	47.9167
096/123	14.5000	47.9167
096/125	14.6667	47.9167
096/129	15.0000	47.9167
096/131	15.1667	47.9167
096/135	15.5000	47.9167
096/137	15.6667	47.9167
096/139	15.8333	47.9167
096/141	16.0000	47.9167
096/143	16.1667	47.9167
096/145	16.3333	47.9167
096/147	16.5000	47.9167
096/151	16.8333	47.9167
096/153	17.0000	47.9167
096/155	17.1667	47.9167
097/031	 6.8333	47.8333
097/033	 7.0000	47.8333
097/035	 7.1667	47.8333
097/037	 7.3333	47.8333
097/039	 7.5000	47.8333
097/041	 7.6667	47.8333
097/043	 7.8333	47.8333
097/045	 8.0000	47.8333
097/047	 8.1667	47.8333
097/049	 8.3333	47.8333
097/051	 8.5000	47.8333
097/053	 8.6667	47.8333
097/055	 8.8333	47.8333
097/057	 9.0000	47.8333
097/059	 9.1667	47.8333
097/061	 9.3333	47.8333
097/063	 9.5000	47.8333
097/065	 9.6667	47.8333
097/067	 9.8333	47.8333
097/069	10.0000	47.8333
097/071	10.1667	47.8333
097/073	10.3333	47.8333
097/075	10.5000	47.8333
097/077	10.6667	47.8333
097/079	10.8333	47.8333
097/081	11.0000	47.8333
097/083	11.1667	47.8333
097/085	11.3333	47.8333
097/087	11.5000	47.8333
097/089	11.6667	47.8333
097/091	11.8333	47.8333
097/093	12.0000	47.8333
097/095	12.1667	47.8333
097/097	12.3333	47.8333
097/099	12.5000	47.8333
097/103	12.8333	47.8333
097/105	13.0000	47.8333
097/107	13.1667	47.8333
097/109	13.3333	47.8333
097/113	13.6667	47.8333
097/125	14.6667	47.8333
097/131	15.1667	47.8333
097/133	15.3333	47.8333
097/139	15.8333	47.8333
097/141	16.0000	47.8333
097/143	16.1667	47.8333
097/145	16.3333	47.8333
097/149	16.6667	47.8333
097/153	17.0000	47.8333
098/033	 7.0000	47.7500
098/035	 7.1667	47.7500
098/037	 7.3333	47.7500
098/039	 7.5000	47.7500
098/041	 7.6667	47.7500
098/043	 7.8333	47.7500
098/045	 8.0000	47.7500
098/047	 8.1667	47.7500
098/049	 8.3333	47.7500
098/051	 8.5000	47.7500
098/053	 8.6667	47.7500
098/055	 8.8333	47.7500
098/057	 9.0000	47.7500
098/059	 9.1667	47.7500
098/061	 9.3333	47.7500
098/063	 9.5000	47.7500
098/065	 9.6667	47.7500
098/067	 9.8333	47.7500
098/069	10.0000	47.7500
098/071	10.1667	47.7500
098/073	10.3333	47.7500
098/075	10.5000	47.7500
098/077	10.6667	47.7500
098/079	10.8333	47.7500
098/081	11.0000	47.7500
098/083	11.1667	47.7500
098/085	11.3333	47.7500
098/087	11.5000	47.7500
098/089	11.6667	47.7500
098/091	11.8333	47.7500
098/093	12.0000	47.7500
098/095	12.1667	47.7500
098/097	12.3333	47.7500
098/103	12.8333	47.7500
098/105	13.0000	47.7500
098/107	13.1667	47.7500
098/109	13.3333	47.7500
098/111	13.5000	47.7500
098/119	14.1667	47.7500
098/123	14.5000	47.7500
098/125	14.6667	47.7500
098/127	14.8333	47.7500
098/135	15.5000	47.7500
098/137	15.6667	47.7500
098/139	15.8333	47.7500
098/141	16.0000	47.7500
098/143	16.1667	47.7500
098/145	16.3333	47.7500
098/147	16.5000	47.7500
098/149	16.6667	47.7500
098/151	16.8333	47.7500
099/033	 7.0000	47.6667
099/035	 7.1667	47.6667
099/037	 7.3333	47.6667
099/039	 7.5000	47.6667
099/041	 7.6667	47.6667
099/043	 7.8333	47.6667
099/045	 8.0000	47.6667
099/047	 8.1667	47.6667
099/049	 8.3333	47.6667
099/051	 8.5000	47.6667
099/053	 8.6667	47.6667
099/055	 8.8333	47.6667
099/057	 9.0000	47.6667
099/059	 9.1667	47.6667
099/063	 9.5000	47.6667
099/065	 9.6667	47.6667
099/067	 9.8333	47.6667
099/069	10.0000	47.6667
099/071	10.1667	47.6667
099/073	10.3333	47.6667
099/075	10.5000	47.6667
099/077	10.6667	47.6667
099/081	11.0000	47.6667
099/083	11.1667	47.6667
099/085	11.3333	47.6667
099/089	11.6667	47.6667
099/093	12.0000	47.6667
099/095	12.1667	47.6667
099/099	12.5000	47.6667
099/101	12.6667	47.6667
099/103	12.8333	47.6667
099/105	13.0000	47.6667
099/107	13.1667	47.6667
099/109	13.3333	47.6667
099/111	13.5000	47.6667
099/113	13.6667	47.6667
099/121	14.3333	47.6667
099/123	14.5000	47.6667
099/125	14.6667	47.6667
099/131	15.1667	47.6667
099/137	15.6667	47.6667
099/139	15.8333	47.6667
099/141	16.0000	47.6667
099/143	16.1667	47.6667
099/145	16.3333	47.6667
099/147	16.5000	47.6667
100/033	 7.0000	47.5833
100/035	 7.1667	47.5833
100/037	 7.3333	47.5833
100/039	 7.5000	47.5833
100/041	 7.6667	47.5833
100/043	 7.8333	47.5833
100/045	 8.0000	47.5833
100/049	 8.3333	47.5833
100/051	 8.5000	47.5833
100/053	 8.6667	47.5833
100/055	 8.8333	47.5833
100/057	 9.0000	47.5833
100/059	 9.1667	47.5833
100/061	 9.3333	47.5833
100/065	 9.6667	47.5833
100/067	 9.8333	47.5833
100/069	10.0000	47.5833
100/071	10.1667	47.5833
100/073	10.3333	47.5833
100/075	10.5000	47.5833
100/077	10.6667	47.5833
100/081	11.0000	47.5833
100/083	11.1667	47.5833
100/089	11.6667	47.5833
100/093	12.0000	47.5833
100/095	12.1667	47.5833
100/097	12.3333	47.5833
100/099	12.5000	47.5833
100/101	12.6667	47.5833
100/109	13.3333	47.5833
100/111	13.5000	47.5833
100/113	13.6667	47.5833
100/115	13.8333	47.5833
100/117	14.0000	47.5833
100/119	14.1667	47.5833
100/121	14.3333	47.5833
100/125	14.6667	47.5833
100/127	14.8333	47.5833
100/129	15.0000	47.5833
100/133	15.3333	47.5833
100/135	15.5000	47.5833
100/141	16.0000	47.5833
100/143	16.1667	47.5833
100/145	16.3333	47.5833
101/035	 7.1667	47.5000
101/037	 7.3333	47.5000
101/039	 7.5000	47.5000
101/041	 7.6667	47.5000
101/043	 7.8333	47.5000
101/045	 8.0000	47.5000
101/047	 8.1667	47.5000
101/049	 8.3333	47.5000
101/051	 8.5000	47.5000
101/053	 8.6667	47.5000
101/055	 8.8333	47.5000
101/057	 9.0000	47.5000
101/059	 9.1667	47.5000
101/061	 9.3333	47.5000
101/063	 9.5000	47.5000
101/065	 9.6667	47.5000
101/067	 9.8333	47.5000
101/071	10.1667	47.5000
101/075	10.5000	47.5000
101/077	10.6667	47.5000
101/079	10.8333	47.5000
101/081	11.0000	47.5000
101/091	11.8333	47.5000
101/093	12.0000	47.5000
101/095	12.1667	47.5000
101/097	12.3333	47.5000
101/099	12.5000	47.5000
101/101	12.6667	47.5000
101/103	12.8333	47.5000
101/107	13.1667	47.5000
101/109	13.3333	47.5000
101/113	13.6667	47.5000
101/115	13.8333	47.5000
101/121	14.3333	47.5000
101/125	14.6667	47.5000
101/129	15.0000	47.5000
101/131	15.1667	47.5000
101/133	15.3333	47.5000
101/137	15.6667	47.5000
101/139	15.8333	47.5000
101/141	16.0000	47.5000
101/143	16.1667	47.5000
101/145	16.3333	47.5000
101/147	16.5000	47.5000
102/037	 7.3333	47.4167
102/039	 7.5000	47.4167
102/041	 7.6667	47.4167
102/043	 7.8333	47.4167
102/045	 8.0000	47.4167
102/047	 8.1667	47.4167
102/049	 8.3333	47.4167
102/051	 8.5000	47.4167
102/053	 8.6667	47.4167
102/055	 8.8333	47.4167
102/057	 9.0000	47.4167
102/059	 9.1667	47.4167
102/061	 9.3333	47.4167
102/063	 9.5000	47.4167
102/065	 9.6667	47.4167
102/067	 9.8333	47.4167
102/069	10.0000	47.4167
102/071	10.1667	47.4167
102/073	10.3333	47.4167
102/075	10.5000	47.4167
102/077	10.6667	47.4167
102/079	10.8333	47.4167
102/081	11.0000	47.4167
102/083	11.1667	47.4167
102/089	11.6667	47.4167
102/091	11.8333	47.4167
102/093	12.0000	47.4167
102/095	12.1667	47.4167
102/097	12.3333	47.4167
102/099	12.5000	47.4167
102/103	12.8333	47.4167
102/107	13.1667	47.4167
102/109	13.3333	47.4167
102/113	13.6667	47.4167
102/115	13.8333	47.4167
102/127	14.8333	47.4167
102/129	15.0000	47.4167
102/131	15.1667	47.4167
102/135	15.5000	47.4167
102/137	15.6667	47.4167
102/139	15.8333	47.4167
102/141	16.0000	47.4167
102/143	16.1667	47.4167
102/145	16.3333	47.4167
103/039	 7.5000	47.3333
103/041	 7.6667	47.3333
103/043	 7.8333	47.3333
103/045	 8.0000	47.3333
103/047	 8.1667	47.3333
103/049	 8.3333	47.3333
103/051	 8.5000	47.3333
103/053	 8.6667	47.3333
103/055	 8.8333	47.3333
103/057	 9.0000	47.3333
103/059	 9.1667	47.3333
103/063	 9.5000	47.3333
103/065	 9.6667	47.3333
103/067	 9.8333	47.3333
103/069	10.0000	47.3333
103/071	10.1667	47.3333
103/073	10.3333	47.3333
103/075	10.5000	47.3333
103/077	10.6667	47.3333
103/079	10.8333	47.3333
103/081	11.0000	47.3333
103/083	11.1667	47.3333
103/085	11.3333	47.3333
103/087	11.5000	47.3333
103/089	11.6667	47.3333
103/091	11.8333	47.3333
103/097	12.3333	47.3333
103/099	12.5000	47.3333
103/101	12.6667	47.3333
103/105	13.0000	47.3333
103/107	13.1667	47.3333
103/111	13.5000	47.3333
103/121	14.3333	47.3333
103/125	14.6667	47.3333
103/127	14.8333	47.3333
103/131	15.1667	47.3333
103/133	15.3333	47.3333
103/135	15.5000	47.3333
103/137	15.6667	47.3333
103/139	15.8333	47.3333
103/141	16.0000	47.3333
103/143	16.1667	47.3333
103/145	16.3333	47.3333
104/033	 7.0000	47.2500
104/035	 7.1667	47.2500
104/037	 7.3333	47.2500
104/039	 7.5000	47.2500
104/041	 7.6667	47.2500
104/043	 7.8333	47.2500
104/045	 8.0000	47.2500
104/047	 8.1667	47.2500
104/049	 8.3333	47.2500
104/051	 8.5000	47.2500
104/053	 8.6667	47.2500
104/055	 8.8333	47.2500
104/057	 9.0000	47.2500
104/059	 9.1667	47.2500
104/061	 9.3333	47.2500
104/063	 9.5000	47.2500
104/065	 9.6667	47.2500
104/067	 9.8333	47.2500
104/071	10.1667	47.2500
104/075	10.5000	47.2500
104/077	10.6667	47.2500
104/079	10.8333	47.2500
104/081	11.0000	47.2500
104/083	11.1667	47.2500
104/085	11.3333	47.2500
104/091	11.8333	47.2500
104/095	12.1667	47.2500
104/101	12.6667	47.2500
104/103	12.8333	47.2500
104/107	13.1667	47.2500
104/111	13.5000	47.2500
104/113	13.6667	47.2500
104/119	14.1667	47.2500
104/121	14.3333	47.2500
104/123	14.5000	47.2500
104/125	14.6667	47.2500
104/127	14.8333	47.2500
104/131	15.1667	47.2500
104/133	15.3333	47.2500
104/135	15.5000	47.2500
104/137	15.6667	47.2500
104/139	15.8333	47.2500
104/141	16.0000	47.2500
104/143	16.1667	47.2500
104/145	16.3333	47.2500
105/031	 6.8333	47.1667
105/033	 7.0000	47.1667
105/035	 7.1667	47.1667
105/037	 7.3333	47.1667
105/039	 7.5000	47.1667
105/041	 7.6667	47.1667
105/043	 7.8333	47.1667
105/045	 8.0000	47.1667
105/047	 8.1667	47.1667
105/049	 8.3333	47.1667
105/051	 8.5000	47.1667
105/053	 8.6667	47.1667
105/055	 8.8333	47.1667
105/057	 9.0000	47.1667
105/059	 9.1667	47.1667
105/061	 9.3333	47.1667
105/063	 9.5000	47.1667
105/065	 9.6667	47.1667
105/067	 9.8333	47.1667
105/069	10.0000	47.1667
105/071	10.1667	47.1667
105/073	10.3333	47.1667
105/075	10.5000	47.1667
105/077	10.6667	47.1667
105/079	10.8333	47.1667
105/081	11.0000	47.1667
105/085	11.3333	47.1667
105/087	11.5000	47.1667
105/089	11.6667	47.1667
105/103	12.8333	47.1667
105/105	13.0000	47.1667
105/111	13.5000	47.1667
105/113	13.6667	47.1667
105/115	13.8333	47.1667
105/117	14.0000	47.1667
105/119	14.1667	47.1667
105/121	14.3333	47.1667
105/125	14.6667	47.1667
105/127	14.8333	47.1667
105/131	15.1667	47.1667
105/133	15.3333	47.1667
105/135	15.5000	47.1667
105/137	15.6667	47.1667
105/141	16.0000	47.1667
105/143	16.1667	47.1667
105/145	16.3333	47.1667
106/033	 7.0000	47.0833
106/035	 7.1667	47.0833
106/037	 7.3333	47.0833
106/039	 7.5000	47.0833
106/041	 7.6667	47.0833
106/043	 7.8333	47.0833
106/045	 8.0000	47.0833
106/047	 8.1667	47.0833
106/049	 8.3333	47.0833
106/051	 8.5000	47.0833
106/053	 8.6667	47.0833
106/057	 9.0000	47.0833
106/061	 9.3333	47.0833
106/063	 9.5000	47.0833
106/067	 9.8333	47.0833
106/071	10.1667	47.0833
106/073	10.3333	47.0833
106/075	10.5000	47.0833
106/077	10.6667	47.0833
106/079	10.8333	47.0833
106/081	11.0000	47.0833
106/085	11.3333	47.0833
106/087	11.5000	47.0833
106/093	12.0000	47.0833
106/097	12.3333	47.0833
106/099	12.5000	47.0833
106/103	12.8333	47.0833
106/111	13.5000	47.0833
106/115	13.8333	47.0833
106/121	14.3333	47.0833
106/123	14.5000	47.0833
106/125	14.6667	47.0833
106/129	15.0000	47.0833
106/131	15.1667	47.0833
106/133	15.3333	47.0833
106/135	15.5000	47.0833
106/137	15.6667	47.0833
106/139	15.8333	47.0833
106/141	16.0000	47.0833
106/143	16.1667	47.0833
106/145	16.3333	47.0833
107/033	 7.0000	47.0000
107/035	 7.1667	47.0000
107/037	 7.3333	47.0000
107/039	 7.5000	47.0000
107/041	 7.6667	47.0000
107/043	 7.8333	47.0000
107/045	 8.0000	47.0000
107/047	 8.1667	47.0000
107/049	 8.3333	47.0000
107/051	 8.5000	47.0000
107/053	 8.6667	47.0000
107/057	 9.0000	47.0000
107/059	 9.1667	47.0000
107/063	 9.5000	47.0000
107/065	 9.6667	47.0000
107/071	10.1667	47.0000
107/075	10.5000	47.0000
107/081	11.0000	47.0000
107/085	11.3333	47.0000
107/087	11.5000	47.0000
107/089	11.6667	47.0000
107/091	11.8333	47.0000
107/097	12.3333	47.0000
107/099	12.5000	47.0000
107/103	12.8333	47.0000
107/105	13.0000	47.0000
107/107	13.1667	47.0000
107/111	13.5000	47.0000
107/119	14.1667	47.0000
107/121	14.3333	47.0000
107/123	14.5000	47.0000
107/125	14.6667	47.0000
107/127	14.8333	47.0000
107/129	15.0000	47.0000
107/131	15.1667	47.0000
107/133	15.3333	47.0000
107/135	15.5000	47.0000
107/137	15.6667	47.0000
107/139	15.8333	47.0000
107/141	16.0000	47.0000
107/143	16.1667	47.0000
108/033	 7.0000	46.9167
108/035	 7.1667	46.9167
108/037	 7.3333	46.9167
108/039	 7.5000	46.9167
108/041	 7.6667	46.9167
108/043	 7.8333	46.9167
108/047	 8.1667	46.9167
108/049	 8.3333	46.9167
108/063	 9.5000	46.9167
108/065	 9.6667	46.9167
108/067	 9.8333	46.9167
108/075	10.5000	46.9167
108/079	10.8333	46.9167
108/081	11.0000	46.9167
108/085	11.3333	46.9167
108/087	11.5000	46.9167
108/091	11.8333	46.9167
108/099	12.5000	46.9167
108/101	12.6667	46.9167
108/103	12.8333	46.9167
108/105	13.0000	46.9167
108/109	13.3333	46.9167
108/111	13.5000	46.9167
108/113	13.6667	46.9167
108/117	14.0000	46.9167
108/119	14.1667	46.9167
108/121	14.3333	46.9167
108/123	14.5000	46.9167
108/125	14.6667	46.9167
108/127	14.8333	46.9167
108/129	15.0000	46.9167
108/131	15.1667	46.9167
108/133	15.3333	46.9167
108/135	15.5000	46.9167
108/137	15.6667	46.9167
108/139	15.8333	46.9167
108/141	16.0000	46.9167
109/035	 7.1667	46.8333
109/037	 7.3333	46.8333
109/039	 7.5000	46.8333
109/041	 7.6667	46.8333
109/043	 7.8333	46.8333
109/045	 8.0000	46.8333
109/049	 8.3333	46.8333
109/053	 8.6667	46.8333
109/061	 9.3333	46.8333
109/063	 9.5000	46.8333
109/065	 9.6667	46.8333
109/067	 9.8333	46.8333
109/075	10.5000	46.8333
109/083	11.1667	46.8333
109/087	11.5000	46.8333
109/089	11.6667	46.8333
109/091	11.8333	46.8333
109/093	12.0000	46.8333
109/095	12.1667	46.8333
109/097	12.3333	46.8333
109/099	12.5000	46.8333
109/101	12.6667	46.8333
109/103	12.8333	46.8333
109/107	13.1667	46.8333
109/109	13.3333	46.8333
109/111	13.5000	46.8333
109/113	13.6667	46.8333
109/115	13.8333	46.8333
109/117	14.0000	46.8333
109/119	14.1667	46.8333
109/121	14.3333	46.8333
109/123	14.5000	46.8333
109/125	14.6667	46.8333
109/127	14.8333	46.8333
109/129	15.0000	46.8333
109/131	15.1667	46.8333
109/133	15.3333	46.8333
109/135	15.5000	46.8333
109/137	15.6667	46.8333
109/139	15.8333	46.8333
110/035	 7.1667	46.7500
110/039	 7.5000	46.7500
110/041	 7.6667	46.7500
110/043	 7.8333	46.7500
110/045	 8.0000	46.7500
110/047	 8.1667	46.7500
110/049	 8.3333	46.7500
110/057	 9.0000	46.7500
110/061	 9.3333	46.7500
110/065	 9.6667	46.7500
110/075	10.5000	46.7500
110/079	10.8333	46.7500
110/081	11.0000	46.7500
110/083	11.1667	46.7500
110/087	11.5000	46.7500
110/089	11.6667	46.7500
110/091	11.8333	46.7500
110/093	12.0000	46.7500
110/095	12.1667	46.7500
110/097	12.3333	46.7500
110/099	12.5000	46.7500
110/101	12.6667	46.7500
110/105	13.0000	46.7500
110/107	13.1667	46.7500
110/111	13.5000	46.7500
110/113	13.6667	46.7500
110/115	13.8333	46.7500
110/117	14.0000	46.7500
110/119	14.1667	46.7500
110/121	14.3333	46.7500
110/125	14.6667	46.7500
110/127	14.8333	46.7500
110/129	15.0000	46.7500
110/131	15.1667	46.7500
110/133	15.3333	46.7500
110/135	15.5000	46.7500
110/137	15.6667	46.7500
110/139	15.8333	46.7500
111/035	 7.1667	46.6667
111/037	 7.3333	46.6667
111/039	 7.5000	46.6667
111/041	 7.6667	46.6667
111/043	 7.8333	46.6667
111/045	 8.0000	46.6667
111/059	 9.1667	46.6667
111/073	10.3333	46.6667
111/075	10.5000	46.6667
111/077	10.6667	46.6667
111/079	10.8333	46.6667
111/081	11.0000	46.6667
111/083	11.1667	46.6667
111/087	11.5000	46.6667
111/089	11.6667	46.6667
111/105	13.0000	46.6667
111/107	13.1667	46.6667
111/109	13.3333	46.6667
111/111	13.5000	46.6667
