KDSA	LONG	LAT
057/155	17.1667	51.1667
057/157	17.3333	51.1667
057/159	17.5000	51.1667
057/161	17.6667	51.1667
058/019	 5.8333	51.0833
058/021	 6.0000	51.0833
058/023	 6.1667	51.0833
058/025	 6.3333	51.0833
058/027	 6.5000	51.0833
058/029	 6.6667	51.0833
058/031	 6.8333	51.0833
058/033	 7.0000	51.0833
058/035	 7.1667	51.0833
058/037	 7.3333	51.0833
058/039	 7.5000	51.0833
058/041	 7.6667	51.0833
058/043	 7.8333	51.0833
058/045	 8.0000	51.0833
058/047	 8.1667	51.0833
058/049	 8.3333	51.0833
058/051	 8.5000	51.0833
058/053	 8.6667	51.0833
058/055	 8.8333	51.0833
058/057	 9.0000	51.0833
058/059	 9.1667	51.0833
058/061	 9.3333	51.0833
058/063	 9.5000	51.0833
058/065	 9.6667	51.0833
058/067	 9.8333	51.0833
058/069	10.0000	51.0833
058/071	10.1667	51.0833
058/073	10.3333	51.0833
058/075	10.5000	51.0833
058/077	10.6667	51.0833
058/079	10.8333	51.0833
058/081	11.0000	51.0833
058/083	11.1667	51.0833
058/085	11.3333	51.0833
058/087	11.5000	51.0833
058/089	11.6667	51.0833
058/091	11.8333	51.0833
058/093	12.0000	51.0833
058/095	12.1667	51.0833
058/097	12.3333	51.0833
058/099	12.5000	51.0833
058/101	12.6667	51.0833
058/103	12.8333	51.0833
058/105	13.0000	51.0833
058/107	13.1667	51.0833
058/109	13.3333	51.0833
058/111	13.5000	51.0833
058/113	13.6667	51.0833
058/115	13.8333	51.0833
058/117	14.0000	51.0833
058/119	14.1667	51.0833
058/121	14.3333	51.0833
058/123	14.5000	51.0833
058/125	14.6667	51.0833
058/127	14.8333	51.0833
058/129	15.0000	51.0833
058/131	15.1667	51.0833
058/133	15.3333	51.0833
058/135	15.5000	51.0833
058/137	15.6667	51.0833
058/139	15.8333	51.0833
058/141	16.0000	51.0833
058/143	16.1667	51.0833
058/145	16.3333	51.0833
058/147	16.5000	51.0833
058/149	16.6667	51.0833
058/151	16.8333	51.0833
058/153	17.0000	51.0833
058/155	17.1667	51.0833
058/157	17.3333	51.0833
058/159	17.5000	51.0833
059/019	 5.8333	51.0000
059/021	 6.0000	51.0000
059/023	 6.1667	51.0000
059/025	 6.3333	51.0000
059/027	 6.5000	51.0000
059/029	 6.6667	51.0000
059/031	 6.8333	51.0000
059/033	 7.0000	51.0000
059/035	 7.1667	51.0000
059/037	 7.3333	51.0000
059/039	 7.5000	51.0000
059/041	 7.6667	51.0000
059/043	 7.8333	51.0000
059/045	 8.0000	51.0000
059/047	 8.1667	51.0000
059/049	 8.3333	51.0000
059/051	 8.5000	51.0000
059/053	 8.6667	51.0000
059/055	 8.8333	51.0000
059/057	 9.0000	51.0000
059/059	 9.1667	51.0000
059/061	 9.3333	51.0000
059/063	 9.5000	51.0000
059/065	 9.6667	51.0000
059/067	 9.8333	51.0000
059/069	10.0000	51.0000
059/071	10.1667	51.0000
059/073	10.3333	51.0000
059/075	10.5000	51.0000
059/077	10.6667	51.0000
059/079	10.8333	51.0000
059/081	11.0000	51.0000
059/083	11.1667	51.0000
059/085	11.3333	51.0000
059/087	11.5000	51.0000
059/089	11.6667	51.0000
059/091	11.8333	51.0000
059/093	12.0000	51.0000
059/095	12.1667	51.0000
059/097	12.3333	51.0000
059/099	12.5000	51.0000
059/101	12.6667	51.0000
059/103	12.8333	51.0000
059/105	13.0000	51.0000
059/107	13.1667	51.0000
059/109	13.3333	51.0000
059/111	13.5000	51.0000
059/113	13.6667	51.0000
059/115	13.8333	51.0000
059/117	14.0000	51.0000
059/119	14.1667	51.0000
059/121	14.3333	51.0000
059/123	14.5000	51.0000
059/125	14.6667	51.0000
059/127	14.8333	51.0000
059/129	15.0000	51.0000
059/131	15.1667	51.0000
059/133	15.3333	51.0000
059/135	15.5000	51.0000
059/137	15.6667	51.0000
059/139	15.8333	51.0000
059/141	16.0000	51.0000
059/143	16.1667	51.0000
059/145	16.3333	51.0000
059/147	16.5000	51.0000
059/149	16.6667	51.0000
059/151	16.8333	51.0000
059/153	17.0000	51.0000
059/155	17.1667	51.0000
059/157	17.3333	51.0000
059/159	17.5000	51.0000
059/161	17.6667	51.0000
059/165	18.0000	51.0000
059/169	18.3333	51.0000
060/021	 6.0000	50.9167
060/023	 6.1667	50.9167
060/025	 6.3333	50.9167
060/027	 6.5000	50.9167
060/029	 6.6667	50.9167
060/031	 6.8333	50.9167
060/033	 7.0000	50.9167
060/035	 7.1667	50.9167
060/037	 7.3333	50.9167
060/039	 7.5000	50.9167
060/041	 7.6667	50.9167
060/043	 7.8333	50.9167
060/045	 8.0000	50.9167
060/047	 8.1667	50.9167
060/049	 8.3333	50.9167
060/051	 8.5000	50.9167
060/053	 8.6667	50.9167
060/055	 8.8333	50.9167
060/057	 9.0000	50.9167
060/059	 9.1667	50.9167
060/061	 9.3333	50.9167
060/063	 9.5000	50.9167
060/065	 9.6667	50.9167
060/067	 9.8333	50.9167
060/069	10.0000	50.9167
060/071	10.1667	50.9167
060/073	10.3333	50.9167
060/075	10.5000	50.9167
060/077	10.6667	50.9167
060/079	10.8333	50.9167
060/081	11.0000	50.9167
060/083	11.1667	50.9167
060/085	11.3333	50.9167
060/087	11.5000	50.9167
060/089	11.6667	50.9167
060/091	11.8333	50.9167
060/093	12.0000	50.9167
060/095	12.1667	50.9167
060/097	12.3333	50.9167
060/099	12.5000	50.9167
060/101	12.6667	50.9167
060/103	12.8333	50.9167
060/105	13.0000	50.9167
060/107	13.1667	50.9167
060/109	13.3333	50.9167
060/111	13.5000	50.9167
060/113	13.6667	50.9167
060/115	13.8333	50.9167
060/117	14.0000	50.9167
060/119	14.1667	50.9167
060/121	14.3333	50.9167
060/123	14.5000	50.9167
060/125	14.6667	50.9167
060/127	14.8333	50.9167
060/129	15.0000	50.9167
060/131	15.1667	50.9167
060/135	15.5000	50.9167
060/137	15.6667	50.9167
060/139	15.8333	50.9167
060/141	16.0000	50.9167
060/143	16.1667	50.9167
060/145	16.3333	50.9167
060/147	16.5000	50.9167
060/149	16.6667	50.9167
060/151	16.8333	50.9167
060/153	17.0000	50.9167
060/155	17.1667	50.9167
060/157	17.3333	50.9167
060/159	17.5000	50.9167
060/163	17.8333	50.9167
060/165	18.0000	50.9167
061/021	 6.0000	50.8333
061/023	 6.1667	50.8333
061/025	 6.3333	50.8333
061/027	 6.5000	50.8333
061/029	 6.6667	50.8333
061/031	 6.8333	50.8333
061/033	 7.0000	50.8333
061/035	 7.1667	50.8333
061/037	 7.3333	50.8333
061/039	 7.5000	50.8333
061/041	 7.6667	50.8333
061/043	 7.8333	50.8333
061/045	 8.0000	50.8333
061/047	 8.1667	50.8333
061/049	 8.3333	50.8333
061/051	 8.5000	50.8333
061/053	 8.6667	50.8333
061/055	 8.8333	50.8333
061/057	 9.0000	50.8333
061/059	 9.1667	50.8333
061/061	 9.3333	50.8333
061/063	 9.5000	50.8333
061/065	 9.6667	50.8333
061/067	 9.8333	50.8333
061/069	10.0000	50.8333
061/071	10.1667	50.8333
061/073	10.3333	50.8333
061/075	10.5000	50.8333
061/077	10.6667	50.8333
061/079	10.8333	50.8333
061/081	11.0000	50.8333
061/083	11.1667	50.8333
061/085	11.3333	50.8333
061/087	11.5000	50.8333
061/089	11.6667	50.8333
061/091	11.8333	50.8333
061/093	12.0000	50.8333
061/095	12.1667	50.8333
061/097	12.3333	50.8333
061/099	12.5000	50.8333
061/101	12.6667	50.8333
061/103	12.8333	50.8333
061/105	13.0000	50.8333
061/107	13.1667	50.8333
061/109	13.3333	50.8333
061/111	13.5000	50.8333
061/113	13.6667	50.8333
061/115	13.8333	50.8333
061/117	14.0000	50.8333
061/119	14.1667	50.8333
061/121	14.3333	50.8333
061/123	14.5000	50.8333
061/125	14.6667	50.8333
061/127	14.8333	50.8333
061/129	15.0000	50.8333
061/131	15.1667	50.8333
061/133	15.3333	50.8333
061/137	15.6667	50.8333
061/139	15.8333	50.8333
061/141	16.0000	50.8333
061/143	16.1667	50.8333
061/145	16.3333	50.8333
061/147	16.5000	50.8333
061/149	16.6667	50.8333
061/151	16.8333	50.8333
061/153	17.0000	50.8333
061/155	17.1667	50.8333
061/157	17.3333	50.8333
061/159	17.5000	50.8333
061/161	17.6667	50.8333
061/165	18.0000	50.8333
062/021	 6.0000	50.7500
062/023	 6.1667	50.7500
062/025	 6.3333	50.7500
062/027	 6.5000	50.7500
062/029	 6.6667	50.7500
062/031	 6.8333	50.7500
062/033	 7.0000	50.7500
062/035	 7.1667	50.7500
062/037	 7.3333	50.7500
062/039	 7.5000	50.7500
062/041	 7.6667	50.7500
062/043	 7.8333	50.7500
062/045	 8.0000	50.7500
062/047	 8.1667	50.7500
062/049	 8.3333	50.7500
062/051	 8.5000	50.7500
062/053	 8.6667	50.7500
062/055	 8.8333	50.7500
062/057	 9.0000	50.7500
062/059	 9.1667	50.7500
062/061	 9.3333	50.7500
062/063	 9.5000	50.7500
062/065	 9.6667	50.7500
062/067	 9.8333	50.7500
062/069	10.0000	50.7500
062/071	10.1667	50.7500
062/073	10.3333	50.7500
062/075	10.5000	50.7500
062/077	10.6667	50.7500
062/079	10.8333	50.7500
062/081	11.0000	50.7500
062/083	11.1667	50.7500
062/085	11.3333	50.7500
062/087	11.5000	50.7500
062/089	11.6667	50.7500
062/091	11.8333	50.7500
062/093	12.0000	50.7500
062/095	12.1667	50.7500
062/097	12.3333	50.7500
062/099	12.5000	50.7500
062/101	12.6667	50.7500
062/103	12.8333	50.7500
062/105	13.0000	50.7500
062/107	13.1667	50.7500
062/109	13.3333	50.7500
062/111	13.5000	50.7500
062/113	13.6667	50.7500
062/115	13.8333	50.7500
062/117	14.0000	50.7500
062/119	14.1667	50.7500
062/121	14.3333	50.7500
062/123	14.5000	50.7500
062/125	14.6667	50.7500
062/127	14.8333	50.7500
062/129	15.0000	50.7500
062/131	15.1667	50.7500
062/133	15.3333	50.7500
062/135	15.5000	50.7500
062/137	15.6667	50.7500
062/139	15.8333	50.7500
062/141	16.0000	50.7500
062/143	16.1667	50.7500
062/145	16.3333	50.7500
062/147	16.5000	50.7500
062/149	16.6667	50.7500
062/151	16.8333	50.7500
062/153	17.0000	50.7500
062/155	17.1667	50.7500
062/157	17.3333	50.7500
062/159	17.5000	50.7500
062/161	17.6667	50.7500
063/021	 6.0000	50.6667
063/023	 6.1667	50.6667
063/025	 6.3333	50.6667
063/027	 6.5000	50.6667
063/029	 6.6667	50.6667
063/031	 6.8333	50.6667
063/033	 7.0000	50.6667
063/035	 7.1667	50.6667
063/037	 7.3333	50.6667
063/039	 7.5000	50.6667
063/041	 7.6667	50.6667
063/043	 7.8333	50.6667
063/045	 8.0000	50.6667
063/047	 8.1667	50.6667
063/049	 8.3333	50.6667
063/051	 8.5000	50.6667
063/053	 8.6667	50.6667
063/055	 8.8333	50.6667
063/057	 9.0000	50.6667
063/059	 9.1667	50.6667
063/061	 9.3333	50.6667
063/063	 9.5000	50.6667
063/065	 9.6667	50.6667
063/067	 9.8333	50.6667
063/069	10.0000	50.6667
063/071	10.1667	50.6667
063/073	10.3333	50.6667
063/075	10.5000	50.6667
063/077	10.6667	50.6667
063/079	10.8333	50.6667
063/081	11.0000	50.6667
063/083	11.1667	50.6667
063/085	11.3333	50.6667
063/087	11.5000	50.6667
063/089	11.6667	50.6667
063/091	11.8333	50.6667
063/093	12.0000	50.6667
063/095	12.1667	50.6667
063/097	12.3333	50.6667
063/099	12.5000	50.6667
063/101	12.6667	50.6667
063/103	12.8333	50.6667
063/105	13.0000	50.6667
063/107	13.1667	50.6667
063/109	13.3333	50.6667
063/111	13.5000	50.6667
063/113	13.6667	50.6667
063/115	13.8333	50.6667
063/117	14.0000	50.6667
063/119	14.1667	50.6667
063/121	14.3333	50.6667
063/123	14.5000	50.6667
063/125	14.6667	50.6667
063/127	14.8333	50.6667
063/135	15.5000	50.6667
063/137	15.6667	50.6667
063/139	15.8333	50.6667
063/141	16.0000	50.6667
063/143	16.1667	50.6667
063/145	16.3333	50.6667
063/147	16.5000	50.6667
063/149	16.6667	50.6667
063/151	16.8333	50.6667
063/153	17.0000	50.6667
063/155	17.1667	50.6667
063/157	17.3333	50.6667
063/159	17.5000	50.6667
063/161	17.6667	50.6667
063/163	17.8333	50.6667
063/165	18.0000	50.6667
064/023	 6.1667	50.5833
064/025	 6.3333	50.5833
064/027	 6.5000	50.5833
064/029	 6.6667	50.5833
064/031	 6.8333	50.5833
064/033	 7.0000	50.5833
064/035	 7.1667	50.5833
064/037	 7.3333	50.5833
064/039	 7.5000	50.5833
064/041	 7.6667	50.5833
064/043	 7.8333	50.5833
064/045	 8.0000	50.5833
064/047	 8.1667	50.5833
064/049	 8.3333	50.5833
064/051	 8.5000	50.5833
064/053	 8.6667	50.5833
064/055	 8.8333	50.5833
064/057	 9.0000	50.5833
064/059	 9.1667	50.5833
064/061	 9.3333	50.5833
064/063	 9.5000	50.5833
064/065	 9.6667	50.5833
064/067	 9.8333	50.5833
064/069	10.0000	50.5833
064/071	10.1667	50.5833
064/073	10.3333	50.5833
064/075	10.5000	50.5833
064/077	10.6667	50.5833
064/079	10.8333	50.5833
064/081	11.0000	50.5833
064/083	11.1667	50.5833
064/085	11.3333	50.5833
064/087	11.5000	50.5833
064/089	11.6667	50.5833
064/091	11.8333	50.5833
064/093	12.0000	50.5833
064/095	12.1667	50.5833
064/097	12.3333	50.5833
064/099	12.5000	50.5833
064/101	12.6667	50.5833
064/103	12.8333	50.5833
064/105	13.0000	50.5833
064/107	13.1667	50.5833
064/109	13.3333	50.5833
064/111	13.5000	50.5833
064/113	13.6667	50.5833
064/115	13.8333	50.5833
064/117	14.0000	50.5833
064/119	14.1667	50.5833
064/121	14.3333	50.5833
064/123	14.5000	50.5833
064/125	14.6667	50.5833
064/127	14.8333	50.5833
064/135	15.5000	50.5833
064/137	15.6667	50.5833
064/139	15.8333	50.5833
064/141	16.0000	50.5833
064/143	16.1667	50.5833
064/145	16.3333	50.5833
064/147	16.5000	50.5833
064/149	16.6667	50.5833
064/151	16.8333	50.5833
064/153	17.0000	50.5833
064/155	17.1667	50.5833
064/157	17.3333	50.5833
064/159	17.5000	50.5833
065/021	 6.0000	50.5000
065/023	 6.1667	50.5000
065/025	 6.3333	50.5000
065/027	 6.5000	50.5000
065/029	 6.6667	50.5000
065/031	 6.8333	50.5000
065/033	 7.0000	50.5000
065/035	 7.1667	50.5000
065/037	 7.3333	50.5000
065/039	 7.5000	50.5000
065/041	 7.6667	50.5000
065/043	 7.8333	50.5000
065/045	 8.0000	50.5000
065/047	 8.1667	50.5000
065/049	 8.3333	50.5000
065/051	 8.5000	50.5000
065/053	 8.6667	50.5000
065/055	 8.8333	50.5000
065/057	 9.0000	50.5000
065/059	 9.1667	50.5000
065/061	 9.3333	50.5000
065/063	 9.5000	50.5000
065/065	 9.6667	50.5000
065/067	 9.8333	50.5000
065/069	10.0000	50.5000
065/071	10.1667	50.5000
065/073	10.3333	50.5000
065/075	10.5000	50.5000
065/077	10.6667	50.5000
065/079	10.8333	50.5000
065/081	11.0000	50.5000
065/083	11.1667	50.5000
065/085	11.3333	50.5000
065/087	11.5000	50.5000
065/089	11.6667	50.5000
065/091	11.8333	50.5000
065/093	12.0000	50.5000
065/095	12.1667	50.5000
065/097	12.3333	50.5000
065/101	12.6667	50.5000
065/103	12.8333	50.5000
065/105	13.0000	50.5000
065/107	13.1667	50.5000
065/109	13.3333	50.5000
065/111	13.5000	50.5000
065/113	13.6667	50.5000
065/115	13.8333	50.5000
065/121	14.3333	50.5000
065/123	14.5000	50.5000
065/137	15.6667	50.5000
065/139	15.8333	50.5000
065/143	16.1667	50.5000
065/145	16.3333	50.5000
065/147	16.5000	50.5000
065/149	16.6667	50.5000
065/151	16.8333	50.5000
065/153	17.0000	50.5000
065/155	17.1667	50.5000
065/157	17.3333	50.5000
065/159	17.5000	50.5000
066/021	 6.0000	50.4167
066/023	 6.1667	50.4167
066/025	 6.3333	50.4167
066/027	 6.5000	50.4167
066/029	 6.6667	50.4167
066/031	 6.8333	50.4167
066/033	 7.0000	50.4167
066/035	 7.1667	50.4167
066/037	 7.3333	50.4167
066/039	 7.5000	50.4167
066/041	 7.6667	50.4167
066/043	 7.8333	50.4167
066/045	 8.0000	50.4167
066/047	 8.1667	50.4167
066/049	 8.3333	50.4167
066/051	 8.5000	50.4167
066/053	 8.6667	50.4167
066/055	 8.8333	50.4167
066/057	 9.0000	50.4167
066/059	 9.1667	50.4167
066/061	 9.3333	50.4167
066/063	 9.5000	50.4167
066/065	 9.6667	50.4167
066/067	 9.8333	50.4167
066/069	10.0000	50.4167
066/071	10.1667	50.4167
066/073	10.3333	50.4167
066/075	10.5000	50.4167
066/077	10.6667	50.4167
066/079	10.8333	50.4167
066/081	11.0000	50.4167
066/083	11.1667	50.4167
066/085	11.3333	50.4167
066/087	11.5000	50.4167
066/089	11.6667	50.4167
066/091	11.8333	50.4167
066/093	12.0000	50.4167
066/095	12.1667	50.4167
066/097	12.3333	50.4167
066/099	12.5000	50.4167
066/101	12.6667	50.4167
066/103	12.8333	50.4167
066/105	13.0000	50.4167
066/107	13.1667	50.4167
066/109	13.3333	50.4167
066/111	13.5000	50.4167
066/113	13.6667	50.4167
066/121	14.3333	50.4167
066/139	15.8333	50.4167
066/143	16.1667	50.4167
066/145	16.3333	50.4167
066/147	16.5000	50.4167
066/149	16.6667	50.4167
066/151	16.8333	50.4167
066/153	17.0000	50.4167
066/155	17.1667	50.4167
066/157	17.3333	50.4167
066/159	17.5000	50.4167
066/161	17.6667	50.4167
066/163	17.8333	50.4167
067/021	 6.0000	50.3333
067/023	 6.1667	50.3333
067/025	 6.3333	50.3333
067/027	 6.5000	50.3333
067/029	 6.6667	50.3333
067/031	 6.8333	50.3333
067/033	 7.0000	50.3333
067/035	 7.1667	50.3333
067/037	 7.3333	50.3333
067/039	 7.5000	50.3333
067/041	 7.6667	50.3333
067/043	 7.8333	50.3333
067/045	 8.0000	50.3333
067/047	 8.1667	50.3333
067/049	 8.3333	50.3333
067/051	 8.5000	50.3333
067/053	 8.6667	50.3333
067/055	 8.8333	50.3333
067/057	 9.0000	50.3333
067/059	 9.1667	50.3333
067/061	 9.3333	50.3333
067/063	 9.5000	50.3333
067/065	 9.6667	50.3333
067/067	 9.8333	50.3333
067/069	10.0000	50.3333
067/071	10.1667	50.3333
067/073	10.3333	50.3333
067/075	10.5000	50.3333
067/077	10.6667	50.3333
067/079	10.8333	50.3333
067/081	11.0000	50.3333
067/083	11.1667	50.3333
067/085	11.3333	50.3333
067/087	11.5000	50.3333
067/089	11.6667	50.3333
067/091	11.8333	50.3333
067/093	12.0000	50.3333
067/095	12.1667	50.3333
067/097	12.3333	50.3333
067/099	12.5000	50.3333
067/101	12.6667	50.3333
067/103	12.8333	50.3333
067/105	13.0000	50.3333
067/107	13.1667	50.3333
067/109	13.3333	50.3333
067/111	13.5000	50.3333
067/113	13.6667	50.3333
067/143	16.1667	50.3333
067/145	16.3333	50.3333
067/147	16.5000	50.3333
067/149	16.6667	50.3333
067/151	16.8333	50.3333
067/153	17.0000	50.3333
067/155	17.1667	50.3333
067/157	17.3333	50.3333
067/159	17.5000	50.3333
067/161	17.6667	50.3333
067/163	17.8333	50.3333
067/165	18.0000	50.3333
067/177	19.0000	50.3333
068/021	 6.0000	50.2500
068/023	 6.1667	50.2500
068/025	 6.3333	50.2500
068/027	 6.5000	50.2500
068/029	 6.6667	50.2500
068/031	 6.8333	50.2500
068/033	 7.0000	50.2500
068/035	 7.1667	50.2500
068/037	 7.3333	50.2500
068/039	 7.5000	50.2500
068/041	 7.6667	50.2500
068/043	 7.8333	50.2500
068/045	 8.0000	50.2500
068/047	 8.1667	50.2500
068/049	 8.3333	50.2500
068/051	 8.5000	50.2500
068/053	 8.6667	50.2500
068/055	 8.8333	50.2500
068/057	 9.0000	50.2500
068/059	 9.1667	50.2500
068/061	 9.3333	50.2500
068/063	 9.5000	50.2500
068/065	 9.6667	50.2500
068/067	 9.8333	50.2500
068/069	10.0000	50.2500
068/071	10.1667	50.2500
068/073	10.3333	50.2500
068/075	10.5000	50.2500
068/077	10.6667	50.2500
068/079	10.8333	50.2500
068/081	11.0000	50.2500
068/083	11.1667	50.2500
068/085	11.3333	50.2500
068/087	11.5000	50.2500
068/089	11.6667	50.2500
068/091	11.8333	50.2500
068/093	12.0000	50.2500
068/095	12.1667	50.2500
068/097	12.3333	50.2500
068/099	12.5000	50.2500
068/101	12.6667	50.2500
068/103	12.8333	50.2500
068/105	13.0000	50.2500
068/107	13.1667	50.2500
068/109	13.3333	50.2500
068/111	13.5000	50.2500
068/145	16.3333	50.2500
068/147	16.5000	50.2500
068/149	16.6667	50.2500
068/151	16.8333	50.2500
068/153	17.0000	50.2500
068/155	17.1667	50.2500
068/157	17.3333	50.2500
068/159	17.5000	50.2500
068/161	17.6667	50.2500
068/165	18.0000	50.2500
069/019	 5.8333	50.1667
069/023	 6.1667	50.1667
069/025	 6.3333	50.1667
069/027	 6.5000	50.1667
069/029	 6.6667	50.1667
069/031	 6.8333	50.1667
069/033	 7.0000	50.1667
069/035	 7.1667	50.1667
069/037	 7.3333	50.1667
069/039	 7.5000	50.1667
069/041	 7.6667	50.1667
069/043	 7.8333	50.1667
069/045	 8.0000	50.1667
069/047	 8.1667	50.1667
069/049	 8.3333	50.1667
069/051	 8.5000	50.1667
069/053	 8.6667	50.1667
069/055	 8.8333	50.1667
069/057	 9.0000	50.1667
069/059	 9.1667	50.1667
069/061	 9.3333	50.1667
069/063	 9.5000	50.1667
069/065	 9.6667	50.1667
069/067	 9.8333	50.1667
069/069	10.0000	50.1667
069/071	10.1667	50.1667
069/073	10.3333	50.1667
069/075	10.5000	50.1667
069/077	10.6667	50.1667
069/079	10.8333	50.1667
069/081	11.0000	50.1667
069/083	11.1667	50.1667
069/085	11.3333	50.1667
069/087	11.5000	50.1667
069/089	11.6667	50.1667
069/091	11.8333	50.1667
069/093	12.0000	50.1667
069/095	12.1667	50.1667
069/097	12.3333	50.1667
069/099	12.5000	50.1667
069/101	12.6667	50.1667
069/103	12.8333	50.1667
069/105	13.0000	50.1667
069/107	13.1667	50.1667
069/109	13.3333	50.1667
069/111	13.5000	50.1667
069/147	16.5000	50.1667
069/149	16.6667	50.1667
069/151	16.8333	50.1667
069/153	17.0000	50.1667
069/157	17.3333	50.1667
069/159	17.5000	50.1667
069/161	17.6667	50.1667
069/163	17.8333	50.1667
069/165	18.0000	50.1667
070/019	 5.8333	50.0833
070/023	 6.1667	50.0833
070/025	 6.3333	50.0833
070/027	 6.5000	50.0833
070/029	 6.6667	50.0833
070/031	 6.8333	50.0833
070/033	 7.0000	50.0833
070/035	 7.1667	50.0833
070/037	 7.3333	50.0833
070/039	 7.5000	50.0833
070/041	 7.6667	50.0833
070/043	 7.8333	50.0833
070/045	 8.0000	50.0833
070/047	 8.1667	50.0833
070/049	 8.3333	50.0833
070/051	 8.5000	50.0833
070/053	 8.6667	50.0833
070/055	 8.8333	50.0833
070/057	 9.0000	50.0833
070/059	 9.1667	50.0833
070/061	 9.3333	50.0833
070/063	 9.5000	50.0833
070/065	 9.6667	50.0833
070/067	 9.8333	50.0833
070/069	10.0000	50.0833
070/071	10.1667	50.0833
070/073	10.3333	50.0833
070/075	10.5000	50.0833
070/077	10.6667	50.0833
070/079	10.8333	50.0833
070/081	11.0000	50.0833
070/083	11.1667	50.0833
070/085	11.3333	50.0833
070/087	11.5000	50.0833
070/089	11.6667	50.0833
070/091	11.8333	50.0833
070/093	12.0000	50.0833
070/095	12.1667	50.0833
070/097	12.3333	50.0833
070/099	12.5000	50.0833
070/101	12.6667	50.0833
070/103	12.8333	50.0833
070/105	13.0000	50.0833
070/107	13.1667	50.0833
070/109	13.3333	50.0833
070/111	13.5000	50.0833
070/145	16.3333	50.0833
070/147	16.5000	50.0833
070/149	16.6667	50.0833
070/151	16.8333	50.0833
070/153	17.0000	50.0833
070/155	17.1667	50.0833
070/157	17.3333	50.0833
070/159	17.5000	50.0833
070/161	17.6667	50.0833
070/163	17.8333	50.0833
070/165	18.0000	50.0833
071/017	 5.6667	50.0000
071/019	 5.8333	50.0000
071/021	 6.0000	50.0000
071/023	 6.1667	50.0000
071/025	 6.3333	50.0000
071/027	 6.5000	50.0000
071/029	 6.6667	50.0000
071/031	 6.8333	50.0000
071/033	 7.0000	50.0000
071/035	 7.1667	50.0000
071/037	 7.3333	50.0000
071/039	 7.5000	50.0000
071/041	 7.6667	50.0000
071/043	 7.8333	50.0000
071/045	 8.0000	50.0000
071/047	 8.1667	50.0000
071/049	 8.3333	50.0000
071/051	 8.5000	50.0000
071/053	 8.6667	50.0000
071/055	 8.8333	50.0000
071/057	 9.0000	50.0000
071/059	 9.1667	50.0000
071/063	 9.5000	50.0000
071/065	 9.6667	50.0000
071/067	 9.8333	50.0000
071/069	10.0000	50.0000
071/071	10.1667	50.0000
071/073	10.3333	50.0000
071/075	10.5000	50.0000
071/077	10.6667	50.0000
071/079	10.8333	50.0000
071/081	11.0000	50.0000
071/083	11.1667	50.0000
071/085	11.3333	50.0000
071/087	11.5000	50.0000
071/089	11.6667	50.0000
071/091	11.8333	50.0000
071/093	12.0000	50.0000
071/095	12.1667	50.0000
071/097	12.3333	50.0000
071/099	12.5000	50.0000
071/101	12.6667	50.0000
071/103	12.8333	50.0000
071/105	13.0000	50.0000
071/145	16.3333	50.0000
071/147	16.5000	50.0000
071/149	16.6667	50.0000
071/151	16.8333	50.0000
071/153	17.0000	50.0000
071/155	17.1667	50.0000
071/157	17.3333	50.0000
071/159	17.5000	50.0000
071/161	17.6667	50.0000
071/163	17.8333	50.0000
071/177	19.0000	50.0000
071/179	19.1667	50.0000
072/017	 5.6667	49.9167
072/019	 5.8333	49.9167
072/021	 6.0000	49.9167
072/023	 6.1667	49.9167
072/025	 6.3333	49.9167
072/027	 6.5000	49.9167
072/029	 6.6667	49.9167
072/031	 6.8333	49.9167
072/033	 7.0000	49.9167
072/035	 7.1667	49.9167
072/037	 7.3333	49.9167
072/039	 7.5000	49.9167
072/041	 7.6667	49.9167
072/043	 7.8333	49.9167
072/045	 8.0000	49.9167
072/047	 8.1667	49.9167
072/049	 8.3333	49.9167
072/051	 8.5000	49.9167
072/053	 8.6667	49.9167
072/055	 8.8333	49.9167
072/057	 9.0000	49.9167
072/059	 9.1667	49.9167
072/061	 9.3333	49.9167
072/063	 9.5000	49.9167
072/065	 9.6667	49.9167
072/067	 9.8333	49.9167
072/069	10.0000	49.9167
072/071	10.1667	49.9167
072/073	10.3333	49.9167
072/075	10.5000	49.9167
072/077	10.6667	49.9167
072/079	10.8333	49.9167
072/081	11.0000	49.9167
072/083	11.1667	49.9167
072/085	11.3333	49.9167
072/087	11.5000	49.9167
072/089	11.6667	49.9167
072/091	11.8333	49.9167
072/093	12.0000	49.9167
072/095	12.1667	49.9167
072/097	12.3333	49.9167
072/099	12.5000	49.9167
072/101	12.6667	49.9167
072/103	12.8333	49.9167
072/105	13.0000	49.9167
072/107	13.1667	49.9167
072/145	16.3333	49.9167
072/147	16.5000	49.9167
072/149	16.6667	49.9167
072/151	16.8333	49.9167
072/153	17.0000	49.9167
072/155	17.1667	49.9167
072/157	17.3333	49.9167
072/159	17.5000	49.9167
072/161	17.6667	49.9167
072/177	19.0000	49.9167
072/179	19.1667	49.9167
072/181	19.3333	49.9167
073/017	 5.6667	49.8333
073/019	 5.8333	49.8333
073/021	 6.0000	49.8333
073/023	 6.1667	49.8333
073/025	 6.3333	49.8333
073/027	 6.5000	49.8333
073/029	 6.6667	49.8333
073/031	 6.8333	49.8333
073/033	 7.0000	49.8333
073/035	 7.1667	49.8333
073/037	 7.3333	49.8333
073/039	 7.5000	49.8333
