KDSA	LONG_KDSA	LAT_KDSA	Bogennummer
037/085	11.3333	52.8333	22624
037/087	11.5000	52.8333	22638
037/089	11.6667	52.8333	22640
037/091	11.8333	52.8333	22653
037/093	12.0000	52.8333	22663
037/095	12.1667	52.8333	22670
037/097	12.3333	52.8333	03870
037/099	12.5000	52.8333	03874
037/101	12.6667	52.8333	03880
037/105	13.0000	52.8333	03887
037/107	13.1667	52.8333	03892
037/109	13.3333	52.8333	03900
037/111	13.5000	52.8333	03904
037/113	13.6667	52.8333	03912
037/115	13.8333	52.8333	03914
037/117	14.0000	52.8333	03923
037/119	14.1667	52.8333	03937
037/121	14.3333	52.8333	03944
037/123	14.5000	52.8333	03947
037/125	14.6667	52.8333	03950
037/127	14.8333	52.8333	03953
037/129	15.0000	52.8333	03960
037/131	15.1667	52.8333	03964
037/133	15.3333	52.8333	05290
037/135	15.5000	52.8333	05298
037/137	15.6667	52.8333	05305
037/139	15.8333	52.8333	05309
037/141	16.0000	52.8333	05315
037/145	16.3333	52.8333	05319
037/147	16.5000	52.8333	05322
037/149	16.6667	52.8333	05324
037/151	16.8333	52.8333	05238
037/153	17.0000	52.8333	05334
037/155	17.1667	52.8333	05337
037/157	17.3333	52.8333	05339
037/159	17.5000	52.8333	05340
037/163	17.8333	52.8333	05341
037/171	18.5000	52.8333	05025
038/033	 7.0000	52.7500	20491
038/035	 7.1667	52.7500	20492
038/037	 7.3333	52.7500	20504
038/039	 7.5000	52.7500	20507
038/041	 7.6667	52.7500	20517
038/043	 7.8333	52.7500	20525
038/045	 8.0000	52.7500	20530
038/047	 8.1667	52.7500	20535
038/049	 8.3333	52.7500	20885
038/051	 8.5000	52.7500	20890
038/053	 8.6667	52.7500	20894
038/055	 8.8333	52.7500	20903
038/057	 9.0000	52.7500	20909
038/059	 9.1667	52.7500	20912
038/061	 9.3333	52.7500	20920
038/063	 9.5000	52.7500	20922
038/065	 9.6667	52.7500	20933
038/067	 9.8333	52.7500	20937
038/069	10.0000	52.7500	20941
038/071	10.1667	52.7500	20944
038/073	10.3333	52.7500	22459
038/075	10.5000	52.7500	22467
038/077	10.6667	52.7500	22472
038/079	10.8333	52.7500	22480
038/081	11.0000	52.7500	22492
038/083	11.1667	52.7500	22500
038/085	11.3333	52.7500	22517
038/087	11.5000	52.7500	22531
038/089	11.6667	52.7500	22538
038/091	11.8333	52.7500	22552
038/093	12.0000	52.7500	22560
038/095	12.1667	52.7500	22563
038/097	12.3333	52.7500	03753
038/099	12.5000	52.7500	03758
038/101	12.6667	52.7500	03763
038/103	12.8333	52.7500	03766
038/105	13.0000	52.7500	03775
038/107	13.1667	52.7500	03778
038/109	13.3333	52.7500	03786
038/111	13.5000	52.7500	03790
038/113	13.6667	52.7500	03792
038/115	13.8333	52.7500	03799
038/117	14.0000	52.7500	03812
038/119	14.1667	52.7500	NA
038/121	14.3333	52.7500	03827
038/123	14.5000	52.7500	03832
038/125	14.6667	52.7500	03843
038/127	14.8333	52.7500	03845
038/129	15.0000	52.7500	03855
038/131	15.1667	52.7500	03860
038/133	15.3333	52.7500	05343
038/135	15.5000	52.7500	05350
038/145	16.3333	52.7500	05355
038/147	16.5000	52.7500	05356
038/149	16.6667	52.7500	05362
038/151	16.8333	52.7500	05364
038/153	17.0000	52.7500	05370
038/155	17.1667	52.7500	05371
038/159	17.5000	52.7500	05375
038/161	17.6667	52.7500	05377
038/163	17.8333	52.7500	05378
039/029	 6.6667	52.6667	20441
039/031	 6.8333	52.6667	20444
039/033	 7.0000	52.6667	20448
039/035	 7.1667	52.6667	20454
039/037	 7.3333	52.6667	20462
039/039	 7.5000	52.6667	20463
039/041	 7.6667	52.6667	20471
039/043	 7.8333	52.6667	20473
039/045	 8.0000	52.6667	20480
039/047	 8.1667	52.6667	20490
039/049	 8.3333	52.6667	20948
039/051	 8.5000	52.6667	20956
039/053	 8.6667	52.6667	20963
039/055	 8.8333	52.6667	20967
039/057	 9.0000	52.6667	20970
039/059	 9.1667	52.6667	20979
039/061	 9.3333	52.6667	20981
039/063	 9.5000	52.6667	20995
039/065	 9.6667	52.6667	21000
039/067	 9.8333	52.6667	21003
039/069	10.0000	52.6667	21008
039/071	10.1667	52.6667	21022
039/073	10.3333	52.6667	22369
039/075	10.5000	52.6667	22377
039/077	10.6667	52.6667	22380
039/079	10.8333	52.6667	22388
039/081	11.0000	52.6667	22394
039/083	11.1667	52.6667	22397
039/085	11.3333	52.6667	22407
039/087	11.5000	52.6667	22414
039/089	11.6667	52.6667	22430
039/091	11.8333	52.6667	22436
039/093	12.0000	52.6667	22446
039/095	12.1667	52.6667	22453
039/097	12.3333	52.6667	03622
039/099	12.5000	52.6667	03625
039/101	12.6667	52.6667	03631
039/103	12.8333	52.6667	04314
039/105	13.0000	52.6667	03642
039/107	13.1667	52.6667	03644
039/109	13.3333	52.6667	03658
039/111	13.5000	52.6667	03665
039/113	13.6667	52.6667	03667
039/115	13.8333	52.6667	03680
039/117	14.0000	52.6667	03687
039/119	14.1667	52.6667	03698
039/121	14.3333	52.6667	03699
039/123	14.5000	52.6667	03708
039/125	14.6667	52.6667	03716
039/127	14.8333	52.6667	03721
039/129	15.0000	52.6667	03739
039/131	15.1667	52.6667	03744
039/133	15.3333	52.6667	05209
039/135	15.5000	52.6667	05211
039/137	15.6667	52.6667	05215
039/139	15.8333	52.6667	05218
039/149	16.6667	52.6667	05230
039/151	16.8333	52.6667	05231
039/153	17.0000	52.6667	05236
039/155	17.1667	52.6667	05237
040/029	 6.6667	52.5833	20385
040/031	 6.8333	52.5833	20389
040/033	 7.0000	52.5833	20397
040/035	 7.1667	52.5833	20401
040/037	 7.3333	52.5833	20404
040/039	 7.5000	52.5833	20406
040/041	 7.6667	52.5833	20414
040/043	 7.8333	52.5833	20421
040/045	 8.0000	52.5833	20431
040/047	 8.1667	52.5833	20438
040/049	 8.3333	52.5833	21024
040/051	 8.5000	52.5833	21026a
040/053	 8.6667	52.5833	21030
040/055	 8.8333	52.5833	21031
040/057	 9.0000	52.5833	21041
040/059	 9.1667	52.5833	21045
040/061	 9.3333	52.5833	21050
040/063	 9.5000	52.5833	21059
040/065	 9.6667	52.5833	21066
040/067	 9.8333	52.5833	21071
040/069	10.0000	52.5833	21074
040/071	10.1667	52.5833	21079
040/073	10.3333	52.5833	22283
040/075	10.5000	52.5833	22287
040/077	10.6667	52.5833	22295
040/079	10.8333	52.5833	22299a
040/081	11.0000	52.5833	22305
040/083	11.1667	52.5833	22309
040/085	11.3333	52.5833	22318
040/087	11.5000	52.5833	22326
040/089	11.6667	52.5833	22331
040/091	11.8333	52.5833	22345
040/093	12.0000	52.5833	22356
040/095	12.1667	52.5833	22365
040/097	12.3333	52.5833	04173
040/099	12.5000	52.5833	04176
040/101	12.6667	52.5833	04182
040/103	12.8333	52.5833	04193
040/105	13.0000	52.5833	04200
040/107	13.1667	52.5833	04206
040/109	13.3333	52.5833	04213D
040/111	13.5000	52.5833	04223
040/113	13.6667	52.5833	04228
040/115	13.8333	52.5833	04233
040/119	14.1667	52.5833	04247
040/121	14.3333	52.5833	04254
040/123	14.5000	52.5833	04264
040/125	14.6667	52.5833	04268
040/127	14.8333	52.5833	04272
040/129	15.0000	52.5833	04276
040/131	15.1667	52.5833	04279
040/133	15.3333	52.5833	05241
040/135	15.5000	52.5833	05248
040/137	15.6667	52.5833	05250
040/141	16.0000	52.5833	05263
040/143	16.1667	52.5833	05264
040/149	16.6667	52.5833	05272
040/153	17.0000	52.5833	05277
040/155	17.1667	52.5833	05281
041/031	 6.8333	52.5000	20335
041/033	 7.0000	52.5000	20344
041/035	 7.1667	52.5000	20349
041/037	 7.3333	52.5000	20356
041/039	 7.5000	52.5000	20364
041/041	 7.6667	52.5000	20370
041/043	 7.8333	52.5000	20372
041/045	 8.0000	52.5000	20380
041/047	 8.1667	52.5000	20382
041/049	 8.3333	52.5000	21092
041/051	 8.5000	52.5000	21101
041/053	 8.6667	52.5000	21111
041/055	 8.8333	52.5000	21117
041/057	 9.0000	52.5000	21128
041/059	 9.1667	52.5000	21135
041/061	 9.3333	52.5000	21144
041/063	 9.5000	52.5000	21149
041/065	 9.6667	52.5000	21155
041/067	 9.8333	52.5000	21168
041/069	10.0000	52.5000	21176
041/071	10.1667	52.5000	21179
041/073	10.3333	52.5000	22197
041/075	10.5000	52.5000	22206
041/077	10.6667	52.5000	22216
041/079	10.8333	52.5000	22229
041/081	11.0000	52.5000	22238
041/083	11.1667	52.5000	22245
041/085	11.3333	52.5000	22247
041/087	11.5000	52.5000	22252
041/089	11.6667	52.5000	22253
041/091	11.8333	52.5000	22263
041/093	12.0000	52.5000	22269
041/095	12.1667	52.5000	22276
041/097	12.3333	52.5000	04283
041/099	12.5000	52.5000	04295
041/101	12.6667	52.5000	04303
041/103	12.8333	52.5000	04308
041/105	13.0000	52.5000	04322
041/107	13.1667	52.5000	04329
041/109	13.3333	52.5000	04333
041/111	13.5000	52.5000	04340
041/113	13.6667	52.5000	04342
041/115	13.8333	52.5000	04348
041/117	14.0000	52.5000	04352
041/119	14.1667	52.5000	04362
041/121	14.3333	52.5000	04366
041/123	14.5000	52.5000	04374
041/125	14.6667	52.5000	04383
041/127	14.8333	52.5000	04387
041/129	15.0000	52.5000	04396
041/131	15.1667	52.5000	04401
041/133	15.3333	52.5000	05116
041/135	15.5000	52.5000	05126
041/139	15.8333	52.5000	05132
041/141	16.0000	52.5000	05140
041/145	16.3333	52.5000	05143
041/147	16.5000	52.5000	05128
041/153	17.0000	52.5000	05147
041/155	17.1667	52.5000	05148
041/157	17.3333	52.5000	05160
041/159	17.5000	52.5000	05161
041/161	17.6667	52.5000	05163
042/033	 7.0000	52.4167	20290
042/035	 7.1667	52.4167	20294
042/037	 7.3333	52.4167	20300
042/039	 7.5000	52.4167	20307
042/041	 7.6667	52.4167	20311
042/043	 7.8333	52.4167	20317
042/045	 8.0000	52.4167	20319
042/047	 8.1667	52.4167	20329
042/051	 8.5000	52.4167	21199
042/053	 8.6667	52.4167	21202
042/055	 8.8333	52.4167	21205
042/057	 9.0000	52.4167	21225
042/059	 9.1667	52.4167	21228
042/061	 9.3333	52.4167	21245
042/063	 9.5000	52.4167	21260
042/065	 9.6667	52.4167	21277
042/067	 9.8333	52.4167	21288
042/069	10.0000	52.4167	21295
042/071	10.1667	52.4167	21304
042/073	10.3333	52.4167	22107
042/075	10.5000	52.4167	22113
042/077	10.6667	52.4167	22132
042/079	10.8333	52.4167	22143
042/081	11.0000	52.4167	22151
042/083	11.1667	52.4167	22161
042/085	11.3333	52.4167	22168
042/087	11.5000	52.4167	22171
042/089	11.6667	52.4167	22174
042/091	11.8333	52.4167	22177
042/093	12.0000	52.4167	22191
042/095	12.1667	52.4167	22192
042/097	12.3333	52.4167	04404
042/099	12.5000	52.4167	04415
042/101	12.6667	52.4167	04417
042/103	12.8333	52.4167	04429
042/105	13.0000	52.4167	04432
042/107	13.1667	52.4167	04437
042/109	13.3333	52.4167	04447
042/111	13.5000	52.4167	04453
042/113	13.6667	52.4167	04460
042/115	13.8333	52.4167	04461
042/117	14.0000	52.4167	04470
042/119	14.1667	52.4167	04473
042/121	14.3333	52.4167	04482
042/123	14.5000	52.4167	04485
042/125	14.6667	52.4167	04490
042/127	14.8333	52.4167	04494
042/129	15.0000	52.4167	04502
042/131	15.1667	52.4167	04511
042/133	15.3333	52.4167	05166
042/135	15.5000	52.4167	05174
042/137	15.6667	52.4167	05179
042/139	15.8333	52.4167	05180
042/141	16.0000	52.4167	05185
042/143	16.1667	52.4167	05194
042/145	16.3333	52.4167	05196
042/147	16.5000	52.4167	05198
042/149	16.6667	52.4167	05200
042/151	16.8333	52.4167	05202
042/157	17.3333	52.4167	05205
042/159	17.5000	52.4167	05207
042/161	17.6667	52.4167	05206
043/033	 7.0000	52.3333	20238
043/035	 7.1667	52.3333	20247
043/037	 7.3333	52.3333	20252
043/039	 7.5000	52.3333	20262
043/041	 7.6667	52.3333	20267
043/043	 7.8333	52.3333	20269
043/045	 8.0000	52.3333	20279
043/047	 8.1667	52.3333	20288
043/049	 8.3333	52.3333	21735
043/051	 8.5000	52.3333	21742
043/053	 8.6667	52.3333	21757
043/055	 8.8333	52.3333	21777
043/057	 9.0000	52.3333	21787
043/059	 9.1667	52.3333	21793
043/061	 9.3333	52.3333	21812
043/063	 9.5000	52.3333	21814
043/065	 9.6667	52.3333	21831
043/067	 9.8333	52.3333	21846
043/069	10.0000	52.3333	21857
043/071	10.1667	52.3333	21879
043/073	10.3333	52.3333	21997
043/075	10.5000	52.3333	22020
043/077	10.6667	52.3333	22034
043/079	10.8333	52.3333	22047
043/081	11.0000	52.3333	22050
043/083	11.1667	52.3333	22061
043/085	11.3333	52.3333	22064
043/087	11.5000	52.3333	22070
043/089	11.6667	52.3333	22075
043/091	11.8333	52.3333	22083
043/093	12.0000	52.3333	22089
043/095	12.1667	52.3333	22092
043/097	12.3333	52.3333	04519
043/099	12.5000	52.3333	04522
043/101	12.6667	52.3333	04528
043/103	12.8333	52.3333	00429
043/105	13.0000	52.3333	04539
043/107	13.1667	52.3333	04544
043/109	13.3333	52.3333	04554
043/111	13.5000	52.3333	04557
043/113	13.6667	52.3333	04606
043/115	13.8333	52.3333	04569
043/117	14.0000	52.3333	04575
043/119	14.1667	52.3333	04580
043/121	14.3333	52.3333	04581
043/123	14.5000	52.3333	04588
043/125	14.6667	52.3333	04592
043/127	14.8333	52.3333	04595
043/129	15.0000	52.3333	04599
043/131	15.1667	52.3333	04603
043/133	15.3333	52.3333	05031
043/135	15.5000	52.3333	05033
043/137	15.6667	52.3333	05042
043/141	16.0000	52.3333	05047
043/143	16.1667	52.3333	05053
043/145	16.3333	52.3333	05060
043/151	16.8333	52.3333	05064
043/153	17.0000	52.3333	05068
043/159	17.5000	52.3333	05071
043/161	17.6667	52.3333	05073
044/033	 7.0000	52.2500	20199
044/035	 7.1667	52.2500	20204
044/039	 7.5000	52.2500	20209
044/041	 7.6667	52.2500	20216
044/043	 7.8333	52.2500	20218
044/045	 8.0000	52.2500	20224
044/047	 8.1667	52.2500	20237
044/049	 8.3333	52.2500	21591
044/051	 8.5000	52.2500	21598
044/053	 8.6667	52.2500	21620
044/055	 8.8333	52.2500	21631
044/057	 9.0000	52.2500	21646
044/059	 9.1667	52.2500	21656
044/061	 9.3333	52.2500	21670
044/063	 9.5000	52.2500	21683
044/065	 9.6667	52.2500	21693
044/067	 9.8333	52.2500	21701
044/069	10.0000	52.2500	21713
044/071	10.1667	52.2500	21719
044/073	10.3333	52.2500	21884
044/075	10.5000	52.2500	21907
044/077	10.6667	52.2500	21913
044/079	10.8333	52.2500	21926
044/081	11.0000	52.2500	21943
044/083	11.1667	52.2500	21945
044/085	11.3333	52.2500	21961
044/087	11.5000	52.2500	21965
044/089	11.6667	52.2500	21978
044/091	11.8333	52.2500	21980
044/093	12.0000	52.2500	21986
044/095	12.1667	52.2500	21993
044/097	12.3333	52.2500	04612
044/099	12.5000	52.2500	04622
044/101	12.6667	52.2500	04626
044/103	12.8333	52.2500	04633
044/105	13.0000	52.2500	04640
044/107	13.1667	52.2500	04651
044/109	13.3333	52.2500	04659
044/111	13.5000	52.2500	04667
044/113	13.6667	52.2500	04677
044/115	13.8333	52.2500	04681
044/117	14.0000	52.2500	04686
044/119	14.1667	52.2500	04689
044/121	14.3333	52.2500	04697
044/123	14.5000	52.2500	04704
044/125	14.6667	52.2500	04706
044/127	14.8333	52.2500	04709
044/129	15.0000	52.2500	04716
044/131	15.1667	52.2500	04719
044/133	15.3333	52.2500	05079
044/135	15.5000	52.2500	05081
044/137	15.6667	52.2500	05087
044/141	16.0000	52.2500	05094
044/143	16.1667	52.2500	05099
044/145	16.3333	52.2500	05103
044/149	16.6667	52.2500	05104
044/151	16.8333	52.2500	05108
044/153	17.0000	52.2500	05111
045/033	 7.0000	52.1667	20089
045/035	 7.1667	52.1667	20095
045/037	 7.3333	52.1667	20102
045/039	 7.5000	52.1667	20111
045/041	 7.6667	52.1667	20114
045/043	 7.8333	52.1667	20121
045/045	 8.0000	52.1667	20125
045/047	 8.1667	52.1667	20135
045/049	 8.3333	52.1667	21454
045/051	 8.5000	52.1667	21465
045/053	 8.6667	52.1667	21472
045/055	 8.8333	52.1667	21484
045/057	 9.0000	52.1667	21488
045/059	 9.1667	52.1667	21496
045/061	 9.3333	52.1667	21513
045/063	 9.5000	52.1667	21524
045/065	 9.6667	52.1667	21538
045/067	 9.8333	52.1667	21544
045/069	10.0000	52.1667	21557
045/071	10.1667	52.1667	21574
045/073	10.3333	52.1667	03495
045/075	10.5000	52.1667	03508
045/077	10.6667	52.1667	03530
045/079	10.8333	52.1667	03541
045/081	11.0000	52.1667	03554
045/083	11.1667	52.1667	03560
045/085	11.3333	52.1667	03571
045/087	11.5000	52.1667	03577
045/089	11.6667	52.1667	03594
045/091	11.8333	52.1667	03606
045/093	12.0000	52.1667	03611
045/095	12.1667	52.1667	03616
045/097	12.3333	52.1667	04723
045/099	12.5000	52.1667	04731
045/101	12.6667	52.1667	04734
045/103	12.8333	52.1667	04746
045/105	13.0000	52.1667	04753
045/107	13.1667	52.1667	04757
045/109	13.3333	52.1667	04764
045/111	13.5000	52.1667	04772
045/113	13.6667	52.1667	04775
045/115	13.8333	52.1667	04777
045/117	14.0000	52.1667	04782
045/119	14.1667	52.1667	04794
045/121	14.3333	52.1667	04801
045/123	14.5000	52.1667	04808
045/125	14.6667	52.1667	04816
045/127	14.8333	52.1667	04821
045/129	15.0000	52.1667	04826
045/131	15.1667	52.1667	04832
045/133	15.3333	52.1667	04948
045/135	15.5000	52.1667	04953
045/137	15.6667	52.1667	04964
045/139	15.8333	52.1667	04968
045/141	16.0000	52.1667	04970
045/143	16.1667	52.1667	04976
045/145	16.3333	52.1667	04982
045/155	17.1667	52.1667	04987
046/031	 6.8333	52.0833	20148
046/033	 7.0000	52.0833	20156
046/035	 7.1667	52.0833	20158
046/037	 7.3333	52.0833	20170
046/039	 7.5000	52.0833	20174
046/041	 7.6667	52.0833	20177
046/043	 7.8333	52.0833	20181
046/045	 8.0000	52.0833	20185
046/047	 8.1667	52.0833	20194
046/049	 8.3333	52.0833	21314
046/051	 8.5000	52.0833	21323
046/053	 8.6667	52.0833	21334
046/055	 8.8333	52.0833	21351
046/057	 9.0000	52.0833	21358
046/059	 9.1667	52.0833	21364
046/061	 9.3333	52.0833	21366
046/063	 9.5000	52.0833	21387
046/065	 9.6667	52.0833	21400
046/067	 9.8333	52.0833	21412
046/069	10.0000	52.0833	21439
046/071	10.1667	52.0833	21449
046/073	10.3333	52.0833	03393
046/075	10.5000	52.0833	03405
046/077	10.6667	52.0833	03419
046/079	10.8333	52.0833	03424
046/081	11.0000	52.0833	03432
046/083	11.1667	52.0833	03438
046/085	11.3333	52.0833	03444
046/087	11.5000	52.0833	03452
046/089	11.6667	52.0833	03465
046/091	11.8333	52.0833	03471
046/093	12.0000	52.0833	03478
046/095	12.1667	52.0833	03484
046/097	12.3333	52.0833	04835
046/099	12.5000	52.0833	04845
046/101	12.6667	52.0833	04849
046/103	12.8333	52.0833	04856
046/105	13.0000	52.0833	04861
046/107	13.1667	52.0833	04870
046/109	13.3333	52.0833	04874
046/111	13.5000	52.0833	04881
046/113	13.6667	52.0833	04885
046/115	13.8333	52.0833	04892
046/117	14.0000	52.0833	04900
046/119	14.1667	52.0833	04903
046/121	14.3333	52.0833	04912
046/123	14.5000	52.0833	04919
046/125	14.6667	52.0833	04923
046/127	14.8333	52.0833	04929
046/129	15.0000	52.0833	04936
046/131	15.1667	52.0833	04944
046/133	15.3333	52.0833	04991
046/135	15.5000	52.0833	04997
046/137	15.6667	52.0833	05002
046/139	15.8333	52.0833	05007
046/141	16.0000	52.0833	05012
046/143	16.1667	52.0833	05015
046/155	17.1667	52.0833	05022
047/031	 6.8333	52.0000	23445
047/033	 7.0000	52.0000	23449
047/035	 7.1667	52.0000	23462
047/037	 7.3333	52.0000	23468
047/039	 7.5000	52.0000	23470
047/041	 7.6667	52.0000	23472
047/043	 7.8333	52.0000	23476
047/045	 8.0000	52.0000	23484
047/047	 8.1667	52.0000	23485
047/049	 8.3333	52.0000	25608
047/051	 8.5000	52.0000	25622
047/053	 8.6667	52.0000	25630
047/055	 8.8333	52.0000	25635
047/057	 9.0000	52.0000	25643
047/059	 9.1667	52.0000	25655
047/061	 9.3333	52.0000	25663
047/063	 9.5000	52.0000	25668
047/065	 9.6667	52.0000	25684
047/067	 9.8333	52.0000	25700
047/069	10.0000	52.0000	25707
047/071	10.1667	52.0000	25717
047/073	10.3333	52.0000	06947
047/075	10.5000	52.0000	06958
047/077	10.6667	52.0000	06963
047/079	10.8333	52.0000	06974
047/081	11.0000	52.0000	06978
047/083	11.1667	52.0000	06983
047/085	11.3333	52.0000	06995
047/087	11.5000	52.0000	07000
047/089	11.6667	52.0000	07008
047/091	11.8333	52.0000	07013
047/093	12.0000	52.0000	07024
047/095	12.1667	52.0000	07034
047/097	12.3333	52.0000	07686
047/099	12.5000	52.0000	07689
047/101	12.6667	52.0000	07695
047/103	12.8333	52.0000	07705
047/105	13.0000	52.0000	07713
047/107	13.1667	52.0000	07718
047/109	13.3333	52.0000	07728
047/111	13.5000	52.0000	07730
047/113	13.6667	52.0000	07738
047/115	13.8333	52.0000	07749
047/117	14.0000	52.0000	07753
047/119	14.1667	52.0000	07763
047/123	14.5000	52.0000	09278
047/125	14.6667	52.0000	09280
047/127	14.8333	52.0000	09286
047/129	15.0000	52.0000	09296
047/131	15.1667	52.0000	09304
047/133	15.3333	52.0000	09311
047/135	15.5000	52.0000	09314
047/137	15.6667	52.0000	09326
047/139	15.8333	52.0000	09331
047/141	16.0000	52.0000	09336
047/147	16.5000	52.0000	09961
047/149	16.6667	52.0000	09965
047/151	16.8333	52.0000	09967
047/159	17.5000	52.0000	09972
048/021	 6.0000	51.9167	23491
048/023	 6.1667	51.9167	23494
048/027	 6.5000	51.9167	23499
048/029	 6.6667	51.9167	23504
048/031	 6.8333	51.9167	23507
048/033	 7.0000	51.9167	23512
048/035	 7.1667	51.9167	23514
048/037	 7.3333	51.9167	23522
048/039	 7.5000	51.9167	23530
048/041	 7.6667	51.9167	23534
048/045	 8.0000	51.9167	23538
048/047	 8.1667	51.9167	23540
048/049	 8.3333	51.9167	25502
048/051	 8.5000	51.9167	25506
048/053	 8.6667	51.9167	25514
048/055	 8.8333	51.9167	25519
048/057	 9.0000	51.9167	25523
048/059	 9.1667	51.9167	25541
048/061	 9.3333	51.9167	25549
048/063	 9.5000	51.9167	25557
048/065	 9.6667	51.9167	25567
048/067	 9.8333	51.9167	25588
048/069	10.0000	51.9167	25594
048/071	10.1667	51.9167	25606
048/073	10.3333	51.9167	06873
048/075	10.5000	51.9167	06881
048/077	10.6667	51.9167	06885
048/079	10.8333	51.9167	06894
048/081	11.0000	51.9167	06896
048/083	11.1667	51.9167	06902
048/085	11.3333	51.9167	06908
048/087	11.5000	51.9167	06910
048/089	11.6667	51.9167	06917
048/091	11.8333	51.9167	06926
048/093	12.0000	51.9167	06933
048/095	12.1667	51.9167	06937
048/099	12.5000	51.9167	07614
048/101	12.6667	51.9167	07621
048/103	12.8333	51.9167	07630
048/105	13.0000	51.9167	07632
048/107	13.1667	51.9167	07640
048/109	13.3333	51.9167	07645
048/111	13.5000	51.9167	07760
048/113	13.6667	51.9167	07665
048/115	13.8333	51.9167	07673
048/119	14.1667	51.9167	07684
048/123	14.5000	51.9167	09213
048/125	14.6667	51.9167	09220
048/127	14.8333	51.9167	09225
048/129	15.0000	51.9167	09228
048/131	15.1667	51.9167	09234
048/133	15.3333	51.9167	09240
048/135	15.5000	51.9167	09243
048/137	15.6667	51.9167	09255
048/139	15.8333	51.9167	09258
048/141	16.0000	51.9167	09261
048/143	16.1667	51.9167	09268
048/145	16.3333	51.9167	09980
048/147	16.5000	51.9167	09984
048/153	17.0000	51.9167	09987
048/157	17.3333	51.9167	09991
048/159	17.5000	51.9167	09995
049/019	 5.8333	51.8333	28756
049/021	 6.0000	51.8333	23358
049/023	 6.1667	51.8333	23366
049/025	 6.3333	51.8333	23375
049/027	 6.5000	51.8333	23386
049/029	 6.6667	51.8333	23392
049/031	 6.8333	51.8333	23398
049/033	 7.0000	51.8333	23401
049/035	 7.1667	51.8333	23404
049/037	 7.3333	51.8333	23411
049/039	 7.5000	51.8333	23416
049/041	 7.6667	51.8333	23422
049/043	 7.8333	51.8333	23426
049/045	 8.0000	51.8333	23434
049/047	 8.1667	51.8333	23435
049/049	 8.3333	51.8333	25410
049/051	 8.5000	51.8333	25414
049/053	 8.6667	51.8333	25417
049/055	 8.8333	51.8333	25422
049/057	 9.0000	51.8333	25429
049/059	 9.1667	51.8333	25434
049/061	 9.3333	51.8333	25448
049/063	 9.5000	51.8333	25453
049/065	 9.6667	51.8333	25458
049/067	 9.8333	51.8333	25477
049/069	10.0000	51.8333	25488
049/071	10.1667	51.8333	25495
049/073	10.3333	51.8333	06790
049/077	10.6667	51.8333	06795
049/079	10.8333	51.8333	06804
049/081	11.0000	51.8333	06808
049/083	11.1667	51.8333	06811
049/085	11.3333	51.8333	06818
049/087	11.5000	51.8333	06826
049/089	11.6667	51.8333	06832
049/091	11.8333	51.8333	06843
049/093	12.0000	51.8333	06856
049/095	12.1667	51.8333	06868
049/097	12.3333	51.8333	07528
049/099	12.5000	51.8333	07535
049/101	12.6667	51.8333	07547
049/103	12.8333	51.8333	07558
049/105	13.0000	51.8333	07559
049/107	13.1667	51.8333	07576
049/109	13.3333	51.8333	07577
049/111	13.5000	51.8333	07585
049/113	13.6667	51.8333	07593
049/115	13.8333	51.8333	07602
049/117	14.0000	51.8333	07605
049/119	14.1667	51.8333	07607
049/121	14.3333	51.8333	09137
049/123	14.5000	51.8333	09142
049/125	14.6667	51.8333	09144
049/127	14.8333	51.8333	09153
049/129	15.0000	51.8333	09157
049/131	15.1667	51.8333	09163
049/133	15.3333	51.8333	09177
049/135	15.5000	51.8333	09180
049/137	15.6667	51.8333	09195
049/139	15.8333	51.8333	09197
049/141	16.0000	51.8333	09202
049/143	16.1667	51.8333	09206
049/145	16.3333	51.8333	10001
049/147	16.5000	51.8333	10006
049/151	16.8333	51.8333	10015
050/021	 6.0000	51.7500	23260
050/023	 6.1667	51.7500	23266
050/025	 6.3333	51.7500	23277
050/027	 6.5000	51.7500	23282
050/029	 6.6667	51.7500	23290
050/031	 6.8333	51.7500	23293
050/033	 7.0000	51.7500	23302
050/035	 7.1667	51.7500	23311
050/037	 7.3333	51.7500	23314
050/039	 7.5000	51.7500	23319
050/041	 7.6667	51.7500	23327
050/043	 7.8333	51.7500	23331
050/047	 8.1667	51.7500	23339
050/049	 8.3333	51.7500	25317
050/051	 8.5000	51.7500	25325
050/053	 8.6667	51.7500	25330
050/055	 8.8333	51.7500	25339
050/057	 9.0000	51.7500	25346
050/059	 9.1667	51.7500	25355
050/061	 9.3333	51.7500	25361
050/063	 9.5000	51.7500	25364
050/065	 9.6667	51.7500	25372
050/067	 9.8333	51.7500	25378
050/069	10.0000	51.7500	25395
050/071	10.1667	51.7500	25396
050/073	10.3333	51.7500	06687
050/075	10.5000	51.7500	06689
050/077	10.6667	51.7500	06694
050/079	10.8333	51.7500	06700
050/081	11.0000	51.7500	06706
050/083	11.1667	51.7500	06707
050/085	11.3333	51.7500	06712
050/087	11.5000	51.7500	06725
050/089	11.6667	51.7500	06743
050/091	11.8333	51.7500	06750
050/093	12.0000	51.7500	06762
050/095	12.1667	51.7500	06782
050/097	12.3333	51.7500	07450
050/099	12.5000	51.7500	07452
050/101	12.6667	51.7500	07457
050/103	12.8333	51.7500	07467
050/105	13.0000	51.7500	07472
050/107	13.1667	51.7500	07482
050/109	13.3333	51.7500	07484
