KDSA	LONG_KDSA	LAT_KDSA	Bogennummer
025/135	15.5000	53.8333	00136
025/137	15.6667	53.8333	00137
025/139	15.8333	53.8333	00146
025/141	16.0000	53.8333	00156
025/143	16.1667	53.8333	00165
025/145	16.3333	53.8333	00169
025/147	16.5000	53.8333	00174
025/149	16.6667	53.8333	00181
025/151	16.8333	53.8333	00185
025/153	17.0000	53.8333	00186
025/155	17.1667	53.8333	00191
025/157	17.3333	53.8333	00193
025/159	17.5000	53.8333	00199
025/177	19.0000	53.8333	00208
025/179	19.1667	53.8333	00212
025/181	19.3333	53.8333	02943
025/183	19.5000	53.8333	02945
025/185	19.6667	53.8333	02950
025/187	19.8333	53.8333	02956
025/189	20.0000	53.8333	02961
025/191	20.1667	53.8333	02970
026/031	 6.8333	53.7500	48281
026/033	 7.0000	53.7500	48282
026/037	 7.3333	53.7500	48283
026/041	 7.6667	53.7500	48291
026/043	 7.8333	53.7500	48294
026/045	 8.0000	53.7500	48300
026/051	 8.5000	53.7500	48305
026/053	 8.6667	53.7500	48311
026/055	 8.8333	53.7500	48316
026/057	 9.0000	53.7500	48329
026/059	 9.1667	53.7500	48330
026/061	 9.3333	53.7500	49144
026/063	 9.5000	53.7500	49158
026/065	 9.6667	53.7500	49174
026/067	 9.8333	53.7500	49177
026/069	10.0000	53.7500	49181
026/071	10.1667	53.7500	49190
026/073	10.3333	53.7500	49205
026/075	10.5000	53.7500	49207
026/077	10.6667	53.7500	49222
026/079	10.8333	53.7500	49228
026/081	11.0000	53.7500	49242
026/083	11.1667	53.7500	49244
026/085	11.3333	53.7500	49260
026/087	11.5000	53.7500	49261
026/089	11.6667	53.7500	49271
026/091	11.8333	53.7500	49280
026/093	12.0000	53.7500	49297
026/095	12.1667	53.7500	49303
026/097	12.3333	53.7500	50388
026/099	12.5000	53.7500	50391
026/101	12.6667	53.7500	50399
026/103	12.8333	53.7500	50409
026/105	13.0000	53.7500	50414
026/107	13.1667	53.7500	50428
026/109	13.3333	53.7500	50436
026/111	13.5000	53.7500	50446
026/113	13.6667	53.7500	50453
026/115	13.8333	53.7500	50464
026/117	14.0000	53.7500	50467
026/119	14.1667	53.7500	50476
026/123	14.5000	53.7500	50485
026/125	14.6667	53.7500	50489
026/127	14.8333	53.7500	50493
026/129	15.0000	53.7500	50497
026/131	15.1667	53.7500	50508
026/133	15.3333	53.7500	00007
026/135	15.5000	53.7500	00011
026/137	15.6667	53.7500	00022
026/139	15.8333	53.7500	00032
026/141	16.0000	53.7500	00039
026/143	16.1667	53.7500	00049
026/145	16.3333	53.7500	00057
026/147	16.5000	53.7500	00064
026/153	17.0000	53.7500	00073
026/155	17.1667	53.7500	00076
026/157	17.3333	53.7500	00078
026/159	17.5000	53.7500	00086
026/161	17.6667	53.7500	00093
026/165	18.0000	53.7500	00094
026/173	18.6667	53.7500	00098
026/175	18.8333	53.7500	00112
026/177	19.0000	53.7500	00115
026/179	19.1667	53.7500	00100
026/181	19.3333	53.7500	02977
026/183	19.5000	53.7500	02985
026/185	19.6667	53.7500	02987
026/187	19.8333	53.7500	02988
026/189	20.0000	53.7500	02989
027/027	 6.5000	53.6667	48341
027/035	 7.1667	53.6667	48346
027/037	 7.3333	53.6667	48358
027/039	 7.5000	53.6667	48366
027/041	 7.6667	53.6667	48376
027/043	 7.8333	53.6667	48379
027/045	 8.0000	53.6667	48390
027/047	 8.1667	53.6667	48392
027/051	 8.5000	53.6667	48396
027/053	 8.6667	53.6667	48400
027/055	 8.8333	53.6667	48409
027/057	 9.0000	53.6667	48414
027/059	 9.1667	53.6667	48422
027/061	 9.3333	53.6667	50234
027/063	 9.5000	53.6667	50253
027/065	 9.6667	53.6667	50260
027/067	 9.8333	53.6667	50269
027/069	10.0000	53.6667	50282
027/071	10.1667	53.6667	50294
027/073	10.3333	53.6667	50301
027/075	10.5000	53.6667	50315
027/077	10.6667	53.6667	50320
027/079	10.8333	53.6667	50325
027/081	11.0000	53.6667	50329
027/083	11.1667	53.6667	50338
027/085	11.3333	53.6667	50345
027/087	11.5000	53.6667	50355
027/089	11.6667	53.6667	50359
027/091	11.8333	53.6667	50366
027/093	12.0000	53.6667	50376
027/095	12.1667	53.6667	50382
027/099	12.5000	53.6667	51023
027/101	12.6667	53.6667	51031
027/103	12.8333	53.6667	51037
027/105	13.0000	53.6667	51046
027/107	13.1667	53.6667	51062
027/109	13.3333	53.6667	51071
027/111	13.5000	53.6667	51081
027/113	13.6667	53.6667	51085
027/115	13.8333	53.6667	51090
027/117	14.0000	53.6667	51096
027/119	14.1667	53.6667	51100
027/123	14.5000	53.6667	51105
027/125	14.6667	53.6667	51113
027/127	14.8333	53.6667	51119
027/129	15.0000	53.6667	51126
027/131	15.1667	53.6667	51134
027/135	15.5000	53.6667	01406
027/137	15.6667	53.6667	01413
027/139	15.8333	53.6667	01422
027/141	16.0000	53.6667	01431
027/143	16.1667	53.6667	01434
027/145	16.3333	53.6667	01440
027/147	16.5000	53.6667	01447
027/149	16.6667	53.6667	01456
027/151	16.8333	53.6667	01464
027/153	17.0000	53.6667	01468
027/155	17.1667	53.6667	01470
027/157	17.3333	53.6667	01475
027/159	17.5000	53.6667	01488
027/161	17.6667	53.6667	01493
027/167	18.1667	53.6667	01500
027/171	18.5000	53.6667	01501
027/173	18.6667	53.6667	01506
027/175	18.8333	53.6667	01515
027/177	19.0000	53.6667	01520
027/179	19.1667	53.6667	01529
027/181	19.3333	53.6667	02904
027/183	19.5000	53.6667	02914
027/185	19.6667	53.6667	02916
028/033	 7.0000	53.5833	48437
028/035	 7.1667	53.5833	48442
028/037	 7.3333	53.5833	48445
028/039	 7.5000	53.5833	48451
028/041	 7.6667	53.5833	48454
028/043	 7.8333	53.5833	48463
028/045	 8.0000	53.5833	48471
028/047	 8.1667	53.5833	48476
028/049	 8.3333	53.5833	48485
028/051	 8.5000	53.5833	48487
028/053	 8.6667	53.5833	48496
028/055	 8.8333	53.5833	48498
028/057	 9.0000	53.5833	48505
028/059	 9.1667	53.5833	48513
028/061	 9.3333	53.5833	50074
028/063	 9.5000	53.5833	50080
028/065	 9.6667	53.5833	50097
028/067	 9.8333	53.5833	50108
028/069	10.0000	53.5833	50125
028/071	10.1667	53.5833	50132
028/073	10.3333	53.5833	50142
028/075	10.5000	53.5833	50149
028/077	10.6667	53.5833	50153
028/079	10.8333	53.5833	50162
028/081	11.0000	53.5833	50170
028/083	11.1667	53.5833	50183
028/085	11.3333	53.5833	50189
028/087	11.5000	53.5833	50200
028/089	11.6667	53.5833	50205
028/091	11.8333	53.5833	50213
028/093	12.0000	53.5833	50218
028/095	12.1667	53.5833	50225
028/097	12.3333	53.5833	51417
028/099	12.5000	53.5833	51425
028/103	12.8333	53.5833	51430
028/105	13.0000	53.5833	51442
028/107	13.1667	53.5833	51452
028/109	13.3333	53.5833	51455
028/111	13.5000	53.5833	51461
028/113	13.6667	53.5833	51475
028/115	13.8333	53.5833	51483
028/117	14.0000	53.5833	51489
028/119	14.1667	53.5833	51496
028/121	14.3333	53.5833	51501
028/123	14.5000	53.5833	51503
028/125	14.6667	53.5833	51513
028/127	14.8333	53.5833	51516
028/129	15.0000	53.5833	51524
028/131	15.1667	53.5833	51533
028/133	15.3333	53.5833	00826
028/135	15.5000	53.5833	00841
028/137	15.6667	53.5833	00843
028/139	15.8333	53.5833	00848
028/141	16.0000	53.5833	00853
028/143	16.1667	53.5833	00858
028/145	16.3333	53.5833	00860
028/147	16.5000	53.5833	00865
028/151	16.8333	53.5833	00871
028/153	17.0000	53.5833	00876
028/155	17.1667	53.5833	00880
028/157	17.3333	53.5833	00884
028/159	17.5000	53.5833	00887
028/161	17.6667	53.5833	00893
028/165	18.0000	53.5833	00899
028/169	18.3333	53.5833	00903
028/171	18.5000	53.5833	00908
028/173	18.6667	53.5833	00916
028/175	18.8333	53.5833	00919
028/177	19.0000	53.5833	00924
028/179	19.1667	53.5833	00931
028/181	19.3333	53.5833	02920
028/183	19.5000	53.5833	02922
028/185	19.6667	53.5833	02923
029/033	 7.0000	53.5000	47637
029/035	 7.1667	53.5000	47647
029/037	 7.3333	53.5000	47662
029/039	 7.5000	53.5000	47664
029/043	 7.8333	53.5000	47674
029/045	 8.0000	53.5000	47680
029/047	 8.1667	53.5000	47686
029/049	 8.3333	53.5000	47697
029/051	 8.5000	53.5000	47699
029/053	 8.6667	53.5000	47712
029/055	 8.8333	53.5000	47717
029/057	 9.0000	53.5000	47724
029/059	 9.1667	53.5000	47729
029/061	 9.3333	53.5000	49937
029/065	 9.6667	53.5000	49956
029/067	 9.8333	53.5000	49963
029/069	10.0000	53.5000	49980
029/071	10.1667	53.5000	49986
029/073	10.3333	53.5000	50000
029/075	10.5000	53.5000	50004
029/077	10.6667	53.5000	50010
029/079	10.8333	53.5000	50013
029/081	11.0000	53.5000	50017
029/083	11.1667	53.5000	50026
029/085	11.3333	53.5000	50030
029/087	11.5000	53.5000	50040
029/089	11.6667	53.5000	50047
029/091	11.8333	53.5000	50055
029/093	12.0000	53.5000	50062
029/095	12.1667	53.5000	50069
029/097	12.3333	53.5000	51536
029/099	12.5000	53.5000	51545
029/101	12.6667	53.5000	51550
029/103	12.8333	53.5000	51557
029/105	13.0000	53.5000	51563
029/107	13.1667	53.5000	51567
029/109	13.3333	53.5000	51574
029/111	13.5000	53.5000	51582
029/113	13.6667	53.5000	51590
029/115	13.8333	53.5000	51599
029/117	14.0000	53.5000	51604
029/119	14.1667	53.5000	51617
029/121	14.3333	53.5000	51622
029/123	14.5000	53.5000	51633
029/125	14.6667	53.5000	51639
029/127	14.8333	53.5000	51641
029/129	15.0000	53.5000	51653
029/131	15.1667	53.5000	51658
029/133	15.3333	53.5000	01274
029/135	15.5000	53.5000	01278
029/137	15.6667	53.5000	01282
029/139	15.8333	53.5000	01293
029/141	16.0000	53.5000	01297
029/143	16.1667	53.5000	01301
029/145	16.3333	53.5000	01303
029/147	16.5000	53.5000	01305
029/149	16.6667	53.5000	01311
029/151	16.8333	53.5000	01315
029/153	17.0000	53.5000	01320
029/155	17.1667	53.5000	01321
029/157	17.3333	53.5000	01329
029/159	17.5000	53.5000	01333
029/161	17.6667	53.5000	01340
029/163	17.8333	53.5000	01345
029/165	18.0000	53.5000	01346
029/167	18.1667	53.5000	01350
029/169	18.3333	53.5000	01356
029/171	18.5000	53.5000	01362
029/173	18.6667	53.5000	01380
029/175	18.8333	53.5000	01387
029/177	19.0000	53.5000	01392
029/181	19.3333	53.5000	02927
030/033	 7.0000	53.4167	47526
030/035	 7.1667	53.4167	47532
030/037	 7.3333	53.4167	47544
030/039	 7.5000	53.4167	47550
030/041	 7.6667	53.4167	47557
030/043	 7.8333	53.4167	47562
030/045	 8.0000	53.4167	47565
030/047	 8.1667	53.4167	47578
030/049	 8.3333	53.4167	47585
030/051	 8.5000	53.4167	47596
030/053	 8.6667	53.4167	47606
030/055	 8.8333	53.4167	47616
030/057	 9.0000	53.4167	47621
030/059	 9.1667	53.4167	47629
030/061	 9.3333	53.4167	49814
030/065	 9.6667	53.4167	49825
030/067	 9.8333	53.4167	49829
030/071	10.1667	53.4167	49843
030/073	10.3333	53.4167	49853
030/075	10.5000	53.4167	49862
030/077	10.6667	53.4167	49871
030/079	10.8333	53.4167	49877
030/081	11.0000	53.4167	49879
030/083	11.1667	53.4167	49890
030/085	11.3333	53.4167	49894
030/087	11.5000	53.4167	49896
030/089	11.6667	53.4167	49906
030/091	11.8333	53.4167	49915
030/093	12.0000	53.4167	49921
030/095	12.1667	53.4167	49929
030/097	12.3333	53.4167	51667
030/099	12.5000	53.4167	51670
030/101	12.6667	53.4167	51676
030/103	12.8333	53.4167	51680
030/105	13.0000	53.4167	51686
030/107	13.1667	53.4167	51692
030/109	13.3333	53.4167	51704
030/111	13.5000	53.4167	51712
030/113	13.6667	53.4167	51718
030/115	13.8333	53.4167	51730
030/117	14.0000	53.4167	51738
030/119	14.1667	53.4167	51747
030/121	14.3333	53.4167	51758
030/123	14.5000	53.4167	51765
030/125	14.6667	53.4167	51774
030/127	14.8333	53.4167	51784
030/129	15.0000	53.4167	51789
030/131	15.1667	53.4167	51792
030/133	15.3333	53.4167	00718
030/135	15.5000	53.4167	00722
030/137	15.6667	53.4167	00729
030/139	15.8333	53.4167	00731
030/141	16.0000	53.4167	00736
030/143	16.1667	53.4167	00741
030/145	16.3333	53.4167	00744
030/147	16.5000	53.4167	00748
030/149	16.6667	53.4167	00749
030/151	16.8333	53.4167	00753
030/153	17.0000	53.4167	00756
030/155	17.1667	53.4167	00761
030/157	17.3333	53.4167	00765
030/159	17.5000	53.4167	00774
030/161	17.6667	53.4167	00777
030/163	17.8333	53.4167	00779
030/165	18.0000	53.4167	00780
030/167	18.1667	53.4167	00786
030/169	18.3333	53.4167	00789
030/171	18.5000	53.4167	00799
030/173	18.6667	53.4167	00806
030/175	18.8333	53.4167	00812
030/177	19.0000	53.4167	00815
030/179	19.1667	53.4167	00822
030/181	19.3333	53.4167	02930
030/183	19.5000	53.4167	02933
031/035	 7.1667	53.3333	47432
031/037	 7.3333	53.3333	47443
031/039	 7.5000	53.3333	47451
031/041	 7.6667	53.3333	47456
031/043	 7.8333	53.3333	47459
031/045	 8.0000	53.3333	47465
031/047	 8.1667	53.3333	47471
031/049	 8.3333	53.3333	47475
031/051	 8.5000	53.3333	47485
031/053	 8.6667	53.3333	47495
031/055	 8.8333	53.3333	47502
031/057	 9.0000	53.3333	47515
031/059	 9.1667	53.3333	47520
031/061	 9.3333	53.3333	49685
031/063	 9.5000	53.3333	49689
031/065	 9.6667	53.3333	49696
031/067	 9.8333	53.3333	49699
031/069	10.0000	53.3333	49708
031/071	10.1667	53.3333	49711
031/073	10.3333	53.3333	49719
031/075	10.5000	53.3333	49723
031/077	10.6667	53.3333	49730
031/079	10.8333	53.3333	49743
031/081	11.0000	53.3333	49747
031/083	11.1667	53.3333	49759
031/085	11.3333	53.3333	49768
031/087	11.5000	53.3333	49777
031/089	11.6667	53.3333	49783
031/091	11.8333	53.3333	49791
031/093	12.0000	53.3333	49798
031/095	12.1667	53.3333	49802
031/097	12.3333	53.3333	51806
031/099	12.5000	53.3333	51808
031/101	12.6667	53.3333	51816
031/103	12.8333	53.3333	51824
031/105	13.0000	53.3333	51828
031/107	13.1667	53.3333	51835
031/109	13.3333	53.3333	51841
031/111	13.5000	53.3333	51848
031/113	13.6667	53.3333	51858
031/115	13.8333	53.3333	51863
031/117	14.0000	53.3333	51874
031/119	14.1667	53.3333	51883
031/121	14.3333	53.3333	51884
031/123	14.5000	53.3333	51904
031/125	14.6667	53.3333	51905
031/127	14.8333	53.3333	51912
031/129	15.0000	53.3333	51927
031/131	15.1667	53.3333	51934
031/133	15.3333	53.3333	01171
031/135	15.5000	53.3333	01181
031/137	15.6667	53.3333	01185
031/139	15.8333	53.3333	01191
031/141	16.0000	53.3333	01194
031/143	16.1667	53.3333	01201
031/145	16.3333	53.3333	01205
031/147	16.5000	53.3333	01209
031/149	16.6667	53.3333	01210
031/151	16.8333	53.3333	01215
031/153	17.0000	53.3333	01218
031/155	17.1667	53.3333	01220
031/157	17.3333	53.3333	01227
031/159	17.5000	53.3333	01229
031/161	17.6667	53.3333	01231
031/163	17.8333	53.3333	01234
031/167	18.1667	53.3333	01243
031/169	18.3333	53.3333	01246
031/171	18.5000	53.3333	01250
031/173	18.6667	53.3333	01252
031/175	18.8333	53.3333	01255
031/177	19.0000	53.3333	01262
031/179	19.1667	53.3333	01265
032/035	 7.1667	53.2500	47308
032/037	 7.3333	53.2500	47316
032/039	 7.5000	53.2500	47322
032/041	 7.6667	53.2500	47333
032/043	 7.8333	53.2500	47340
032/045	 8.0000	53.2500	47346
032/047	 8.1667	53.2500	47350
032/049	 8.3333	53.2500	47366
032/051	 8.5000	53.2500	47368
032/053	 8.6667	53.2500	47388
032/055	 8.8333	53.2500	47414
032/057	 9.0000	53.2500	47417
032/059	 9.1667	53.2500	47426
032/061	 9.3333	53.2500	49559
032/065	 9.6667	53.2500	49569
032/069	10.0000	53.2500	49578
032/071	10.1667	53.2500	49588
032/073	10.3333	53.2500	49593
032/075	10.5000	53.2500	49602
032/077	10.6667	53.2500	49604
032/079	10.8333	53.2500	49614
032/081	11.0000	53.2500	49618
032/083	11.1667	53.2500	49629
032/085	11.3333	53.2500	49639
032/087	11.5000	53.2500	49646
032/089	11.6667	53.2500	49658
032/091	11.8333	53.2500	49663
032/093	12.0000	53.2500	49672
032/095	12.1667	53.2500	49672
032/097	12.3333	53.2500	51942
032/099	12.5000	53.2500	51952
032/101	12.6667	53.2500	51955
032/103	12.8333	53.2500	51966
032/105	13.0000	53.2500	51968
032/107	13.1667	53.2500	51970
032/111	13.5000	53.2500	51980
032/113	13.6667	53.2500	51986
032/115	13.8333	53.2500	51993
032/117	14.0000	53.2500	52006
032/119	14.1667	53.2500	52011
032/121	14.3333	53.2500	52017
032/123	14.5000	53.2500	52020
032/125	14.6667	53.2500	52029
032/127	14.8333	53.2500	52042
032/129	15.0000	53.2500	52050
032/131	15.1667	53.2500	52059
032/133	15.3333	53.2500	01084
032/135	15.5000	53.2500	01089
032/139	15.8333	53.2500	01099
032/141	16.0000	53.2500	01100
032/143	16.1667	53.2500	01107
032/145	16.3333	53.2500	01112
032/147	16.5000	53.2500	01113
032/149	16.6667	53.2500	01119
032/151	16.8333	53.2500	01124
032/153	17.0000	53.2500	01127
032/157	17.3333	53.2500	01133
032/159	17.5000	53.2500	01136
032/161	17.6667	53.2500	01142
032/163	17.8333	53.2500	01144
032/167	18.1667	53.2500	01149
032/169	18.3333	53.2500	01155
032/171	18.5000	53.2500	01158
032/173	18.6667	53.2500	01160
032/175	18.8333	53.2500	01164
032/177	19.0000	53.2500	01167
032/179	19.1667	53.2500	01169
032/181	19.3333	53.2500	02936
032/183	19.5000	53.2500	02939
033/035	 7.1667	53.1667	47196
033/037	 7.3333	53.1667	47199
033/039	 7.5000	53.1667	47211
033/041	 7.6667	53.1667	47221
033/043	 7.8333	53.1667	47225
033/045	 8.0000	53.1667	47229
033/047	 8.1667	53.1667	47230
033/049	 8.3333	53.1667	47248
033/051	 8.5000	53.1667	47253
033/053	 8.6667	53.1667	47267
033/055	 8.8333	53.1667	47284
033/057	 9.0000	53.1667	47291
033/059	 9.1667	53.1667	47300
033/061	 9.3333	53.1667	49437
033/063	 9.5000	53.1667	49440
033/065	 9.6667	53.1667	49448
033/067	 9.8333	53.1667	49452
033/069	10.0000	53.1667	49454
033/071	10.1667	53.1667	49459
033/073	10.3333	53.1667	49465
033/075	10.5000	53.1667	49476
033/077	10.6667	53.1667	49484
033/079	10.8333	53.1667	49488
033/081	11.0000	53.1667	49490
033/083	11.1667	53.1667	49504
033/085	11.3333	53.1667	49508
033/087	11.5000	53.1667	49516
033/089	11.6667	53.1667	49523
033/091	11.8333	53.1667	49536
033/093	12.0000	53.1667	49543
033/095	12.1667	53.1667	49551
033/097	12.3333	53.1667	52064
033/099	12.5000	53.1667	52067
033/101	12.6667	53.1667	52070
033/103	12.8333	53.1667	52075
033/105	13.0000	53.1667	52079
033/107	13.1667	53.1667	52082
033/109	13.3333	53.1667	52088
033/111	13.5000	53.1667	52097
033/113	13.6667	53.1667	52100
033/115	13.8333	53.1667	52107
033/117	14.0000	53.1667	52115
033/119	14.1667	53.1667	52121
033/121	14.3333	53.1667	52125
033/123	14.5000	53.1667	52137
033/125	14.6667	53.1667	52121
033/127	14.8333	53.1667	52151
033/129	15.0000	53.1667	52158
033/131	15.1667	53.1667	52168
033/133	15.3333	53.1667	01007
033/135	15.5000	53.1667	01014
033/137	15.6667	53.1667	01017
033/139	15.8333	53.1667	01019
033/141	16.0000	53.1667	01022
033/143	16.1667	53.1667	01024
033/145	16.3333	53.1667	01030
033/147	16.5000	53.1667	01034
033/149	16.6667	53.1667	01038
033/151	16.8333	53.1667	01041
033/153	17.0000	53.1667	01043
033/155	17.1667	53.1667	01049
033/159	17.5000	53.1667	01055
033/161	17.6667	53.1667	01057
033/163	17.8333	53.1667	01059
033/165	18.0000	53.1667	01065
033/167	18.1667	53.1667	01070
033/169	18.3333	53.1667	01073
033/173	18.6667	53.1667	01077
033/175	18.8333	53.1667	01078
033/177	19.0000	53.1667	01082
034/035	 7.1667	53.0833	47119
034/039	 7.5000	53.0833	47125
034/041	 7.6667	53.0833	47127
034/043	 7.8333	53.0833	47129
034/045	 8.0000	53.0833	47134
034/047	 8.1667	53.0833	47135
034/049	 8.3333	53.0833	47142
034/051	 8.5000	53.0833	47149
034/053	 8.6667	53.0833	47157
034/055	 8.8333	53.0833	47171
034/057	 9.0000	53.0833	47180
034/059	 9.1667	53.0833	47187
034/061	 9.3333	53.0833	49311
034/063	 9.5000	53.0833	49316
034/065	 9.6667	53.0833	49324
034/067	 9.8333	53.0833	49331
034/069	10.0000	53.0833	49336
034/071	10.1667	53.0833	49337
034/073	10.3333	53.0833	49345
034/075	10.5000	53.0833	49348
034/077	10.6667	53.0833	49365
034/079	10.8333	53.0833	49369
034/081	11.0000	53.0833	49372
034/083	11.1667	53.0833	49378
034/085	11.3333	53.0833	49384
034/087	11.5000	53.0833	49392
034/089	11.6667	53.0833	49403
034/091	11.8333	53.0833	49416
034/093	12.0000	53.0833	49420
034/095	12.1667	53.0833	49428
034/097	12.3333	53.0833	52175
034/099	12.5000	53.0833	52179
034/101	12.6667	53.0833	52183
034/103	12.8333	53.0833	52189
034/105	13.0000	53.0833	52192
034/107	13.1667	53.0833	52202
034/109	13.3333	53.0833	52209
034/111	13.5000	53.0833	52213
034/113	13.6667	53.0833	52215
034/115	13.8333	53.0833	52220
034/117	14.0000	53.0833	52226
034/119	14.1667	53.0833	52231
034/121	14.3333	53.0833	52242
034/125	14.6667	53.0833	52248
034/127	14.8333	53.0833	52256
034/129	15.0000	53.0833	52261
034/131	15.1667	53.0833	52266
034/133	15.3333	53.0833	00940
034/135	15.5000	53.0833	00943
034/137	15.6667	53.0833	00947
034/139	15.8333	53.0833	00955
034/141	16.0000	53.0833	00958
034/143	16.1667	53.0833	00964
034/145	16.3333	53.0833	00967
034/147	16.5000	53.0833	00968
034/149	16.6667	53.0833	00970
034/151	16.8333	53.0833	00975
034/155	17.1667	53.0833	00982
034/157	17.3333	53.0833	00983
034/161	17.6667	53.0833	00984
034/163	17.8333	53.0833	00988
034/165	18.0000	53.0833	00990
034/167	18.1667	53.0833	00993
034/169	18.3333	53.0833	00998
034/173	18.6667	53.0833	01001
035/035	 7.1667	53.0000	20588
035/037	 7.3333	53.0000	20596
035/039	 7.5000	53.0000	20598
035/041	 7.6667	53.0000	20600
035/043	 7.8333	53.0000	20603
035/045	 8.0000	53.0000	20604
035/047	 8.1667	53.0000	20607
035/049	 8.3333	53.0000	20640
035/051	 8.5000	53.0000	20645
035/053	 8.6667	53.0000	20653
035/055	 8.8333	53.0000	20658
035/057	 9.0000	53.0000	20673
035/059	 9.1667	53.0000	30680
035/061	 9.3333	53.0000	20690
035/063	 9.5000	53.0000	20695
035/065	 9.6667	53.0000	20702
035/067	 9.8333	53.0000	20707
035/069	10.0000	53.0000	20713
035/071	10.1667	53.0000	20716
035/073	10.3333	53.0000	22762
035/075	10.5000	53.0000	22769
035/077	10.6667	53.0000	22781
035/079	10.8333	53.0000	22789
035/081	11.0000	53.0000	22793
035/083	11.1667	53.0000	22804
035/085	11.3333	53.0000	22811
035/087	11.5000	53.0000	22819
035/089	11.6667	53.0000	22823
035/091	11.8333	53.0000	22829
035/093	12.0000	53.0000	22836
035/095	12.1667	53.0000	22849
035/097	12.3333	53.0000	04078
035/099	12.5000	53.0000	04086
035/101	12.6667	53.0000	04090
035/103	12.8333	53.0000	04099
035/105	13.0000	53.0000	04101
035/107	13.1667	53.0000	04108
035/109	13.3333	53.0000	04114
035/111	13.5000	53.0000	04119
035/113	13.6667	53.0000	04122
035/115	13.8333	53.0000	04127
035/117	14.0000	53.0000	04129
035/121	14.3333	53.0000	04144
035/123	14.5000	53.0000	04148
035/125	14.6667	53.0000	04154
035/127	14.8333	53.0000	04158
035/129	15.0000	53.0000	04164
035/133	15.3333	53.0000	05381
035/135	15.5000	53.0000	05387
035/137	15.6667	53.0000	05394
035/139	15.8333	53.0000	05399
035/141	16.0000	53.0000	05402
035/143	16.1667	53.0000	05405
035/145	16.3333	53.0000	05410
035/147	16.5000	53.0000	05416
035/149	16.6667	53.0000	05418
035/151	16.8333	53.0000	05422
035/153	17.0000	53.0000	05427
035/155	17.1667	53.0000	05430
035/157	17.3333	53.0000	05431
035/165	18.0000	53.0000	05434
035/167	18.1667	53.0000	05439
035/169	18.3333	53.0000	05444
035/171	18.5000	53.0000	05445
035/173	18.6667	53.0000	05448
036/033	 7.0000	52.9167	20610
036/035	 7.1667	52.9167	20614
036/039	 7.5000	52.9167	20623
036/041	 7.6667	52.9167	20627
036/043	 7.8333	52.9167	20631
036/045	 8.0000	52.9167	20636
036/047	 8.1667	52.9167	20637
036/049	 8.3333	52.9167	20717
036/051	 8.5000	52.9167	20724
036/053	 8.6667	52.9167	20729
036/055	 8.8333	52.9167	20738
036/057	 9.0000	52.9167	20752
036/059	 9.1667	52.9167	20754
036/061	 9.3333	52.9167	20765
036/063	 9.5000	52.9167	20771
036/065	 9.6667	52.9167	20778
036/067	 9.8333	52.9167	20781
036/069	10.0000	52.9167	20783
036/071	10.1667	52.9167	20789
036/073	10.3333	52.9167	22673
036/075	10.5000	52.9167	22676
036/077	10.6667	52.9167	22684
036/079	10.8333	52.9167	22685
036/081	11.0000	52.9167	22696
036/083	11.1667	52.9167	50006
036/085	11.3333	52.9167	22718
036/087	11.5000	52.9167	22722
036/089	11.6667	52.9167	22735
036/091	11.8333	52.9167	22743
036/095	12.1667	52.9167	22753
036/097	12.3333	52.9167	03970
036/099	12.5000	52.9167	03986
036/101	12.6667	52.9167	03994
036/103	12.8333	52.9167	04003
036/105	13.0000	52.9167	04005
036/107	13.1667	52.9167	04006
036/109	13.3333	52.9167	04012
036/111	13.5000	52.9167	04017
036/113	13.6667	52.9167	04022
036/115	13.8333	52.9167	04030
036/117	14.0000	52.9167	04040
036/119	14.1667	52.9167	04049
036/121	14.3333	52.9167	04055
036/123	14.5000	52.9167	04060
036/125	14.6667	52.9167	04065
036/127	14.8333	52.9167	04068
036/129	15.0000	52.9167	04075
036/133	15.3333	52.9167	05452
036/135	15.5000	52.9167	05456
036/137	15.6667	52.9167	05465
036/139	15.8333	52.9167	05472
036/141	16.0000	52.9167	05478
036/143	16.1667	52.9167	05484
036/147	16.5000	52.9167	05487
036/149	16.6667	52.9167	05494
036/151	16.8333	52.9167	05496
036/153	17.0000	52.9167	05502
036/155	17.1667	52.9167	05506
036/161	17.6667	52.9167	05508
036/163	17.8333	52.9167	05511
036/165	18.0000	52.9167	05513
036/167	18.1667	52.9167	05516
036/169	18.3333	52.9167	04988
036/171	18.5000	52.9167	04990
037/033	 7.0000	52.8333	20540
037/035	 7.1667	52.8333	20549
037/037	 7.3333	52.8333	20551
037/039	 7.5000	52.8333	20557
037/041	 7.6667	52.8333	20563
037/043	 7.8333	52.8333	20573
037/045	 8.0000	52.8333	20576
037/047	 8.1667	52.8333	20586
037/049	 8.3333	52.8333	20793
037/051	 8.5000	52.8333	20803
037/053	 8.6667	52.8333	20808
037/055	 8.8333	52.8333	20821
037/057	 9.0000	52.8333	20825
037/059	 9.1667	52.8333	20833
037/061	 9.3333	52.8333	20845
037/063	 9.5000	52.8333	20855
037/065	 9.6667	52.8333	20858
037/067	 9.8333	52.8333	20868
037/069	10.0000	52.8333	20875
037/071	10.1667	52.8333	20880
037/073	10.3333	52.8333	22571
037/075	10.5000	52.8333	22576
037/077	10.6667	52.8333	22580
037/079	10.8333	52.8333	22586
037/081	11.0000	52.8333	22594
037/083	11.1667	52.8333	22608
