locations	strings	alignments	cognateID
85/107	nocht	n o ch t	1
85/109	am	a m	1
85/111	NA		NA
85/113	spat	s p a t	1
85/115	NA		NA
85/117	NA		NA
85/119	nocht	n o ch t	1
85/121	nocht	n o ch t	1
85/123	NA		NA
85/125	om	o m	1
85/127	nacht	n a ch t	1
85/129	nocht	n o ch t	1
85/131	nocht	n o ch t	1
85/133	noocht	n oo ch t	1
85/135	nochd	n o ch d	1
85/137	nocht	n o ch t	1
85/139	nocht	n o ch t	1
85/141	nocht	n o ch t	1
85/143	nocht	n o ch t	1
85/145	nocht	n o ch t	1
85/147	nocht	n o ch t	1
85/149	nocht	n o ch t	1
85/175	uum	uu m	1
85/193	oob	oo b	1
85/197	oob	oo b	1
86/33	ow	o w	1
86/35	ow	o w	1
86/37	oow	oo w	1
86/39	uw	u w	1
86/41	ow	o w	1
86/43	ow	o w	1
86/45	ob	o b	1
86/47	ow	o w	1
86/49	ow	o w	1
86/51	ob	o b	1
86/53	ob	o b	1
86/55	oob	oo b	1
86/57	oob	oo b	1
86/59	ob	o b	1
86/61	ob	o b	1
86/63	ob	o b	1
86/65	ob	o b	1
86/67	ob	o b	1
86/69	aub	au b	1
86/71	aub	au b	1
86/73	ob	o b	1
86/75	ob	o b	1
86/77	ob	o b	1
86/79	ob	o b	1
86/81	oub	ou b	1
86/83	ob	o b	1
86/85	oab	oa b	1
86/87	nocht	n o ch t	1
86/89	nocht	n o ch t	1
86/91	nacht	n a ch t	1
86/93	oab	oa b	1
86/95	naacht	n aa ch t	1
86/97	NA		NA
86/99	nacht	n a ch t	1
86/101	am	a m	1
86/103	NA		NA
86/105	nocht	n o ch t	1
86/107	ab	a b	1
86/109	nacht	n a ch t	1
86/111	gschbad	g sch b a d	1
86/113	nacht	n a ch t	1
86/115	nocht	n o ch t	1
86/117	nocht	n o ch t	1
86/119	nocht	n o ch t	1
86/121	nocht	n o ch t	1
86/123	NA		NA
86/125	nocht	n o ch t	1
86/127	nocht	n o ch t	1
86/129	ob	o b	1
86/131	nochd	n o ch d	1
86/133	om	o m	1
86/135	nocht	n o ch t	1
86/137	NA		NA
86/139	nocht	n o ch t	1
86/141	nocht	n o ch t	1
86/143	nocht	n o ch t	1
86/145	nocht	n o ch t	1
86/147	nocht	n o ch t	1
86/149	NA		NA
86/151	nocht	n o ch t	1
86/175	uum	uu m	1
86/197	ohm	oh m	1
86/199	oum	ou m	1
87/33	ow	o w	1
87/35	uw	u w	1
87/37	ow	o w	1
87/39	uw	u w	1
87/41	ow	o w	1
87/43	ow	o w	1
87/45	ob	o b	1
87/49	ob	o b	1
87/51	oow	oo w	1
87/53	ob	o b	1
87/55	ob	o b	1
87/57	ob	o b	1
87/59	ob	o b	1
87/61	ob	o b	1
87/63	ob	o b	1
87/65	ob	o b	1
87/67	aub	au b	1
87/69	aob	ao b	1
87/71	aub	au b	1
87/73	aub	au b	1
87/75	aub	au b	1
87/77	ob	o b	1
87/79	nachzg	n a ch z g	1
87/81	nocht	n o ch t	1
87/83	nocht	n o ch t	1
87/85	nocht	n o ch t	1
87/87	nocht	n o ch t	1
87/89	nocht	n o ch t	1
87/91	nacht	n a ch t	1
87/93	noacht	n oa ch t	1
87/95	nacht	n a ch t	1
87/97	nocht	n o ch t	1
87/99	am	a m	1
87/101	nacht	n a ch t	1
87/103	nacht	n a ch t	1
87/105	nocht	n o ch t	1
87/107	nacht	n a ch t	1
87/109	am	a m	1
87/111	spat	s p a t	1
87/113	ob	o b	1
87/115	spat	s p a t	1
87/117	nocht	n o ch t	1
87/119	nocht	n o ch t	1
87/121	om	o m	1
87/123	nocht	n o ch t	1
87/125	nocht	n o ch t	1
87/127	noucht	n ou ch t	1
87/129	nocht	n o ch t	1
87/133	nochd	n o ch d	1
87/135	NA		NA
87/137	ob	o b	1
87/139	om	o m	1
87/141	nocht	n o ch t	1
87/143	nocht	n o ch t	1
87/145	nocht	n o ch t	1
87/147	nocht	n o ch t	1
87/149	nocht	n o ch t	1
87/151	NA		NA
88/35	ow	o w	1
88/37	uw	u w	1
88/39	nocht	n o ch t	1
88/41	uuw	uu w	1
88/43	ow	o w	1
88/45	ob	o b	1
88/47	oob	oo b	1
88/49	NA		NA
88/51	oob	oo b	1
88/53	ab	a b	1
88/55	ob	o b	1
88/57	oob	oo b	1
88/59	ob	o b	1
88/61	obb	o bb	1
88/63	ob	o b	1
88/65	oob	oo b	1
88/67	ob	o b	1
88/69	aub	au b	1
88/71	aub	au b	1
88/73	aub	au b	1
88/75	ob	o b	1
88/77	ob	o b	1
88/79	ab	a b	1
88/81	ab	a b	1
88/83	nacht	n a ch t	1
88/85	om	o m	1
88/87	om	o m	1
88/89	am	a m	1
88/91	nacht	n a ch t	1
88/93	nacht	n a ch t	1
88/95	nacht	n a ch t	1
88/97	nacht	n a ch t	1
88/99	nacht	n a ch t	1
88/101	nocht	n o ch t	1
88/103	nocht	n o ch t	1
88/105	NA		NA
88/107	om	o m	1
88/109	NA		NA
88/113	nacht	n a ch t	1
88/115	spat	s p a t	1
88/117	nacht	n a ch t	1
88/121	nocht	n o ch t	1
88/123	spoat	s p oa t	1
88/127	nocht	n o ch t	1
88/129	nacht	n a ch t	1
88/131	nochd	n o ch d	1
88/137	NA		NA
88/139	nocht	n o ch t	1
88/141	nocht	n o ch t	1
88/143	nocht	n o ch t	1
88/145	nocht	n o ch t	1
88/147	nocht	n o ch t	1
88/149	ob	o b	1
89/35	uw	u w	1
89/37	uuw	uu w	1
89/39	ow	o w	1
89/41	ow	o w	1
89/43	ow	o w	1
89/45	ob	o b	1
89/47	ob	o b	1
89/49	oab	oa b	1
89/51	ob	o b	1
89/53	ob	o b	1
89/55	ob	o b	1
89/57	ab	a b	1
89/59	ob	o b	1
89/61	ob	o b	1
89/63	ob	o b	1
89/65	ob	o b	1
89/67	aub	au b	1
89/69	aub	au b	1
89/71	aub	au b	1
89/73	aub	au b	1
89/75	aub	au b	1
89/77	aub	au b	1
89/79	ab	a b	1
89/81	NA		NA
89/83	nacht	n a ch t	1
89/85	ob	o b	1
89/87	ob	o b	1
89/89	nocht	n o ch t	1
89/91	ob	o b	1
89/93	NA		NA
89/95	nocht	n o ch t	1
89/97	nacht	n a ch t	1
89/99	nacht	n a ch t	1
89/101	NA		NA
89/103	NA		NA
89/105	näuchd	n äu ch d	1
89/107	nacht	n a ch t	1
89/109	nacht	n a ch t	1
89/111	nacht	n a ch t	1
89/113	NA		NA
89/115	nacht	n a ch t	1
89/117	NA		NA
89/119	naacht	n aa ch t	1
89/121	nochd	n o ch d	1
89/123	ob	o b	1
89/125	nocht	n o ch t	1
89/127	NA		NA
89/129	om	o m	1
89/131	NA		NA
89/133	nocht	n o ch t	1
89/135	nocht	n o ch t	1
89/137	ob	o b	1
89/139	om	o m	1
89/141	ob	o b	1
89/143	nocht	n o ch t	1
89/145	nocht	n o ch t	1
89/147	nocht	n o ch t	1
89/149	nocht	n o ch t	1
90/35	ow	o w	1
90/37	uw	u w	1
90/39	ow	o w	1
90/41	ow	o w	1
90/43	ow	o w	1
90/45	oow	oo w	1
90/47	ow	o w	1
90/49	ob	o b	1
90/51	oob	oo b	1
90/53	ob	o b	1
90/55	ob	o b	1
90/57	ob	o b	1
90/59	ob	o b	1
90/61	ob	o b	1
90/63	oob	oo b	1
90/65	ob	o b	1
90/67	aub	au b	1
90/69	aub	au b	1
90/71	aub	au b	1
90/73	aub	au b	1
90/75	aub	au b	1
90/77	aub	au b	1
90/79	ob	o b	1
90/81	nacht	n a ch t	1
90/83	nocht	n o ch t	1
90/85	nahd	n ah d	1
90/87	nacht	n a ch t	1
90/89	nocht	n o ch t	1
90/91	nacht	n a ch t	1
90/93	noocht	n oo ch t	1
90/95	nocht	n o ch t	1
90/97	nacht	n a ch t	1
90/99	nacht	n a ch t	1
90/101	nacht	n a ch t	1
90/103	nacht	n a ch t	1
90/105	nacht	n a ch t	1
90/107	nocht	n o ch t	1
90/109	nacht	n a ch t	1
90/111	nacht	n a ch t	1
90/113	ab	a b	1
90/115	nacht	n a ch t	1
90/119	nocht	n o ch t	1
90/121	spat	s p a t	1
90/123	om	o m	1
90/125	NA		NA
90/127	nacht	n a ch t	1
90/129	nocht	n o ch t	1
90/131	nocht	n o ch t	1
90/133	nocht	n o ch t	1
90/135	nacht	n a ch t	1
90/137	ob	o b	1
90/139	ob	o b	1
90/141	ob	o b	1
90/143	noocht	n oo ch t	1
90/145	nocht	n o ch t	1
90/147	nochd	n o ch d	1
90/149	NA		NA
90/151	nocht	n o ch t	1
91/35	NA		NA
91/37	uw	u w	1
91/39	ohw	oh w	1
91/41	ow	o w	1
91/43	ow	o w	1
91/45	ow	o w	1
91/47	oab	oa b	1
91/49	ob	o b	1
91/51	näähchd	n ääh ch d	1
91/53	näächt	n ää ch t	1
91/55	ob	o b	1
91/57	näächt	n ää ch t	1
91/59	ob	o b	1
91/61	ob	o b	1
91/63	ob	o b	1
91/65	oob	oo b	1
91/67	ob	o b	1
91/69	ob	o b	1
91/71	aub	au b	1
91/73	aub	au b	1
91/75	aub	au b	1
91/77	aub	au b	1
91/79	aub	au b	1
91/81	nax	n a x	1
91/83	nod	n o d	1
91/85	nacht	n a ch t	1
91/87	nacht	n a ch t	1
91/91	nacht	n a ch t	1
91/93	oom	oo m	1
91/95	nocht	n o ch t	1
91/97	nacht	n a ch t	1
91/99	nacht	n a ch t	1
91/101	nocht	n o ch t	1
91/103	nocht	n o ch t	1
91/105	nacht	n a ch t	1
91/107	nacht	n a ch t	1
91/109	NA		NA
91/111	nacht	n a ch t	1
91/113	nacht	n a ch t	1
91/115	nacht	n a ch t	1
91/117	nacht	n a ch t	1
91/119	nacht	n a ch t	1
91/121	NA		NA
91/125	nacht	n a ch t	1
91/129	om	o m	1
91/131	nocht	n o ch t	1
91/133	ob	o b	1
91/135	oum	ou m	1
91/137	nocht	n o ch t	1
91/139	ob	o b	1
91/141	ob	o b	1
91/143	NA		NA
91/145	nocht	n o ch t	1
91/147	nochd	n o ch d	1
91/149	nocht	n o ch t	1
91/151	nochd	n o ch d	1
91/155	nocht	n o ch t	1
92/33	ow	o w	1
92/35	ow	o w	1
92/37	uw	u w	1
92/39	uw	u w	1
92/41	oow	oo w	1
92/43	oob	oo b	1
92/45	oob	oo b	1
92/47	nacht	n a ch t	1
92/49	näächt	n ää ch t	1
92/51	ob	o b	1
92/53	oob	oo b	1
92/55	ob	o b	1
92/57	ob	o b	1
92/59	ob	o b	1
92/61	ob	o b	1
92/63	ob	o b	1
92/65	ob	o b	1
92/67	oob	oo b	1
92/69	aub	au b	1
92/71	aub	au b	1
92/73	aub	au b	1
92/75	aub	au b	1
92/77	aub	au b	1
92/79	ob	o b	1
92/81	nacht	n a ch t	1
92/83	aw	a w	1
92/85	nocht	n o ch t	1
92/87	nacht	n a ch t	1
92/89	nahd	n ah d	1
92/91	ab	a b	1
92/93	nochd	n o ch d	1
92/95	nocht	n o ch t	1
92/97	nacht	n a ch t	1
92/99	nocht	n o ch t	1
92/101	nacht	n a ch t	1
92/103	nacht	n a ch t	1
92/105	naocht	n ao ch t	1
92/107	ob	o b	1
92/109	nacht	n a ch t	1
92/111	spat	s p a t	1
92/113	nacht	n a ch t	1
92/115	nacht	n a ch t	1
92/117	nacht	n a ch t	1
92/119	nacht	n a ch t	1
92/121	nacht	n a ch t	1
92/123	NA		NA
92/125	nocht	n o ch t	1
92/127	nocht	n o ch t	1
92/129	ob	o b	1
92/131	NA		NA
92/133	om	o m	1
92/135	om	o m	1
92/137	noocht	n oo ch t	1
92/139	nocht	n o ch t	1
92/141	nocht	n o ch t	1
92/143	NA		NA
92/145	nochd	n o ch d	1
92/147	nocht	n o ch t	1
92/149	nocht	n o ch t	1
92/151	ab	a b	1
93/35	ow	o w	1
93/37	ow	o w	1
93/39	ow	o w	1
93/41	ow	o w	1
93/43	ob	o b	1
93/45	NA		NA
93/47	ow	o w	1
93/49	NA		NA
93/51	NA		NA
93/53	ob	o b	1
93/55	oob	oo b	1
93/57	ob	o b	1
93/59	ob	o b	1
93/61	ob	o b	1
93/63	ob	o b	1
93/65	ob	o b	1
93/67	ob	o b	1
93/69	ob	o b	1
93/71	aub	au b	1
93/73	aub	au b	1
93/75	aub	au b	1
93/77	NA		NA
93/79	nax	n a x	1
93/81	nax	n a x	1
93/83	nacht	n a ch t	1
93/85	nocht	n o ch t	1
93/87	nacht	n a ch t	1
93/89	NA		NA
93/91	nacht	n a ch t	1
93/93	nacht	n a ch t	1
93/95	NA		NA
93/97	nacht	n a ch t	1
93/99	ob	o b	1
93/101	nacht	n a ch t	1
93/103	nacht	n a ch t	1
93/105	NA		NA
93/109	ab	a b	1
93/111	NA		NA
93/113	naocht	n ao ch t	1
93/115	nocht	n o ch t	1
93/117	nocht	n o ch t	1
93/119	NA		NA
93/121	am	a m	1
93/123	nocht	n o ch t	1
93/125	NA		NA
93/127	nochd	n o ch d	1
93/129	NA		NA
93/131	nocht	n o ch t	1
93/133	ob	o b	1
93/137	ob	o b	1
93/139	am	a m	1
93/143	nocht	n o ch t	1
93/145	nocht	n o ch t	1
93/147	nocht	n o ch t	1
93/149	om	o m	1
93/151	nocht	n o ch t	1
93/153	nocht	n o ch t	1
93/155	NA		NA
94/33	naacht	n aa ch t	1
94/35	ow	o w	1
94/37	nacht	n a ch t	1
94/39	NA		NA
94/41	oob	oo b	1
94/43	oow	oo w	1
94/45	ow	o w	1
94/47	ob	o b	1
94/49	ob	o b	1
94/51	ob	o b	1
94/53	aub	au b	1
94/55	ob	o b	1
94/57	ab	a b	1
94/59	ob	o b	1
94/61	ob	o b	1
94/63	ob	o b	1
94/65	ob	o b	1
94/67	ob	o b	1
94/69	oob	oo b	1
94/71	aub	au b	1
94/73	aub	au b	1
94/75	auub	auu b	1
94/77	nax	n a x	1
94/79	ob	o b	1
94/81	om	o m	1
94/83	ab	a b	1
94/85	NA		NA
94/87	nacht	n a ch t	1
94/89	nocht	n o ch t	1
94/91	nacht	n a ch t	1
94/93	nocht	n o ch t	1
94/95	ab	a b	1
94/97	ab	a b	1
94/99	nochd	n o ch d	1
94/101	noochd	n oo ch d	1
94/103	nocht	n o ch t	1
94/105	nocht	n o ch t	1
94/107	nacht	n a ch t	1
94/109	naacht	n aa ch t	1
94/111	nacht	n a ch t	1
94/113	nacht	n a ch t	1
94/115	nacht	n a ch t	1
94/117	nacht	n a ch t	1
94/119	NA		NA
94/121	naachd	n aa ch d	1
94/123	om	o m	1
94/125	nocht	n o ch t	1
94/127	nocht	n o ch t	1
94/129	NA		NA
94/131	NA		NA
94/133	nocht	n o ch t	1
94/135	ob	o b	1
94/137	nocht	n o ch t	1
94/139	nochd	n o ch d	1
94/141	nacht	n a ch t	1
94/143	ob	o b	1
94/145	nochd	n o ch d	1
94/147	nacht	n a ch t	1
94/149	nocht	n o ch t	1
94/151	om	o m	1
94/153	ab	a b	1
95/31	naacht	n aa ch t	1
95/33	ow	o w	1
95/35	oow	oo w	1
95/37	ow	o w	1
95/39	ow	o w	1
95/41	oob	oo b	1
95/43	ob	o b	1
95/45	ob	o b	1
95/47	ob	o b	1
95/49	oob	oo b	1
95/51	nääd	n ää d	1
95/53	ob	o b	1
95/55	aub	au b	1
95/57	ob	o b	1
95/59	ob	o b	1
95/61	ob	o b	1
95/63	ob	o b	1
95/65	ob	o b	1
95/67	ab	a b	1
95/69	ob	o b	1
95/71	aub	au b	1
95/73	oub	ou b	1
95/75	aub	au b	1
95/77	aub	au b	1
95/79	nax	n a x	1
95/81	nacht	n a ch t	1
95/83	nachcht	n a ch ch t	1
95/85	nacht	n a ch t	1
95/87	nacht	n a ch t	1
95/89	om	o m	1
95/91	nocht	n o ch t	1
95/93	nacht	n a ch t	1
95/95	NA		NA
95/97	nocht	n o ch t	1
95/99	nochd	n o ch d	1
95/101	nacht	n a ch t	1
95/103	nacht	n a ch t	1
95/105	nacht	n a ch t	1
95/107	nachd	n a ch d	1
95/109	nacht	n a ch t	1
95/111	nocht	n o ch t	1
95/113	nocht	n o ch t	1
95/115	ob	o b	1
95/117	nocht	n o ch t	1
95/119	NA		NA
95/121	nacht	n a ch t	1
95/123	nocht	n o ch t	1
95/125	nocht	n o ch t	1
95/129	nocht	n o ch t	1
95/131	om	o m	1
95/133	nocht	n o ch t	1
95/139	NA		NA
95/141	nocht	n o ch t	1
95/143	nocht	n o ch t	1
95/145	nocht	n o ch t	1
95/147	nacht	n a ch t	1
95/149	NA		NA
95/151	nocht	n o ch t	1
95/153	nocht	n o ch t	1
95/155	ob	o b	1
96/31	naach	n aa ch	1
96/33	ow	o w	1
96/35	oow	oo w	1
96/37	ow	o w	1
96/39	ow	o w	1
96/41	ob	o b	1
96/43	nächt	n ä ch t	1
96/45	oob	oo b	1
96/47	ob	o b	1
96/49	ob	o b	1
96/51	ob	o b	1
96/53	ob	o b	1
96/55	NA		NA
96/57	ab	a b	1
96/59	ob	o b	1
96/61	nät	n ä t	1
96/63	ob	o b	1
96/65	ob	o b	1
96/67	ob	o b	1
96/69	ob	o b	1
96/71	naacht	n aa ch t	1
96/75	aub	au b	1
96/77	oab	oa b	1
96/79	nachts	n a ch t s	1
96/81	nocht	n o ch t	1
96/83	nocht	n o ch t	1
96/85	nocht	n o ch t	1
96/87	nocht	n o ch t	1
96/89	om	o m	1
96/91	NA		NA
96/93	nocht	n o ch t	1
96/95	NA		NA
96/97	nocht	n o ch t	1
96/99	nocht	n o ch t	1
96/101	nacht	n a ch t	1
96/103	nocht	n o ch t	1
96/105	nocht	n o ch t	1
96/107	nocht	n o ch t	1
96/109	nacht	n a ch t	1
96/111	nacht	n a ch t	1
96/113	oab	oa b	1
96/115	nocht	n o ch t	1
96/117	nacht	n a ch t	1
96/119	ab	a b	1
96/121	nocht	n o ch t	1
96/123	nochd	n o ch d	1
96/125	om	o m	1
96/129	om	o m	1
96/131	NA		NA
96/135	nacht	n a ch t	1
96/137	NA		NA
96/139	nocht	n o ch t	1
96/141	ob	o b	1
96/143	NA		NA
96/145	om	o m	1
96/147	nocht	n o ch t	1
96/151	ob	o b	1
96/153	nocht	n o ch t	1
96/155	om	o m	1
97/31	oow	oo w	1
97/33	ow	o w	1
97/35	ohw	oh w	1
97/37	NA		NA
97/39	ob	o b	1
97/41	nacht	n a ch t	1
97/43	ob	o b	1
97/45	ob	o b	1
97/47	ob	o b	1
97/49	ab	a b	1
97/51	ob	o b	1
97/53	aub	au b	1
97/55	ob	o b	1
97/57	ab	a b	1
97/59	oob	oo b	1
97/61	oob	oo b	1
97/63	ob	o b	1
97/65	ob	o b	1
97/67	ob	o b	1
97/69	oob	oo b	1
97/71	ob	o b	1
97/73	aub	au b	1
97/75	aub	au b	1
97/77	aub	au b	1
97/79	ob	o b	1
97/81	NA		NA
97/83	nacht	n a ch t	1
97/85	nacht	n a ch t	1
97/87	ob	o b	1
97/89	ob	o b	1
97/91	nocht	n o ch t	1
97/93	nacht	n a ch t	1
97/95	nocht	n o ch t	1
97/97	nacht	n a ch t	1
97/99	nacht	n a ch t	1
97/103	nacht	n a ch t	1
97/105	nacht	n a ch t	1
97/107	nocht	n o ch t	1
97/109	nocht	n o ch t	1
97/113	nocht	n o ch t	1
97/125	nocht	n o ch t	1
97/131	ob	o b	1
97/133	nocht	n o ch t	1
97/139	ob	o b	1
97/141	om	o m	1
97/143	nocht	n o ch t	1
97/145	oom	oo m	1
97/149	ob	o b	1
97/153	nacht	n a ch t	1
98/33	ow	o w	1
98/35	oow	oo w	1
98/37	ow	o w	1
98/39	nacht	n a ch t	1
98/41	ob	o b	1
98/43	NA		NA
98/45	oob	oo b	1
98/47	ob	o b	1
98/49	ob	o b	1
98/51	ob	o b	1
98/53	ob	o b	1
98/55	ob	o b	1
98/57	ob	o b	1
98/59	ob	o b	1
98/61	ob	o b	1
98/63	ob	o b	1
98/65	ob	o b	1
98/67	ob	o b	1
98/69	ob	o b	1
98/71	aub	au b	1
98/73	aub	au b	1
98/75	NA		NA
98/77	aub	au b	1
98/79	NA		NA
98/81	NA		NA
98/83	NA		NA
98/85	NA		NA
98/87	am	a m	1
98/89	nacht	n a ch t	1
98/91	nocht	n o ch t	1
98/93	oum	ou m	1
98/95	nacht	n a ch t	1
98/97	nacht	n a ch t	1
98/103	ab	a b	1
98/105	nocht	n o ch t	1
98/107	nocht	n o ch t	1
98/109	nacht	n a ch t	1
98/111	nacht	n a ch t	1
98/119	nocht	n o ch t	1
98/123	NA		NA
98/125	NA		NA
98/127	nocht	n o ch t	1
98/135	nocht	n o ch t	1
98/137	nocht	n o ch t	1
98/139	nocht	n o ch t	1
98/141	nocht	n o ch t	1
98/143	nocht	n o ch t	1
98/145	NA		NA
98/147	ob	o b	1
98/149	nocht	n o ch t	1
98/151	nocht	n o ch t	1
99/33	ow	o w	1
99/35	ob	o b	1
99/37	ob	o b	1
99/39	uw	u w	1
99/41	nacht	n a ch t	1
99/43	oob	oo b	1
99/45	ob	o b	1
99/47	NA		NA
99/49	ob	o b	1
99/51	oob	oo b	1
99/53	ob	o b	1
99/55	ob	o b	1
99/57	ob	o b	1
99/59	ob	o b	1
99/63	ob	o b	1
99/65	ob	o b	1
99/67	ob	o b	1
99/69	ob	o b	1
99/71	ob	o b	1
99/73	aub	au b	1
99/75	ob	o b	1
99/77	nachts	n a ch t s	1
99/81	NA		NA
99/83	nacht	n a ch t	1
99/85	ob	o b	1
99/89	om	o m	1
99/93	NA		NA
99/95	nochts	n o ch t s	1
99/99	nachts	n a ch t s	1
99/101	nocht	n o ch t	1
99/103	nacht	n a ch t	1
99/105	nacht	n a ch t	1
99/107	NA		NA
99/109	nacht	n a ch t	1
99/111	nocht	n o ch t	1
99/113	nocht	n o ch t	1
99/121	nocht	n o ch t	1
99/123	nocht	n o ch t	1
99/125	nocht	n o ch t	1
99/131	NA		NA
99/137	NA		NA
99/139	nochd	n o ch d	1
99/141	nocht	n o ch t	1
99/143	NA		NA
99/145	NA		NA
99/147	nocht	n o ch t	1
100/33	ow	o w	1
100/35	ob	o b	1
100/37	ob	o b	1
100/39	oob	oo b	1
100/41	oob	oo b	1
100/43	oob	oo b	1
100/45	oob	oo b	1
100/49	ob	o b	1
100/51	oob	oo b	1
100/53	ab	a b	1
100/55	ob	o b	1
100/57	ob	o b	1
100/59	oob	oo b	1
100/61	ob	o b	1
100/65	ob	o b	1
100/67	ob	o b	1
100/69	ab	a b	1
100/71	ob	o b	1
100/73	ob	o b	1
100/75	nacht	n a ch t	1
100/77	ob	o b	1
100/81	nocht	n o ch t	1
100/83	nocht	n o ch t	1
100/89	NA		NA
100/93	nochz	n o ch z	1
100/95	nachts	n a ch t s	1
100/97	nochz	n o ch z	1
100/99	noachts	n oa ch t s	1
100/101	nacht	n a ch t	1
100/109	om	o m	1
100/111	ab	a b	1
100/113	nocht	n o ch t	1
100/115	nocht	n o ch t	1
100/117	nocht	n o ch t	1
100/119	nocht	n o ch t	1
100/121	nocht	n o ch t	1
100/125	nocht	n o ch t	1
100/127	nocht	n o ch t	1
100/129	ob	o b	1
100/133	NA		NA
100/135	NA		NA
100/141	NA		NA
100/143	om	o m	1
100/145	NA		NA
101/35	oow	oo w	1
101/37	ob	o b	1
101/39	ob	o b	1
101/41	ob	o b	1
101/43	ob	o b	1
101/45	ob	o b	1
101/47	oab	oa b	1
101/49	ab	a b	1
101/51	aab	aa b	1
101/53	ab	a b	1
101/55	ob	o b	1
101/57	ob	o b	1
101/59	ob	o b	1
101/61	ob	o b	1
101/63	oob	oo b	1
101/65	oab	oa b	1
101/67	ob	o b	1
101/71	aub	au b	1
101/75	ob	o b	1
101/77	nacht	n a ch t	1
101/79	ab	a b	1
101/81	nachts	n a ch t s	1
101/91	nochts	n o ch t s	1
101/93	ohm	oh m	1
101/95	nochz	n o ch z	1
101/97	noaachts	n oaa ch t s	1
101/99	NA		NA
101/101	naocht	n ao ch t	1
101/103	naucht	n au ch t	1
101/107	nacht	n a ch t	1
101/109	nacht	n a ch t	1
101/113	nocht	n o ch t	1
101/115	ob	o b	1
101/121	nocht	n o ch t	1
101/125	nocht	n o ch t	1
101/129	om	o m	1
101/131	ob	o b	1
101/133	NA		NA
101/137	nacht	n a ch t	1
101/139	ob	o b	1
101/141	ob	o b	1
101/143	nocht	n o ch t	1
101/145	nocht	n o ch t	1
101/147	nocht	n o ch t	1
102/37	oob	oo b	1
102/39	ob	o b	1
102/41	ob	o b	1
102/43	ob	o b	1
102/45	ob	o b	1
102/47	NA		NA
102/49	ob	o b	1
102/51	ab	a b	1
102/53	oob	oo b	1
102/55	ob	o b	1
102/57	ob	o b	1
102/59	ab	a b	1
102/61	ob	o b	1
102/63	NA		NA
102/65	ob	o b	1
102/67	ob	o b	1
102/69	ob	o b	1
102/71	ob	o b	1
102/73	NA		NA
102/75	nochts	n o ch t s	1
102/77	ab	a b	1
102/79	ob	o b	1
102/81	nochts	n o ch t s	1
102/83	nochts	n o ch t s	1
102/89	om	o m	1
102/91	NA		NA
102/93	nochts	n o ch t s	1
102/95	nochts	n o ch t s	1
102/97	nochts	n o ch t s	1
102/99	nocht	n o ch t	1
102/103	noacht	n oa ch t	1
102/107	nocht	n o ch t	1
102/109	noucht	n ou ch t	1
102/113	NA		NA
102/115	noucht	n ou ch t	1
102/127	nocht	n o ch t	1
102/129	nocht	n o ch t	1
102/131	nocht	n o ch t	1
102/135	nocht	n o ch t	1
102/137	ob	o b	1
102/139	nocht	n o ch t	1
102/141	ob	o b	1
102/143	noocht	n oo ch t	1
102/145	nocht	n o ch t	1
103/39	ob	o b	1
103/41	ob	o b	1
103/43	oob	oo b	1
103/45	ob	o b	1
103/47	NA		NA
103/49	NA		NA
103/51	ab	a b	1
103/53	ab	a b	1
103/55	oob	oo b	1
103/57	ob	o b	1
103/59	ob	o b	1
103/63	ob	o b	1
103/65	NA		NA
103/67	aub	au b	1
103/69	ob	o b	1
103/71	ob	o b	1
103/73	NA		NA
103/75	ob	o b	1
103/77	ob	o b	1
103/79	ob	o b	1
103/81	nachts	n a ch t s	1
103/83	nocht	n o ch t	1
103/85	nocht	n o ch t	1
103/87	NA		NA
103/89	nochts	n o ch t s	1
103/91	noachts	n oa ch t s	1
103/97	noochts	n oo ch t s	1
103/99	ob	o b	1
103/101	nocht	n o ch t	1
103/105	nocht	n o ch t	1
103/107	oum	ou m	1
103/111	NA		NA
103/121	NA		NA
103/125	nacht	n a ch t	1
103/127	nocht	n o ch t	1
103/131	nocht	n o ch t	1
103/133	NA		NA
103/135	NA		NA
103/137	ob	o b	1
103/139	nocht	n o ch t	1
103/141	nacht	n a ch t	1
103/143	nocht	n o ch t	1
103/145	nocht	n o ch t	1
104/33	NA		NA
104/35	ob	o b	1
104/37	ob	o b	1
104/39	oob	oo b	1
104/41	ob	o b	1
104/43	NA		NA
104/45	ob	o b	1
104/47	ob	o b	1
104/49	ob	o b	1
104/51	ab	a b	1
104/53	nacht	n a ch t	1
104/55	ob	o b	1
104/57	ob	o b	1
104/59	ob	o b	1
104/61	NA		NA
104/63	ob	o b	1
104/65	ob	o b	1
104/67	ob	o b	1
104/71	nachzg	n a ch z g	1
104/75	oub	ou b	1
104/77	ob	o b	1
104/79	ob	o b	1
104/81	nochts	n o ch t s	1
104/83	ob	o b	1
104/85	ob	o b	1
104/91	nöchts	n ö ch t s	1
104/95	NA		NA
104/101	ob	o b	1
104/103	om	o m	1
104/107	aaumb	aau m b	1
104/111	NA		NA
104/113	NA		NA
104/119	oub	ou b	1
104/121	NA		NA
104/123	nocht	n o ch t	1
104/125	nocht	n o ch t	1
104/127	nocht	n o ch t	1
104/131	nocht	n o ch t	1
104/133	nocht	n o ch t	1
104/135	nacht	n a ch t	1
104/137	ob	o b	1
104/139	noucht	n ou ch t	1
104/141	nod	n o d	1
