	WORD	COGID	ALIGN
1	80	1	- b a r - - g -
2	80	1	- b a r - - g -
3	80	1	- b a r - - g -
4	80	1	- b a r - - g -
5	80	1	- b a r - - g -
6	17	1	- b aa r - - g -
7	162	1	- b e r - - g -
8	162	1	- b e r - - g -
9	162	1	- b e r - - g -
10	162	1	- b e r - - g -
11	162	1	- b e r - - g -
12	162	1	- b e r - - g -
13	81	1	- b ä r - - g -
14	80	1	- b a r - - g -
15	80	1	- b a r - - g -
16	80	1	- b a r - - g -
17	80	1	- b a r - - g -
18	162	1	- b e r - - g -
19	80	1	- b a r - - g -
20	80	1	- b a r - - g -
21	80	1	- b a r - - g -
22	81	1	- b ä r - - g -
23	80	1	- b a r - - g -
24	80	1	- b a r - - g -
25	162	1	- b e r - - g -
26	162	1	- b e r - - g -
27	80	1	- b a r - - g -
28	162	1	- b e r - - g -
29	80	1	- b a r - - g -
30	80	1	- b a r - - g -
31	80	1	- b a r - - g -
32	80	1	- b a r - - g -
33	17	1	- b aa r - - g -
34	80	1	- b a r - - g -
35	80	1	- b a r - - g -
36	162	1	- b e r - - g -
37	81	1	- b ä r - - g -
38	80	1	- b a r - - g -
39	17	1	- b aa r - - g -
40	86	1	- b a r i - g -
41	213	1	- bj e r - - - -
42	214	1	- bj ö r - - - -
43	213	1	- bj e r - - - -
44	213	1	- bj e r - - - -
45	213	1	- bj e r - - - -
46	213	1	- bj e r - - - -
47	213	1	- bj e r - - - -
48	213	1	- bj e r - - - -
49	213	1	- bj e r - - - -
50	80	1	- b a r - - g -
51	80	1	- b a r - - g -
52	80	1	- b a r - - g -
53	80	1	- b a r - - g -
54	80	1	- b a r - - g -
55	80	1	- b a r - - g -
56	80	1	- b a r - - g -
57	184	1	- b e r - - rg -
58	162	1	- b e r - - g -
59	80	1	- b a r - - g -
60	80	1	- b a r - - g -
61	81	1	- b ä r - - g -
62	81	1	- b ä r - - g -
63	80	1	- b a r - - g -
64	86	1	- b a r i - g -
65	103	1	- b a rr i - g -
66	138	1	- b ee r - - j -
67	213	1	- bj e r - - - -
68	213	1	- bj e r - - - -
69	213	1	- bj e r - - - -
70	213	1	- bj e r - - - -
71	213	1	- bj e r - - - -
72	213	1	- bj e r - - - -
73	213	1	- bj e r - - - -
74	213	1	- bj e r - - - -
75	213	1	- bj e r - - - -
76	80	1	- b a r - - g -
77	80	1	- b a r - - g -
78	80	1	- b a r - - g -
79	80	1	- b a r - - g -
80	80	1	- b a r - - g -
81	80	1	- b a r - - g -
82	80	1	- b a r - - g -
83	80	1	- b a r - - g -
84	80	1	- b a r - - g -
85	80	1	- b a r - - g -
86	80	1	- b a r - - g -
87	81	1	- b ä r - - g -
88	162	1	- b e r - - g -
89	80	1	- b a r - - g -
90	162	1	- b e r - - g -
91	91	1	- b a r - - j -
92	80	1	- b a r - - g -
93	81	1	- b ä r - - g -
94	80	1	- b a r - - g -
95	142	1	- b eh r - - - -
96	147	1	- b eie r - - j -
97	162	1	- b e r - - g -
98	213	1	- bj e r - - - -
99	213	1	- bj e r - - - -
100	80	1	- b a r - - g -
101	162	1	- b e r - - g -
102	100	1	- b a r - - rg -
103	80	1	- b a r - - g -
104	80	1	- b a r - - g -
105	80	1	- b a r - - g -
106	80	1	- b a r - - g -
107	80	1	- b a r - - g -
108	80	1	- b a r - - g -
109	80	1	- b a r - - g -
110	80	1	- b a r - - g -
111	80	1	- b a r - - g -
112	80	1	- b a r - - g -
113	17	1	- b aa r - - g -
114	80	1	- b a r - - g -
115	162	1	- b e r - - g -
116	80	1	- b a r - - g -
117	80	1	- b a r - - g -
118	80	1	- b a r - - g -
119	162	1	- b e r - - g -
120	162	1	- b e r - - g -
121	162	1	- b e r - - g -
122	162	1	- b e r - - g -
123	81	1	- b ä r - - g -
124	162	1	- b e r - - g -
125	80	1	- b a r - - g -
126	81	1	- b ä r - - g -
127	162	1	- b e r - - g -
128	162	1	- b e r - - g -
129	144	1	- b eh r - - j -
130	81	1	- b ä r - - g -
131	111	1	- b e a - - g -
132	80	1	- b a r - - g -
133	80	1	- b a r - - g -
134	80	1	- b a r - - g -
135	80	1	- b a r - - g -
136	80	1	- b a r - - g -
137	80	1	- b a r - - g -
138	69	1	- b ao r - - g -
139	69	1	- b ao r - - g -
140	69	1	- b ao r - - g -
141	216	1	- b oa r - - g -
142	80	1	- b a r - - g -
143	91	1	- b a r - - j -
144	80	1	- b a r - - g -
145	80	1	- b a r - - g -
146	80	1	- b a r - - g -
147	80	1	- b a r - - g -
148	17	1	- b aa r - - g -
149	80	1	- b a r - - g -
150	80	1	- b a r - - g -
151	80	1	- b a r - - g -
152	80	1	- b a r - - g -
153	80	1	- b a r - - g -
154	80	1	- b a r - - g -
155	80	1	- b a r - - g -
156	80	1	- b a r - - g -
157	80	1	- b a r - - g -
158	80	1	- b a r - - g -
159	80	1	- b a r - - g -
160	162	1	- b e r - - g -
161	162	1	- b e r - - g -
162	162	1	- b e r - - g -
163	137	1	- b ee r i - g -
164	135	1	- b ee r - - g -
165	135	1	- b ee r - - g -
166	162	1	- b e r - - g -
167	80	1	- b a r - - g -
168	80	1	- b a r - - g -
169	80	1	- b a r - - g -
170	80	1	- b a r - - g -
171	80	1	- b a r - - g -
172	80	1	- b a r - - g -
173	80	1	- b a r - - g -
174	80	1	- b a r - - g -
175	36	1	- b a - - - g -
176	80	1	- b a r - - g -
177	80	1	- b a r - - g -
178	36	1	- b a - - - g -
179	91	1	- b a r - - j -
180	80	1	- b a r - - g -
181	80	1	- b a r - - g -
182	36	1	- b a - - - g -
183	80	1	- b a r - - g -
184	80	1	- b a r - - g -
185	80	1	- b a r - - g -
186	17	1	- b aa r - - g -
187	80	1	- b a r - - g -
188	80	1	- b a r - - g -
189	80	1	- b a r - - g -
190	80	1	- b a r - - g -
191	80	1	- b a r - - g -
192	80	1	- b a r - - g -
193	80	1	- b a r - - g -
194	80	1	- b a r - - g -
195	80	1	- b a r - - g -
196	80	1	- b a r - - g -
197	80	1	- b a r - - g -
198	80	1	- b a r - - g -
199	80	1	- b a r - - g -
200	80	1	- b a r - - g -
201	80	1	- b a r - - g -
