	WORD	COGID	ALIGN
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worscht	150	1	w o r - sch t
sees	42	6	s ee s
etherbinj	18	9	e th e r b i nj
äderbiinje	1	9	ä d e r b ii nj e
pöls	33	5	p ö l s
pöls	33	5	p ö l s
wörst	155	1	w ö r - s t
wüst	262	1	w ü - - s t
woss	162	1	w o - - ss -
wust	261	1	w u - - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
wörscht	151	1	w ö r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
istorbinjs	25	9	i s t o r b i nj s
marrigs	32	4	m a rr i g s
marigen	29	4	m a r i g e n
riepling	36	7	r ie p l i n g
roglenge	37	13	r o g l e n g e
wust	261	1	w u - - s t
pölss	34	5	p ö l ss
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
istarbinjs	23	9	i s t a r b i nj s
isderbian	21	9	i s d e r b ia n
isterbian	24	9	i s t e r b ia n
wost	164	1	w o - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuscht	256	1	w u - - sch t
wurscht	245	1	w u r - sch t
wurst	249	1	w u r - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
wurst	249	1	w u r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wost	164	1	w o - - s t
wus	252	1	w u - - s -
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuast	192	1	w u a - s t
wust	261	1	w u - - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
warst	66	1	w a r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wus	252	1	w u - - s -
wost	164	1	w o - - s t
wost	164	1	w o - - s t
wust	261	1	w u - - s t
wus	252	1	w u - - s -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wurst	249	1	w u r - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wurst	249	1	w u r - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
wurst	249	1	w u r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
weoscht	78	1	w eo - - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
woss	162	1	w o - - ss -
wus	252	1	w u - - s -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wus	252	1	w u - - s -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuscht	256	1	w u - - sch t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wurst	249	1	w u r - s t
wust	261	1	w u - - s t
wuscht	256	1	w u - - sch t
wurst	249	1	w u r - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
woarscht	113	1	w o ar - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
marre	30	4	m a rr e
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
woss	162	1	w o - - ss -
woss	162	1	w o - - ss -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wos	156	1	w o - - s -
woss	162	1	w o - - ss -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wurscht	245	1	w u r - sch t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuost	233	1	w uo - - s t
wurst	249	1	w u r - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wourscht	167	1	w ou r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worsch	147	1	w o r - sch -
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
woss	162	1	w o - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wost	164	1	w o - - s t
wust	261	1	w u - - s t
woss	162	1	w o - - ss -
woss	162	1	w o - - ss -
woss	162	1	w o - - ss -
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wusst	260	1	w u - - ss t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wurst	249	1	w u r - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
wurst	249	1	w u r - s t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wost	164	1	w o - - s t
woss	162	1	w o - - ss -
wost	164	1	w o - - s t
woss	162	1	w o - - ss -
wost	164	1	w o - - s t
wos	156	1	w o - - s -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wusst	260	1	w u - - ss t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuast	192	1	w u a - s t
wust	261	1	w u - - s t
wuust	282	1	w uu - - s t
wuäst	193	1	w u ä - s t
wust	261	1	w u - - s t
wurst	249	1	w u r - s t
wurst	249	1	w u r - s t
woscht	160	1	w o - - sch t
wurscht	245	1	w u r - sch t
wurscht	245	1	w u r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
woarscht	113	1	w o ar - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worscht	150	1	w o r - sch t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wors	146	1	w o r - s -
wuss	258	1	w u - - ss -
wost	164	1	w o - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wos	156	1	w o - - s -
wuss	258	1	w u - - ss -
wusz	263	1	w u - - sz -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
woust	170	1	w ou - - s t
wust	261	1	w u - - s t
wuust	282	1	w uu - - s t
wurst	249	1	w u r - s t
worscht	150	1	w o r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
NA	NA	11	NA - - - - -
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuot	235	1	w uo - - - t
woss	162	1	w o - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuost	233	1	w uo - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
woust	170	1	w ou - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuäst	193	1	w u ä - s t
worscht	150	1	w o r - sch t
wurscht	245	1	w u r - sch t
wurst	249	1	w u r - s t
wurst	249	1	w u r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
warscht	64	1	w a r - sch t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wus	252	1	w u - - s -
wus	252	1	w u - - s -
wost	164	1	w o - - s t
woss	162	1	w o - - ss -
wust	261	1	w u - - s t
wüss	259	1	w ü - - ss -
woss	162	1	w o - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wus	252	1	w u - - s -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wut	264	1	w u - - - t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wusst	260	1	w u - - ss t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuest	209	1	w u e - s t
wuest	209	1	w u e - s t
wusst	260	1	w u - - ss t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuust	282	1	w uu - - s t
wust	261	1	w u - - s t
worscht	150	1	w o r - sch t
woscht	160	1	w o - - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worst	154	1	w o r - s t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
wurscht	245	1	w u r - sch t
wust	261	1	w u - - s t
wurst	249	1	w u r - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wusst	260	1	w u - - ss t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wus	252	1	w u - - s -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
woast	121	1	w o a - s t
wust	261	1	w u - - s t
wost	164	1	w o - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuast	192	1	w u a - s t
wust	261	1	w u - - s t
wuhst	218	1	w uh - - s t
wust	261	1	w u - - s t
wuast	192	1	w u a - s t
wost	164	1	w o - - s t
wust	261	1	w u - - s t
wusst	260	1	w u - - ss t
wurscht	245	1	w u r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worrscht	144	1	w o rr - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
worscht	150	1	w o r - sch t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wurst	249	1	w u r - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wus	252	1	w u - - s -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wos	156	1	w o - - s -
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wuss	258	1	w u - - ss -
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
wust	261	1	w u - - s t
