locations	strins	cognateID	alignments
056/083	fäng	1	f ä n g
056/085	feng	1	f e n g
056/087	fäng	1	f ä n g
056/089	fang	1	f a n g
056/091	fäng	1	f ä n g
056/093	fäng	1	f ä n g
056/095	fank	1	f a n k
056/097	NA	NA	-
056/099	fäng	1	f ä n g
056/101	NA	NA	-
056/103	fang	1	f a n g
056/105	fäng	1	f ä n g
056/107	fäng	1	f ä n g
056/109	fäng	1	f ä n g
056/111	fäng	1	f ä n g
056/113	fäng	1	f ä n g
056/115	fäng	1	f ä n g
056/117	fäng	1	f ä n g
056/121	fäng	1	f ä n g
056/123	fäng	1	f ä n g
056/125	fäng	1	f ä n g
056/127	fäng	1	f ä n g
056/129	fäng	1	f ä n g
056/131	fäng	1	f ä n g
056/133	fäng	1	f ä n g
056/135	fäng	1	f ä n g
056/137	fäng	1	f ä n g
056/139	fäng	1	f ä n g
056/141	fäng	1	f ä n g
056/143	fäng	1	f ä n g
056/145	fäng	1	f ä n g
056/147	fäng	1	f ä n g
056/149	fäng	1	f ä n g
056/151	fäng	1	f ä n g
056/153	fäng	1	f ä n g
056/155	fäng	1	f ä n g
056/157	fäng	1	f ä n g
056/159	fäng	1	f ä n g
056/161	fäng	1	f ä n g
057/021	fäng	1	f ä n g
057/023	föng	1	f ö n g
057/025	fäng	1	f ä n g
057/027	känt	4	k ä n t
057/029	fänk	1	f ä n k
057/031	fäng	1	f ä n g
057/033	fäng	1	f ä n g
057/035	fäng	1	f ä n g
057/037	fänk	1	f ä n k
057/039	fäng	1	f ä n g
057/041	fäng	1	f ä n g
057/043	fäng	1	f ä n g
057/045	feing	1	f ei n g
057/047	fäng	1	f ä n g
057/049	fäng	1	f ä n g
057/051	fäng	1	f ä n g
057/053	feng	1	f e n g
057/055	fäng	1	f ä n g
057/057	feng	1	f e n g
057/059	feng	1	f e n g
057/061	fäng	1	f ä n g
057/063	feng	1	f e n g
057/065	fäng	1	f ä n g
057/067	fing	1	f i n g
057/069	fäng	1	f ä n g
057/071	fäng	1	f ä n g
057/073	fäng	1	f ä n g
057/075	fänk	1	f ä n k
057/077	fäng	1	f ä n g
057/079	fäng	1	f ä n g
057/081	fäng	1	f ä n g
057/083	fäng	1	f ä n g
057/085	fäng	1	f ä n g
057/087	fäng	1	f ä n g
057/089	fäng	1	f ä n g
057/091	fäng	1	f ä n g
057/093	fäng	1	f ä n g
057/095	fang	1	f a n g
057/097	NA	NA	-
057/099	fäng	1	f ä n g
057/101	fäng	1	f ä n g
057/103	fäng	1	f ä n g
057/105	fäng	1	f ä n g
057/107	fäng	1	f ä n g
057/109	fäng	1	f ä n g
057/111	fäng	1	f ä n g
057/113	fäng	1	f ä n g
057/115	fäng	1	f ä n g
057/117	fäng	1	f ä n g
057/119	fäng	1	f ä n g
057/121	fäng	1	f ä n g
057/123	fäng	1	f ä n g
057/125	fäng	1	f ä n g
057/127	fäng	1	f ä n g
057/129	fäng	1	f ä n g
057/131	fäng	1	f ä n g
057/133	fäng	1	f ä n g
057/135	fäng	1	f ä n g
057/137	NA	NA	-
057/139	fäng	1	f ä n g
057/141	fäng	1	f ä n g
057/143	NA	NA	-
057/145	kimmt	4	k i mm t
057/147	fäng	1	f ä n g
057/149	fäng	1	f ä n g
057/151	fäng	1	f ä n g
057/153	fäng	1	f ä n g
057/155	fäng	1	f ä n g
057/157	fäng	1	f ä n g
057/159	fäng	1	f ä n g
057/161	fäng	1	f ä n g
058/019	föng	1	f ö n g
058/021	föng	1	f ö n g
058/023	fönk	1	f ö n k
058/025	fänk	1	f ä n k
058/027	fänk	1	f ä n k
058/029	fängk	1	f ä n gk
058/031	fänk	1	f ä n k
058/033	fänk	1	f ä n k
058/035	fäng	1	f ä n g
058/037	fänk	1	f ä n k
058/039	fäng	1	f ä n g
058/041	fäng	1	f ä n g
058/043	fäng	1	f ä n g
058/045	fäng	1	f ä n g
058/047	feng	1	f e n g
058/049	fäng	1	f ä n g
058/051	feng	1	f e n g
058/053	feng	1	f e n g
058/055	feng	1	f e n g
058/057	feng	1	f e n g
058/059	fang	1	f a n g
058/061	fäng	1	f ä n g
058/063	feng	1	f e n g
058/065	fäng	1	f ä n g
058/067	fäng	1	f ä n g
058/069	feng	1	f e n g
058/071	fäng	1	f ä n g
058/073	feng	1	f e n g
058/075	fäng	1	f ä n g
058/077	fäng	1	f ä n g
058/079	fäng	1	f ä n g
058/081	fang	1	f a n g
058/083	fäng	1	f ä n g
058/085	fäng	1	f ä n g
058/087	fäng	1	f ä n g
058/089	fäng	1	f ä n g
058/091	fang	1	f a n g
058/093	fang	1	f a n g
058/095	foang	1	f oa n g
058/097	fang	1	f a n g
058/099	fäng	1	f ä n g
058/101	fäng	1	f ä n g
058/103	feng	1	f e n g
058/105	fäng	1	f ä n g
058/107	fäng	1	f ä n g
058/109	fing	1	f i n g
058/111	fäng	1	f ä n g
058/113	fäng	1	f ä n g
058/115	fäng	1	f ä n g
058/117	fäng	1	f ä n g
058/119	fäng	1	f ä n g
058/121	fäng	1	f ä n g
058/123	fäng	1	f ä n g
058/125	fäng	1	f ä n g
058/127	fäng	1	f ä n g
058/129	fäng	1	f ä n g
058/131	NA	NA	-
058/133	fäng	1	f ä n g
058/135	fäng	1	f ä n g
058/137	fäng	1	f ä n g
058/139	fäng	1	f ä n g
058/141	fäng	1	f ä n g
058/143	fäng	1	f ä n g
058/145	fäng	1	f ä n g
058/147	feng	1	f e n g
058/149	fäng	1	f ä n g
058/151	fäng	1	f ä n g
058/153	fäng	1	f ä n g
058/155	fäng	1	f ä n g
058/157	titt	5	t i tt
058/159	fäng	1	f ä n g
059/019	fing	1	f i n g
059/021	föng	1	f ö n g
059/023	fänk	1	f ä n k
059/025	fäng	1	f ä n g
059/027	fänk	1	f ä n k
059/029	fänk	1	f ä n k
059/031	fängk	1	f ä n gk
059/033	fäng	1	f ä n g
059/035	fäng	1	f ä n g
059/037	fäng	1	f ä n g
059/039	fäng	1	f ä n g
059/041	veno	1	v e n -
059/043	fäng	1	f ä n g
059/045	fäng	1	f ä n g
059/047	fäng	1	f ä n g
059/049	fäng	1	f ä n g
059/051	fäng	1	f ä n g
059/053	fäng	1	f ä n g
059/055	fäng	1	f ä n g
059/057	fang	1	f a n g
059/059	fang	1	f a n g
059/061	fang	1	f a n g
059/063	fang	1	f a n g
059/065	fang	1	f a n g
059/067	fang	1	f a n g
059/069	fang	1	f a n g
059/071	feng	1	f e n g
059/073	fang	1	f a n g
059/075	fangk	1	f a n gk
059/077	fang	1	f a n g
059/079	fang	1	f a n g
059/081	fäng	1	f ä n g
059/083	fäng	1	f ä n g
059/085	faeng	1	f ae n g
059/087	faeng	1	f ae n g
059/089	feng	1	f e n g
059/091	fang	1	f a n g
059/093	fang	1	f a n g
059/095	NA	NA	-
059/097	fang	1	f a n g
059/099	fang	1	f a n g
059/101	fäng	1	f ä n g
059/103	feng	1	f e n g
059/105	fäng	1	f ä n g
059/107	fäng	1	f ä n g
059/109	NA	NA	-
059/111	NA	NA	-
059/113	fäng	1	f ä n g
059/115	fäng	1	f ä n g
059/117	fäng	1	f ä n g
059/119	fäng	1	f ä n g
059/121	fäng	1	f ä n g
059/123	fäng	1	f ä n g
059/125	fäng	1	f ä n g
059/127	NA	NA	-
059/129	fäng	1	f ä n g
059/131	NA	NA	-
059/133	fäng	1	f ä n g
059/135	fäng	1	f ä n g
059/137	fäng	1	f ä n g
059/139	fäng	1	f ä n g
059/141	fäng	1	f ä n g
059/143	fäng	1	f ä n g
059/145	füng	1	f ü n g
059/147	fäng	1	f ä n g
059/149	fäng	1	f ä n g
059/151	fäng	1	f ä n g
059/153	fäng	1	f ä n g
059/155	fäng	1	f ä n g
059/157	wird	6	w ir d
059/159	fäng	1	f ä n g
059/161	fäng	1	f ä n g
059/165	fäng	1	f ä n g
059/169	fäng	1	f ä n g
060/021	feng	1	f e n g
060/023	venk	1	v e n k
060/025	fänk	1	f ä n k
060/027	fänk	1	f ä n k
060/029	fängk	1	f ä n gk
060/031	fänk	1	f ä n k
060/033	fänk	1	f ä n k
060/035	fängk	1	f ä n gk
060/037	feng	1	f e n g
060/039	feng	1	f e n g
060/041	fäng	1	f ä n g
060/043	fäng	1	f ä n g
060/045	fäng	1	f ä n g
060/047	fing	1	f i n g
060/049	fäng	1	f ä n g
060/051	feng	1	f e n g
060/053	fing	1	f i n g
060/055	fink	1	f i n k
060/057	fing	1	f i n g
060/059	fang	1	f a n g
060/061	feng	1	f e n g
060/063	fäng	1	f ä n g
060/065	fang	1	f a n g
060/067	fank	1	f a n k
060/069	fäng	1	f ä n g
060/071	fäng	1	f ä n g
060/073	fäng	1	f ä n g
060/075	fäng	1	f ä n g
060/077	fang	1	f a n g
060/079	fäng	1	f ä n g
060/081	faang	1	f aa n g
060/083	fang	1	f a n g
060/085	fang	1	f a n g
060/087	fang	1	f a n g
060/089	fang	1	f a n g
060/091	fäng	1	f ä n g
060/093	fäng	1	f ä n g
060/095	fäng	1	f ä n g
060/097	fang	1	f a n g
060/099	fäng	1	f ä n g
060/101	fäng	1	f ä n g
060/103	fäng	1	f ä n g
060/105	fäng	1	f ä n g
060/107	fäng	1	f ä n g
060/109	fäng	1	f ä n g
060/111	fäng	1	f ä n g
060/113	feng	1	f e n g
060/115	fäng	1	f ä n g
060/117	fäng	1	f ä n g
060/119	fäng	1	f ä n g
060/121	fäng	1	f ä n g
060/123	NA	NA	-
060/125	fäng	1	f ä n g
060/127	fäng	1	f ä n g
060/129	fäng	1	f ä n g
060/131	NA	NA	-
060/135	fäng	1	f ä n g
060/137	fäng	1	f ä n g
060/139	fäng	1	f ä n g
060/141	fäng	1	f ä n g
060/143	fäng	1	f ä n g
060/145	fäng	1	f ä n g
060/147	fäng	1	f ä n g
060/149	fäng	1	f ä n g
060/151	NA	NA	-
060/153	fäng	1	f ä n g
060/155	fäng	1	f ä n g
060/157	fäng	1	f ä n g
060/159	fäng	1	f ä n g
060/163	fang	1	f a n g
060/165	feng	1	f e n g
061/021	fäng	1	f ä n g
061/023	fängk	1	f ä n gk
061/025	fänk	1	f ä n k
061/027	fäng	1	f ä n g
061/029	fänk	1	f ä n k
061/031	fänk	1	f ä n k
061/033	fänk	1	f ä n k
061/035	fänk	1	f ä n k
061/037	fäng	1	f ä n g
061/039	feng	1	f e n g
061/041	fäng	1	f ä n g
061/043	fäng	1	f ä n g
061/045	feng	1	f e n g
061/047	fing	1	f i n g
061/049	fing	1	f i n g
061/051	fink	1	f i n k
061/053	feng	1	f e n g
061/055	fäng	1	f ä n g
061/057	feng	1	f e n g
061/059	feng	1	f e n g
061/061	fäng	1	f ä n g
061/063	fang	1	f a n g
061/065	fäng	1	f ä n g
061/067	fang	1	f a n g
061/069	fäng	1	f ä n g
061/071	fäng	1	f ä n g
061/073	fäng	1	f ä n g
061/075	fäng	1	f ä n g
061/077	foang	1	f oa n g
061/079	faeng	1	f ae n g
061/081	fang	1	f a n g
061/083	fang	1	f a n g
061/085	fang	1	f a n g
061/087	fang	1	f a n g
061/089	fang	1	f a n g
061/091	fäng	1	f ä n g
061/093	fäng	1	f ä n g
061/095	fäng	1	f ä n g
061/097	feng	1	f e n g
061/099	fäng	1	f ä n g
061/101	fäng	1	f ä n g
061/103	fäng	1	f ä n g
061/105	fäng	1	f ä n g
061/107	fäng	1	f ä n g
061/109	fäng	1	f ä n g
061/111	fäng	1	f ä n g
061/113	fäng	1	f ä n g
061/115	fäng	1	f ä n g
061/117	fäng	1	f ä n g
061/119	fäng	1	f ä n g
061/121	fäng	1	f ä n g
061/123	feng	1	f e n g
061/125	fäng	1	f ä n g
061/127	fäng	1	f ä n g
061/129	fäng	1	f ä n g
061/131	fäng	1	f ä n g
061/133	fäng	1	f ä n g
061/137	fäng	1	f ä n g
061/139	fäng	1	f ä n g
061/141	fäng	1	f ä n g
061/143	fäng	1	f ä n g
061/145	fäng	1	f ä n g
061/147	fäng	1	f ä n g
061/149	fäng	1	f ä n g
061/151	fäng	1	f ä n g
061/153	fäng	1	f ä n g
061/155	fäng	1	f ä n g
061/157	fäng	1	f ä n g
061/159	fäng	1	f ä n g
061/161	fäng	1	f ä n g
061/165	fäng	1	f ä n g
062/021	feng	1	f e n g
062/023	feng	1	f e n g
062/025	fängk	1	f ä n gk
062/027	fänk	1	f ä n k
062/029	fangk	1	f a n gk
062/031	fängk	1	f ä n gk
062/033	fang	1	f a n g
062/035	fänk	1	f ä n k
062/037	fänk	1	f ä n k
062/039	fäng	1	f ä n g
062/041	fäng	1	f ä n g
062/043	fäng	1	f ä n g
062/045	fäng	1	f ä n g
062/047	fäng	1	f ä n g
062/049	fäing	1	f äi n g
062/051	fing	1	f i n g
062/053	fäing	1	f äi n g
062/055	fäng	1	f ä n g
062/057	fäng	1	f ä n g
062/059	fang	1	f a n g
062/061	fäng	1	f ä n g
062/063	fang	1	f a n g
062/065	fang	1	f a n g
062/067	fang	1	f a n g
062/069	fäng	1	f ä n g
062/071	fäng	1	f ä n g
062/073	feng	1	f e n g
062/075	fäng	1	f ä n g
062/077	fang	1	f a n g
062/079	fäng	1	f ä n g
062/081	fong	1	f o n g
062/083	fäng	1	f ä n g
062/085	fang	1	f a n g
062/087	feng	1	f e n g
062/089	fäng	1	f ä n g
062/091	feng	1	f e n g
062/093	fäng	1	f ä n g
062/095	feng	1	f e n g
062/097	NA	NA	-
062/099	fäng	1	f ä n g
062/101	fäng	1	f ä n g
062/103	fäng	1	f ä n g
062/105	fäng	1	f ä n g
062/107	fäng	1	f ä n g
062/109	fäng	1	f ä n g
062/111	NA	NA	-
062/113	fang	1	f a n g
062/115	fäng	1	f ä n g
062/117	fäng	1	f ä n g
062/119	fäng	1	f ä n g
062/121	koon	4	k oo n -
062/123	feng	1	f e n g
062/125	fäng	1	f ä n g
062/127	fäng	1	f ä n g
062/129	fäng	1	f ä n g
062/131	fäng	1	f ä n g
062/133	fän	1	f ä n -
062/135	fäng	1	f ä n g
062/137	feng	1	f e n g
062/139	fäng	1	f ä n g
062/141	NA	NA	-
062/143	fäng	1	f ä n g
062/145	fäng	1	f ä n g
062/147	fäng	1	f ä n g
062/149	fäng	1	f ä n g
062/151	fäng	1	f ä n g
062/153	kimmt	4	k i mm t
062/155	fäng	1	f ä n g
062/157	tutt	5	t u tt
062/159	fäng	1	f ä n g
062/161	fäng	1	f ä n g
063/021	fäng	1	f ä n g
063/023	fäng	1	f ä n g
063/025	fäng	1	f ä n g
063/027	fäng	1	f ä n g
063/029	fängk	1	f ä n gk
063/031	fänk	1	f ä n k
063/033	fänk	1	f ä n k
063/035	fänk	1	f ä n k
063/037	fäng	1	f ä n g
063/039	fääng	1	f ää n g
063/041	fäng	1	f ä n g
063/043	feng	1	f e n g
063/045	fäng	1	f ä n g
063/047	fink	1	f i n k
063/049	fing	1	f i n g
063/051	fing	1	f i n g
063/053	feng	1	f e n g
063/055	fing	1	f i n g
063/057	fing	1	f i n g
063/059	fäng	1	f ä n g
063/061	fäng	1	f ä n g
063/063	fang	1	f a n g
063/065	feng	1	f e n g
063/067	fäng	1	f ä n g
063/069	fäng	1	f ä n g
063/071	fäng	1	f ä n g
063/073	faing	1	f ai n g
063/075	fäng	1	f ä n g
063/077	fäng	1	f ä n g
063/079	fäng	1	f ä n g
063/081	fang	1	f a n g
063/083	fang	1	f a n g
063/085	fäng	1	f ä n g
063/087	fäng	1	f ä n g
063/089	fäng	1	f ä n g
063/091	feng	1	f e n g
063/093	feng	1	f e n g
063/095	fäng	1	f ä n g
063/097	feng	1	f e n g
063/099	fäng	1	f ä n g
063/101	fäng	1	f ä n g
063/103	fäng	1	f ä n g
063/105	fäng	1	f ä n g
063/107	fang	1	f a n g
063/109	fäng	1	f ä n g
063/111	tut	5	t u t
063/113	fäng	1	f ä n g
063/115	NA	NA	-
063/117	NA	NA	-
063/119	feng	1	f e n g
063/121	fäng	1	f ä n g
063/123	NA	NA	-
063/125	fäng	1	f ä n g
063/127	fanng	1	f a nn g
063/135	NA	NA	-
063/137	fäng	1	f ä n g
063/139	fäng	1	f ä n g
063/141	NA	NA	-
063/143	fäng	1	f ä n g
063/145	fäng	1	f ä n g
063/147	fäng	1	f ä n g
063/149	fäng	1	f ä n g
063/151	fäng	1	f ä n g
063/153	fäng	1	f ä n g
063/155	fäng	1	f ä n g
063/157	fäng	1	f ä n g
063/159	fäng	1	f ä n g
063/161	fäng	1	f ä n g
063/163	fäng	1	f ä n g
063/165	wird	6	w ir d
064/023	fäng	1	f ä n g
064/025	fängk	1	f ä n gk
064/027	fänk	1	f ä n k
064/029	fäng	1	f ä n g
064/031	fänk	1	f ä n k
064/033	fäng	1	f ä n g
064/035	fänk	1	f ä n k
064/037	fäng	1	f ä n g
064/039	fäng	1	f ä n g
064/041	fäng	1	f ä n g
064/043	fäng	1	f ä n g
064/045	fing	1	f i n g
064/047	fäng	1	f ä n g
064/049	fing	1	f i n g
064/051	fink	1	f i n k
064/053	fing	1	f i n g
064/055	fäng	1	f ä n g
064/057	feeng	1	f ee n g
064/059	fäng	1	f ä n g
064/061	fäng	1	f ä n g
064/063	fang	1	f a n g
064/065	fäng	1	f ä n g
064/067	feng	1	f e n g
064/069	faing	1	f ai n g
064/071	feing	1	f ei n g
064/073	feing	1	f ei n g
064/075	fäng	1	f ä n g
064/077	fäng	1	f ä n g
064/079	fäng	1	f ä n g
064/081	fang	1	f a n g
064/083	fäng	1	f ä n g
064/085	fäng	1	f ä n g
064/087	fäng	1	f ä n g
064/089	feng	1	f e n g
064/091	fäng	1	f ä n g
064/093	feng	1	f e n g
064/095	faang	1	f aa n g
064/097	fäng	1	f ä n g
064/099	fäng	1	f ä n g
064/101	fäng	1	f ä n g
064/103	fäng	1	f ä n g
064/105	fäng	1	f ä n g
064/107	fäng	1	f ä n g
064/109	fäng	1	f ä n g
064/111	feng	1	f e n g
064/113	fäng	1	f ä n g
064/115	feng	1	f e n g
064/117	NA	NA	-
064/119	NA	NA	-
064/121	feng	1	f e n g
064/123	NA	NA	-
064/125	fang	1	f a n g
064/127	fäng	1	f ä n g
064/135	fäng	1	f ä n g
064/137	fäng	1	f ä n g
064/139	fäng	1	f ä n g
064/141	NA	NA	-
064/143	fäng	1	f ä n g
064/145	NA	NA	-
064/147	fäng	1	f ä n g
064/149	fäng	1	f ä n g
064/151	fäng	1	f ä n g
064/153	fäng	1	f ä n g
064/155	fäng	1	f ä n g
064/157	fäng	1	f ä n g
064/159	NA	NA	-
065/021	geeht	NA	g eeh t -
065/023	fänk	1	f ä n k
065/025	fänk	1	f ä n k
065/027	fängk	1	f ä n gk
065/029	fänk	1	f ä n k
065/031	fänk	1	f ä n k
065/033	fäng	1	f ä n g
065/035	fänk	1	f ä n k
065/037	fäng	1	f ä n g
065/039	fäng	1	f ä n g
065/041	fäng	1	f ä n g
065/043	feng	1	f e n g
065/045	fäng	1	f ä n g
065/047	fing	1	f i n g
065/049	fing	1	f i n g
065/051	fing	1	f i n g
065/053	fäng	1	f ä n g
065/055	fäng	1	f ä n g
065/057	feng	1	f e n g
065/059	feng	1	f e n g
065/061	feng	1	f e n g
065/063	fäng	1	f ä n g
065/065	fängk	1	f ä n gk
065/067	fäng	1	f ä n g
065/069	fäng	1	f ä n g
065/071	fäng	1	f ä n g
065/073	fäng	1	f ä n g
065/075	fäng	1	f ä n g
065/077	fäng	1	f ä n g
065/079	fäng	1	f ä n g
065/081	fäng	1	f ä n g
065/083	feng	1	f e n g
065/085	fäng	1	f ä n g
065/087	feng	1	f e n g
065/089	fäng	1	f ä n g
065/091	fäng	1	f ä n g
065/093	NA	NA	-
065/095	fäng	1	f ä n g
065/097	fänk	1	f ä n k
065/101	fäng	1	f ä n g
065/103	fäng	1	f ä n g
065/105	NA	NA	-
065/107	feng	1	f e n g
065/109	NA	NA	-
065/111	NA	NA	-
065/113	NA	NA	-
065/115	feng	1	f e n g
065/121	fäng	1	f ä n g
065/123	fäng	1	f ä n g
065/137	fäng	1	f ä n g
065/139	fäng	1	f ä n g
065/143	fäng	1	f ä n g
065/145	fäng	1	f ä n g
065/147	fäng	1	f ä n g
065/149	fäng	1	f ä n g
065/151	fäng	1	f ä n g
065/153	fäng	1	f ä n g
065/155	fäng	1	f ä n g
065/157	fäng	1	f ä n g
065/159	fäng	1	f ä n g
066/021	fäng	1	f ä n g
066/023	NA	NA	-
066/025	fäng	1	f ä n g
066/027	fäng	1	f ä n g
066/029	fäng	1	f ä n g
066/031	fäng	1	f ä n g
066/033	fänk	1	f ä n k
066/035	fäng	1	f ä n g
066/037	fänk	1	f ä n k
066/039	fäng	1	f ä n g
066/041	fäng	1	f ä n g
066/043	fäng	1	f ä n g
066/045	fing	1	f i n g
066/047	fing	1	f i n g
066/049	fing	1	f i n g
066/051	fing	1	f i n g
066/053	fäng	1	f ä n g
066/055	feng	1	f e n g
066/057	fäng	1	f ä n g
066/059	fäng	1	f ä n g
066/061	fäng	1	f ä n g
066/063	feng	1	f e n g
066/065	NA	NA	-
066/067	fäng	1	f ä n g
066/069	fäng	1	f ä n g
066/071	feng	1	f e n g
066/073	fäng	1	f ä n g
066/075	fäng	1	f ä n g
066/077	fäng	1	f ä n g
066/079	fäng	1	f ä n g
066/081	fäng	1	f ä n g
066/083	fäng	1	f ä n g
066/085	fäng	1	f ä n g
066/087	fäng	1	f ä n g
066/089	fäng	1	f ä n g
066/091	fäng	1	f ä n g
066/093	fäng	1	f ä n g
066/095	fäng	1	f ä n g
066/097	fäng	1	f ä n g
066/099	fäng	1	f ä n g
066/101	fäng	1	f ä n g
066/103	feng	1	f e n g
066/105	fäng	1	f ä n g
066/107	NA	NA	-
066/109	fäng	1	f ä n g
066/111	feng	1	f e n g
066/113	fäng	1	f ä n g
066/121	fang	1	f a n g
066/139	fäng	1	f ä n g
066/143	fäng	1	f ä n g
066/145	fäng	1	f ä n g
066/147	fäng	1	f ä n g
066/149	feng	1	f e n g
066/151	fäng	1	f ä n g
066/153	fäng	1	f ä n g
066/155	fäng	1	f ä n g
066/157	fing	1	f i n g
066/159	werd	6	w er d
066/161	fäng	1	f ä n g
066/163	fang	1	f a n g
067/021	NA	NA	-
067/023	väng	1	v ä n g
067/025	fäng	1	f ä n g
067/027	feng	1	f e n g
067/029	fäng	1	f ä n g
067/031	fäng	1	f ä n g
067/033	fäng	1	f ä n g
067/035	fäng	1	f ä n g
067/037	fänk	1	f ä n k
067/039	fäng	1	f ä n g
067/041	feng	1	f e n g
067/043	feng	1	f e n g
067/045	fäng	1	f ä n g
067/047	fing	1	f i n g
067/049	fing	1	f i n g
067/051	NA	NA	-
067/053	feng	1	f e n g
067/055	fäng	1	f ä n g
067/057	feng	1	f e n g
067/059	fäng	1	f ä n g
067/061	fäng	1	f ä n g
067/063	fäng	1	f ä n g
067/065	feng	1	f e n g
067/067	fäng	1	f ä n g
067/069	feng	1	f e n g
067/071	feng	1	f e n g
067/073	fäng	1	f ä n g
067/075	feng	1	f e n g
067/077	fäng	1	f ä n g
067/079	feng	1	f e n g
067/081	feng	1	f e n g
067/083	NA	NA	-
067/085	fing	1	f i n g
067/087	fäng	1	f ä n g
067/089	fäng	1	f ä n g
067/091	fäng	1	f ä n g
067/093	fäng	1	f ä n g
067/095	fäng	1	f ä n g
067/097	fäng	1	f ä n g
067/099	fäng	1	f ä n g
067/101	fäng	1	f ä n g
067/103	fäng	1	f ä n g
067/105	fäng	1	f ä n g
067/107	fäng	1	f ä n g
067/109	fang	1	f a n g
067/111	feng	1	f e n g
067/113	fong	1	f o n g
067/143	fäng	1	f ä n g
067/145	tut	5	t u t
067/147	feng	1	f e n g
067/149	fäng	1	f ä n g
067/151	feng	1	f e n g
067/153	fäng	1	f ä n g
067/155	fäng	1	f ä n g
067/157	fäng	1	f ä n g
067/159	fing	1	f i n g
067/161	fing	1	f i n g
067/163	fing	1	f i n g
067/165	fing	1	f i n g
067/177	fäng	1	f ä n g
068/021	fäng	1	f ä n g
068/023	fäng	1	f ä n g
068/025	fäng	1	f ä n g
068/027	fäng	1	f ä n g
068/029	fäng	1	f ä n g
068/031	fänk	1	f ä n k
068/033	fäng	1	f ä n g
068/035	fänk	1	f ä n k
068/037	fäng	1	f ä n g
068/039	fäng	1	f ä n g
068/041	fäng	1	f ä n g
068/043	fing	1	f i n g
068/045	fäng	1	f ä n g
068/047	fink	1	f i n k
068/049	NA	NA	-
068/051	feng	1	f e n g
068/053	fäng	1	f ä n g
068/055	fäng	1	f ä n g
068/057	fäng	1	f ä n g
068/059	feng	1	f e n g
068/061	fank	1	f a n k
068/063	fäng	1	f ä n g
068/065	feng	1	f e n g
068/067	NA	NA	-
068/069	fäng	1	f ä n g
068/071	feng	1	f e n g
068/073	fäng	1	f ä n g
068/075	feng	1	f e n g
068/077	feng	1	f e n g
068/079	feng	1	f e n g
068/081	feng	1	f e n g
068/083	feng	1	f e n g
068/085	fenk	1	f e n k
068/087	feng	1	f e n g
068/089	fäng	1	f ä n g
068/091	feng	1	f e n g
068/093	fäng	1	f ä n g
068/095	NA	NA	-
068/097	fäng	1	f ä n g
068/099	NA	NA	-
068/101	fäng	1	f ä n g
068/103	fäng	1	f ä n g
068/105	feng	1	f e n g
068/107	fäng	1	f ä n g
068/109	NA	NA	-
068/111	fäng	1	f ä n g
068/145	fäng	1	f ä n g
068/147	NA	NA	-
068/149	NA	NA	-
068/151	fäng	1	f ä n g
068/153	fäng	1	f ä n g
068/155	fänk	1	f ä n k
068/157	NA	NA	-
068/159	fing	1	f i n g
068/161	NA	NA	-
068/165	fäng	1	f ä n g
069/019	fäng	1	f ä n g
069/023	fäng	1	f ä n g
069/025	fäng	1	f ä n g
069/027	feng	1	f e n g
069/029	fähng	1	f äh n g
069/031	fäng	1	f ä n g
069/033	fäng	1	f ä n g
069/035	fäng	1	f ä n g
069/037	fäng	1	f ä n g
069/039	fäng	1	f ä n g
069/041	fing	1	f i n g
069/043	feng	1	f e n g
069/045	fäng	1	f ä n g
069/047	fäng	1	f ä n g
069/049	fäng	1	f ä n g
069/051	NA	NA	-
069/053	fäng	1	f ä n g
069/055	fäng	1	f ä n g
069/057	fäng	1	f ä n g
069/059	feng	1	f e n g
069/061	feng	1	f e n g
069/063	feng	1	f e n g
069/065	feng	1	f e n g
069/067	feng	1	f e n g
069/069	feng	1	f e n g
069/071	fenk	1	f e n k
069/073	feng	1	f e n g
069/075	fäng	1	f ä n g
069/077	feng	1	f e n g
069/079	feng	1	f e n g
069/081	feng	1	f e n g
069/083	fäng	1	f ä n g
069/085	feng	1	f e n g
069/087	feng	1	f e n g
069/089	feng	1	f e n g
069/091	fäng	1	f ä n g
069/093	fäng	1	f ä n g
069/095	fäng	1	f ä n g
069/097	fäng	1	f ä n g
069/099	fäng	1	f ä n g
069/101	fäng	1	f ä n g
069/103	fäng	1	f ä n g
069/105	fäng	1	f ä n g
069/107	fang	1	f a n g
069/109	fäng	1	f ä n g
069/111	fäng	1	f ä n g
069/147	fäng	1	f ä n g
069/149	NA	NA	-
069/151	fäng	1	f ä n g
069/153	fäng	1	f ä n g
069/157	fäng	1	f ä n g
069/159	fäng	1	f ä n g
069/161	feng	1	f e n g
069/163	feng	1	f e n g
069/165	fäng	1	f ä n g
070/019	feng	1	f e n g
070/023	fing	1	f i n g
070/025	fäng	1	f ä n g
070/027	NA	NA	-
070/029	fäng	1	f ä n g
070/031	fäng	1	f ä n g
070/033	fäng	1	f ä n g
070/035	fäng	1	f ä n g
070/037	fäng	1	f ä n g
070/039	fäng	1	f ä n g
070/041	fing	1	f i n g
070/043	fäng	1	f ä n g
070/045	feng	1	f e n g
070/047	fäng	1	f ä n g
070/049	fing	1	f i n g
070/051	fäng	1	f ä n g
070/053	feng	1	f e n g
070/055	feng	1	f e n g
070/057	feng	1	f e n g
070/059	fäng	1	f ä n g
